antithrash_suppressed_estimate,attacked,decision_index,eligible,episode_id,ineligible_reason,label,n_ready_bench,opp_active_card,opp_active_hp,opp_lethal_attack,opp_lethal_damage,our_active_card,our_active_energy_loss_if_retreated,our_active_hp,our_active_id,our_active_retreat_cost,our_lethal_attack,result,retreated,turn
,False,85,False,92590435,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,9
,False,86,False,92590435,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,9
,False,87,False,92590435,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,9
,False,88,False,92590435,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,9
,False,89,False,92590435,no_active,v7,,,,,,,,,121,,,WIN,False,9
,False,90,False,92590435,not_lethal,v7,,,,,,,,,121,,,WIN,False,11
,False,91,False,92590435,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,11
,False,92,False,92590435,not_lethal,v7,,,,,,,,,121,,,WIN,False,11
,False,93,False,92590435,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,11
,False,94,False,92590435,not_lethal,v7,,,,,,,,,121,,,WIN,False,11
,False,95,False,92590435,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,11
,False,96,False,92590435,not_lethal,v7,,,,,,,,,121,,,WIN,False,11
,False,97,False,92590435,not_lethal,v7,,,,,,,,,121,,,WIN,False,11
,True,98,False,92590435,not_lethal,v7,,,,,,,,,121,,,WIN,False,11
,False,99,False,92590435,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,11
,False,100,False,92590435,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,11
,False,101,False,92590435,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,11
,False,102,False,92590435,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,11
,False,103,False,92590435,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,11
,False,104,False,92590435,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,11
,False,0,False,92591380,no_active,v7,,,,,,,,,,,,LOSS,False,
,False,1,False,92591380,no_active,v7,,,,,,,,,,,,LOSS,False,
,False,2,False,92591380,no_active,v7,,,,,,,,,,,,LOSS,False,0
,False,3,False,92591380,no_active,v7,,,,,,,,,,,,LOSS,False,0
,False,4,False,92591380,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,2
,False,5,False,92591380,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,2
,False,6,False,92591380,no_retreat_option,v7,,,,,,,,,235,,,LOSS,False,2
,False,7,False,92591380,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,2
,False,8,False,92591380,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,4
,False,9,False,92591380,no_retreat_option,v7,,,,,,,,,235,,,LOSS,False,4
,False,10,False,92591380,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,4
,False,11,False,92591380,no_retreat_option,v7,,,,,,,,,235,,,LOSS,False,4
,False,12,False,92591380,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,4
,False,13,False,92591380,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,6
,False,14,False,92591380,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,6
,False,15,False,92591380,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,6
,False,16,False,92591380,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,8
,False,17,False,92591380,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,8
,False,18,False,92591380,no_retreat_option,v7,,,,,,,,,235,,,LOSS,False,8
,False,19,False,92591380,no_retreat_option,v7,,,,,,,,,235,,,LOSS,False,8
,False,20,False,92591380,no_retreat_option,v7,,,,,,,,,235,,,LOSS,False,8
,False,21,False,92591380,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,8
,False,22,False,92591380,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,True,8
,False,23,False,92591380,no_retreat_option,v7,,,,,,,,,235,,,LOSS,False,8
,True,24,False,92591380,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,8
,False,25,False,92591380,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,8
,False,26,False,92591380,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,8
,False,27,False,92591380,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,8
,False,28,False,92591380,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,8
,False,29,False,92591380,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,8
,False,30,False,92591380,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,8
,False,31,False,92591380,no_active,v7,,,,,,,,,121,,,LOSS,False,8
,False,32,False,92591380,no_active,v7,,,,,,,,,,,,LOSS,False,9
,False,33,False,92591380,not_lethal,v7,,,,,,,,,121,,,LOSS,False,10
,False,34,False,92591380,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,10
,False,35,False,92591380,not_lethal,v7,,,,,,,,,121,,,LOSS,False,10
,False,36,False,92591380,not_lethal,v7,,,,,,,,,121,,,LOSS,False,10
,True,37,False,92591380,not_lethal,v7,,,,,,,,,121,,,LOSS,False,10
,False,38,False,92591380,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,10
,False,39,False,92591380,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,10
,False,40,False,92591380,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,10
,False,41,False,92591380,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,10
,False,42,False,92591380,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,10
,False,43,False,92591380,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,10
,False,44,False,92591380,winning_trade_available,v7,,,,,,,,,121,,Jet Headbutt,LOSS,False,12
,True,45,False,92591380,winning_trade_available,v7,,,,,,,,,121,,Jet Headbutt,LOSS,False,12
,False,46,False,92591380,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,12
,False,47,False,92591380,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,12
,False,48,False,92591380,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,12
,False,49,False,92591380,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,12
,False,50,False,92591380,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,12
,False,51,False,92591380,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,12
,False,52,False,92591380,no_active,v7,,,,,,,,,121,,,LOSS,False,12
,False,53,False,92591380,no_active,v7,,,,,,,,,,,,LOSS,False,13
,False,54,False,92591380,no_retreat_option,v7,,,,,,,,,119,,,LOSS,False,14
,False,55,False,92591380,not_2prize_ex,v7,,,,,,,,,119,,,LOSS,False,14
,False,56,False,92591380,not_2prize_ex,v7,,,,,,,,,119,,,LOSS,False,14
,False,57,False,92591380,no_retreat_option,v7,,,,,,,,,119,,,LOSS,False,14
,False,58,False,92591380,no_retreat_option,v7,,,,,,,,,119,,,LOSS,False,14
,False,59,False,92591380,not_2prize_ex,v7,,,,,,,,,119,,,LOSS,False,14
,False,60,False,92591380,not_2prize_ex,v7,,,,,,,,,119,,,LOSS,False,14
,False,61,False,92591380,not_2prize_ex,v7,,,,,,,,,119,,,LOSS,False,14
,False,62,False,92591380,not_2prize_ex,v7,,,,,,,,,119,,,LOSS,False,14
,False,63,False,92591380,not_2prize_ex,v7,,,,,,,,,119,,,LOSS,True,14
,False,64,False,92591380,no_retreat_option,v7,,,,,,,,,119,,,LOSS,False,14
,False,0,False,92592329,no_active,v7,,,,,,,,,,,,WIN,False,
,False,1,False,92592329,no_active,v7,,,,,,,,,,,,WIN,False,
,False,2,False,92592329,no_active,v7,,,,,,,,,,,,WIN,False,0
,False,3,False,92592329,no_active,v7,,,,,,,,,,,,WIN,False,0
,False,4,False,92592329,no_active,v7,,,,,,,,,,,,WIN,False,0
,False,5,False,92592329,no_active,v7,,,,,,,,,,,,WIN,False,0
,False,6,False,92592329,no_retreat_option,v7,,,,,,,,,235,,,WIN,False,1
,False,7,False,92592329,no_retreat_option,v7,,,,,,,,,235,,,WIN,False,1
,False,8,False,92592329,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,1
,False,9,False,92592329,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,1
,False,10,False,92592329,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,3
,False,11,False,92592329,no_retreat_option,v7,,,,,,,,,235,,,WIN,False,3
,False,12,False,92592329,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,3
,False,13,False,92592329,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,3
,False,14,False,92592329,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,3
,False,15,False,92592329,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,3
,False,16,False,92592329,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,3
,False,17,False,92592329,not_2prize_ex,v7,,,,,,,,,235,,,WIN,True,3
,False,18,False,92592329,no_retreat_option,v7,,,,,,,,,235,,,WIN,False,3
,True,19,False,92592329,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,3
,False,20,False,92592329,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,3
,False,21,False,92592329,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,3
,False,22,False,92592329,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,3
,False,23,False,92592329,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,3
,False,24,False,92592329,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,3
,False,25,False,92592329,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,3
,False,26,False,92592329,no_active,v7,,,,,,,,,121,,,WIN,False,3
,False,27,False,92592329,not_lethal,v7,,,,,,,,,121,,,WIN,False,5
,False,28,False,92592329,not_lethal,v7,,,,,,,,,121,,,WIN,False,5
,False,29,False,92592329,not_lethal,v7,,,,,,,,,121,,,WIN,False,5
,False,30,False,92592329,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,5
,False,31,False,92592329,not_lethal,v7,,,,,,,,,121,,,WIN,False,5
,False,32,False,92592329,not_lethal,v7,,,,,,,,,121,,,WIN,False,5
,False,33,False,92592329,not_lethal,v7,,,,,,,,,121,,,WIN,False,5
,False,34,False,92592329,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,5
,False,35,False,92592329,not_lethal,v7,,,,,,,,,121,,,WIN,False,5
,True,36,False,92592329,not_lethal,v7,,,,,,,,,121,,,WIN,False,5
,False,37,False,92592329,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,5
,False,38,False,92592329,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,5
,False,39,False,92592329,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,5
,False,40,False,92592329,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,5
,False,41,False,92592329,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,5
,False,42,False,92592329,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,5
,False,43,False,92592329,no_active,v7,,,,,,,,,121,,,WIN,False,5
,False,44,False,92592329,not_lethal,v7,,,,,,,,,121,,,WIN,False,7
,False,45,False,92592329,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,7
,False,46,False,92592329,not_lethal,v7,,,,,,,,,121,,,WIN,False,7
,False,47,False,92592329,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,7
,False,48,False,92592329,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,7
,False,49,False,92592329,not_lethal,v7,,,,,,,,,121,,,WIN,False,7
,False,50,False,92592329,not_lethal,v7,,,,,,,,,121,,,WIN,False,7
,False,51,False,92592329,not_lethal,v7,,,,,,,,,121,,,WIN,False,7
,False,52,False,92592329,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,7
,False,53,False,92592329,not_lethal,v7,,,,,,,,,121,,,WIN,False,7
,False,54,False,92592329,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,7
,False,55,False,92592329,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,7
,False,56,False,92592329,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,7
,False,57,False,92592329,not_lethal,v7,,,,,,,,,121,,,WIN,False,7
,False,58,False,92592329,not_lethal,v7,,,,,,,,,121,,,WIN,False,7
,False,59,False,92592329,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,7
,False,60,False,92592329,not_lethal,v7,,,,,,,,,121,,,WIN,False,7
,False,61,False,92592329,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,7
,False,62,False,92592329,not_lethal,v7,,,,,,,,,121,,,WIN,False,7
,True,63,False,92592329,not_lethal,v7,,,,,,,,,121,,,WIN,False,7
,False,0,False,92593271,no_active,v7,,,,,,,,,,,,WIN,False,
,False,1,False,92593271,no_active,v7,,,,,,,,,,,,WIN,False,
,False,2,False,92593271,no_active,v7,,,,,,,,,,,,WIN,False,0
,False,3,False,92593271,no_active,v7,,,,,,,,,,,,WIN,False,0
,False,4,False,92593271,no_retreat_option,v7,,,,,,,,,119,,,WIN,False,1
,False,5,False,92593271,no_retreat_option,v7,,,,,,,,,119,,,WIN,False,1
,False,6,False,92593271,no_retreat_option,v7,,,,,,,,,119,,,WIN,False,1
,False,7,False,92593271,no_retreat_option,v7,,,,,,,,,119,,,WIN,False,1
,False,8,False,92593271,no_retreat_option,v7,,,,,,,,,119,,,WIN,False,3
,False,9,False,92593271,no_retreat_option,v7,,,,,,,,,119,,,WIN,False,3
,False,10,False,92593271,no_retreat_option,v7,,,,,,,,,119,,,WIN,False,3
,False,11,False,92593271,no_retreat_option,v7,,,,,,,,,119,,,WIN,False,3
,False,12,False,92593271,no_retreat_option,v7,,,,,,,,,119,,,WIN,False,3
,False,13,False,92593271,no_retreat_option,v7,,,,,,,,,119,,,WIN,False,3
,False,14,False,92593271,not_2prize_ex,v7,,,,,,,,,119,,,WIN,False,3
,False,15,False,92593271,not_2prize_ex,v7,,,,,,,,,119,,,WIN,False,3
,False,16,False,92593271,not_2prize_ex,v7,,,,,,,,,119,,,WIN,True,3
,False,17,False,92593271,no_retreat_option,v7,,,,,,,,,119,,,WIN,False,3
,False,18,False,92593271,no_retreat_option,v7,,,,,,,,,235,,,WIN,False,3
,False,19,False,92593271,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,5
,False,20,False,92593271,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,5
,False,21,False,92593271,no_retreat_option,v7,,,,,,,,,235,,,WIN,False,5
,False,22,False,92593271,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,5
,False,23,False,92593271,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,5
,False,24,False,92593271,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,7
,False,25,False,92593271,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,7
,False,26,False,92593271,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,9
,False,27,False,92593271,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,11
,False,28,False,92593271,no_retreat_option,v7,,,,,,,,,235,,,WIN,False,11
,False,29,False,92593271,no_retreat_option,v7,,,,,,,,,235,,,WIN,False,11
,False,30,False,92593271,no_retreat_option,v7,,,,,,,,,235,,,WIN,False,11
,False,31,False,92593271,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,11
,False,32,False,92593271,not_2prize_ex,v7,,,,,,,,,235,,,WIN,True,11
,False,33,False,92593271,no_retreat_option,v7,,,,,,,,,235,,,WIN,False,11
,True,34,False,92593271,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,11
,False,35,False,92593271,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,11
,False,36,False,92593271,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,11
,False,37,False,92593271,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,11
,False,38,False,92593271,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,11
,False,39,False,92593271,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,11
,False,40,False,92593271,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,11
,False,41,False,92593271,no_active,v7,,,,,,,,,121,,,WIN,False,11
,False,42,False,92593271,no_active,v7,,,,,,,,,,,,WIN,False,12
,False,43,False,92593271,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,13
,False,44,False,92593271,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,13
,False,45,False,92593271,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,13
,False,46,False,92593271,no_retreat_option,v7,,,,,,,,,235,,,WIN,False,13
,False,47,False,92593271,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,13
,False,48,False,92593271,no_retreat_option,v7,,,,,,,,,235,,,WIN,False,13
,False,49,False,92593271,no_retreat_option,v7,,,,,,,,,235,,,WIN,False,13
,False,50,False,92593271,no_retreat_option,v7,,,,,,,,,235,,,WIN,False,13
,False,51,False,92593271,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,13
,False,52,False,92593271,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,13
,False,53,False,92593271,no_retreat_option,v7,,,,,,,,,235,,,WIN,False,13
,False,54,False,92593271,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,13
,False,55,False,92593271,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,13
,False,56,False,92593271,no_retreat_option,v7,,,,,,,,,235,,,WIN,False,13
,False,57,False,92593271,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,13
,False,58,False,92593271,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,13
,False,59,False,92593271,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,13
,False,60,False,92593271,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,13
,False,61,False,92593271,not_2prize_ex,v7,,,,,,,,,235,,,WIN,False,13
,False,62,False,92593271,no_active,v7,,,,,,,,,,,,WIN,False,14
,False,63,False,92593271,not_2prize_ex,v7,,,,,,,,,120,,,WIN,False,15
,False,64,False,92593271,not_lethal,v7,,,,,,,,,121,,,WIN,False,15
,False,65,False,92593271,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,15
,False,66,False,92593271,not_lethal,v7,,,,,,,,,121,,,WIN,False,15
,False,67,False,92593271,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,15
,False,68,False,92593271,not_lethal,v7,,,,,,,,,121,,,WIN,False,15
,False,69,False,92593271,not_lethal,v7,,,,,,,,,121,,,WIN,False,15
,False,70,False,92593271,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,15
,False,71,False,92593271,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,15
,False,72,False,92593271,not_lethal,v7,,,,,,,,,121,,,WIN,False,15
,False,73,False,92593271,not_lethal,v7,,,,,,,,,121,,,WIN,False,15
,False,74,False,92593271,not_lethal,v7,,,,,,,,,121,,,WIN,False,15
,False,75,False,92593271,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,15
,False,76,False,92593271,not_lethal,v7,,,,,,,,,121,,,WIN,False,15
,False,77,False,92593271,not_lethal,v7,,,,,,,,,121,,,WIN,False,15
,False,78,False,92593271,not_lethal,v7,,,,,,,,,121,,,WIN,False,15
,False,79,False,92593271,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,15
,False,80,False,92593271,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,15
,True,81,False,92593271,not_lethal,v7,,,,,,,,,121,,,WIN,False,15
,False,82,False,92593271,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,15
,False,83,False,92593271,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,15
,False,84,False,92593271,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,15
,False,85,False,92593271,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,15
,False,86,False,92593271,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,15
,False,87,False,92593271,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,15
,False,88,False,92593271,no_active,v7,,,,,,,,,121,,,WIN,False,15
,False,89,False,92593271,no_active,v7,,,,,,,,,,,,WIN,False,16
,False,90,False,92593271,not_lethal,v7,,,,,,,,,121,,,WIN,False,17
,False,91,False,92593271,not_lethal,v7,,,,,,,,,121,,,WIN,False,17
,False,92,False,92593271,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,17
,False,93,False,92593271,not_lethal,v7,,,,,,,,,121,,,WIN,False,17
,False,94,False,92593271,not_lethal,v7,,,,,,,,,121,,,WIN,False,17
