episode_id,date,period,size_bytes,avg_score,min_score,sum_score,team0,team1,winner,outcome_type,first_player,n_steps,final_turn_p0,final_turn_p1,deck0_hash,deck1_hash,deck0_ncards,deck1_ncards,deck0_source,deck1_source
80198756,2026-06-16,EARLY,5110755,574.590675,500.111317,1149.181349,mingjiang,ipruning,0,DECISIVE,0,183,23,22,bb99490b2150e9de,59138a345c6b933a,60,60,action,action
80230771,2026-06-16,EARLY,5155087,760.187677,704.388854,1520.375354,Jack Wilson,Liam Huntswe,0,DECISIVE,0,179,11,10,6c534f1524e51c74,59138a345c6b933a,60,60,action,action
80217283,2026-06-16,EARLY,389059,747.777524,713.431122,1495.555047,nd77dn,jaxroth,0,DECISIVE,0,22,3,2,6c534f1524e51c74,da2a64c2ecaab66a,60,60,action,action
80195515,2026-06-16,EARLY,411410,792.347313,716.151136,1584.694627,Yamico,Kentaro Hirose,1,DECISIVE,1,21,2,3,7539c4dfbf9715c5,e68d950bf2ff5f6d,60,60,action,action
80184579,2026-06-16,EARLY,1614009,651.120065,606.905208,1302.240131,Maxim,ShoKSE,0,DECISIVE,0,74,19,18,4911d251036bbddc,05e473abfcbbc30e,60,60,action,action
80197410,2026-06-16,EARLY,4363428,668.343154,618.100124,1336.686307,sue124,실험용생쥐,1,DECISIVE,1,167,12,13,bd6d592e4dc83485,59138a345c6b933a,60,60,action,action
80198762,2026-06-16,EARLY,502062,575.929895,482.184485,1151.859789,yamy893,Andreas Palmgren,0,DECISIVE,1,26,2,1,67a7792a426b862e,802bece7f228354f,60,60,action,action
80226869,2026-06-16,EARLY,2248345,472.955671,388.041647,945.911341,ShoKSE,Yuki Nakatsuka,1,DECISIVE,1,95,27,27,ee3442c91388221e,a69f4d11334dfa9e,60,60,action,action
80220896,2026-06-16,EARLY,2131029,622.378958,521.232658,1244.757916,ADS,Hiryu,1,DECISIVE,1,90,8,9,926fc98b20624fe6,6c534f1524e51c74,60,60,action,action
80230773,2026-06-16,EARLY,3595246,729.952265,662.441391,1459.904530,graybackcat,MONZ,0,DECISIVE,0,134,27,26,f106156986534f4a,157ad0f02530292c,60,60,action,action
80211286,2026-06-16,EARLY,1164836,518.787353,488.807122,1037.574706,Thomas,Finlay Anderson,1,DECISIVE,0,56,11,12,50b84667aeabce05,da2a64c2ecaab66a,60,60,action,action
80232632,2026-06-16,EARLY,1893236,643.599352,581.256339,1287.198703,Masahiro Nagasawa,Nur Srijan,0,DECISIVE,1,83,18,17,da2a64c2ecaab66a,6c534f1524e51c74,60,60,action,action
80231282,2026-06-16,EARLY,3922090,578.698240,559.076651,1157.396479,honjousetuna,strayuru,1,DECISIVE,0,145,15,16,8a1ecd8388455963,2e854b400870f524,60,60,action,action
80200696,2026-06-16,EARLY,956852,855.559039,772.211440,1711.118077,okadayuki,Palworld🦕,0,DECISIVE,0,49,11,10,4911d251036bbddc,da2a64c2ecaab66a,60,60,action,action
80205476,2026-06-16,EARLY,3578662,795.464057,717.192303,1590.928114,hattori88,Pokemon Garı Gacıyo,1,DECISIVE,0,126,13,14,6c534f1524e51c74,c8687aeba4021219,60,60,action,action
80315722,2026-06-17,EARLY,3343615,767.906758,702.799442,1535.813517,Keito OKAMOTO,kakenn,1,DECISIVE,1,137,26,27,59138a345c6b933a,3d3de6fdbe917126,60,60,action,action
80349914,2026-06-17,EARLY,701809,687.095426,619.851907,1374.190851,Mohammad Hatoum,Akito Matsuyama,1,DECISIVE,0,37,7,8,da2a64c2ecaab66a,ad964cddafdd8be6,60,60,action,action
80345608,2026-06-17,EARLY,2066602,685.424783,609.781821,1370.849566,あれすくん,Emanuel Perez,0,DECISIVE,0,80,9,8,da2a64c2ecaab66a,6c534f1524e51c74,60,60,action,action
80342155,2026-06-17,EARLY,5894912,712.169089,684.132023,1424.338177,Franck Attaix,Skyscraver,0,DECISIVE,1,210,12,11,59138a345c6b933a,bd3a5d98cf29cbc3,60,60,action,action
80299092,2026-06-17,EARLY,3300776,708.910140,628.720092,1417.820280,吉田碧海,Donguk Jung,1,DECISIVE,0,118,15,16,da2a64c2ecaab66a,93019279e4462e67,60,60,action,action
80310715,2026-06-17,EARLY,1494776,778.585871,727.484574,1557.171742,nogu,iwashi,1,DECISIVE,1,65,10,11,3fb280bccb7483a7,4164643d1cfb5694,60,60,action,action
80299618,2026-06-17,EARLY,1695921,830.311377,829.863635,1660.622755,Ayodeji,Tensa.bit,1,DECISIVE,0,78,20,20,19ee00f8440ed2f3,59aefb1a7dfb20a9,60,60,action,action
80350997,2026-06-17,EARLY,686673,996.235917,978.847597,1992.471834,mamaPaPa Cloude,Nikukyu,0,DECISIVE,1,33,6,5,59aefb1a7dfb20a9,59aefb1a7dfb20a9,60,60,action,action
80354974,2026-06-17,EARLY,4931233,837.505976,791.399363,1675.011951,dmiyabe,chenyZan,0,DECISIVE,0,169,15,14,3c1906459f149732,41e645122e9d59c6,60,60,action,action
80298134,2026-06-17,EARLY,748982,772.764179,760.579822,1545.528358,Horikita Saku,ktk,0,DECISIVE,0,38,11,10,59aefb1a7dfb20a9,da2a64c2ecaab66a,60,60,action,action
80304032,2026-06-17,EARLY,3881419,704.316916,676.313969,1408.633833,mingjiang,Aakansha.aakaa,1,DECISIVE,0,148,35,36,bb99490b2150e9de,da2a64c2ecaab66a,60,60,action,action
80274134,2026-06-17,EARLY,2781125,801.274947,723.752593,1602.549895,Yoshimura Soichiro,Bigree,0,DECISIVE,0,109,13,13,59aefb1a7dfb20a9,6c534f1524e51c74,60,60,action,action
80351869,2026-06-17,EARLY,8130521,809.900683,775.936571,1619.801366,PTCG_CN,MagicTrashBag,0,DECISIVE,0,261,15,14,6c534f1524e51c74,bd3a5d98cf29cbc3,60,60,action,action
80357181,2026-06-17,EARLY,6598737,825.169933,756.943769,1650.339867,kashort,Emre Cirak,1,DECISIVE,1,241,28,29,c908956dcc8f8065,c560f1caa3468d1c,60,60,action,action
80362376,2026-06-17,EARLY,584219,703.889814,690.087334,1407.779629,YUTO KOJIMA,laddaL,0,DECISIVE,0,31,7,6,da2a64c2ecaab66a,da2a64c2ecaab66a,60,60,action,action
80352303,2026-06-17,EARLY,2300766,689.772873,641.768831,1379.545746,Chattso-GPT (Yasuhito Yanagisawa),Yuki Yanagi,1,DECISIVE,0,96,7,8,5d0a9771070892dd,6c534f1524e51c74,60,60,action,action
80373760,2026-06-17,EARLY,4553953,945.296466,903.184419,1890.592933,Mitudru Dutta,copasta,0,DECISIVE,0,175,33,32,c560f1caa3468d1c,6c534f1524e51c74,60,60,action,action
80265616,2026-06-17,EARLY,1535269,782.877753,729.823411,1565.755506,Kityyomu,uninc2000,1,DECISIVE,0,61,11,12,da2a64c2ecaab66a,8df93c11538d1013,60,60,action,action
80287443,2026-06-17,EARLY,2266422,885.817872,794.686646,1771.635744,André Fernandes,木村太陽,1,DECISIVE,1,94,12,13,59138a345c6b933a,c560f1caa3468d1c,60,60,action,action
80378831,2026-06-17,EARLY,2229307,676.604777,632.561239,1353.209553,m09855,Donguk Jung,1,DECISIVE,0,99,11,12,70bab7cb8c68f6d0,93019279e4462e67,60,60,action,action
80339175,2026-06-17,EARLY,7511155,755.410440,721.421009,1510.820879,sue124,suzutanuki,1,DECISIVE,0,254,13,14,52bf12478558b725,bd3a5d98cf29cbc3,60,60,action,action
80371312,2026-06-17,EARLY,1077957,714.283981,703.130855,1428.567962,Luo,Rishav Dutta,0,ERROR_OR_TIMEOUT,0,52,7,7,6c534f1524e51c74,06382fe8bcef5212,60,60,action,action
80380246,2026-06-17,EARLY,1278294,1059.609937,1054.776537,2119.219873,peacemonkey,Tanupro,1,DECISIVE,1,61,10,11,73b8e8e2162f22b1,20ba66c22462a120,60,60,action,action
80346358,2026-06-17,EARLY,1199986,764.384733,728.226141,1528.769466,oggata,CIARANA,0,DECISIVE,0,55,5,4,6c534f1524e51c74,713690cdd3ece418,60,60,action,action
80378796,2026-06-17,EARLY,3006887,669.874889,646.732657,1339.749778,Trevor Bernhard,highwide,0,DECISIVE,0,114,17,16,b3f8f5a936f62434,6c534f1524e51c74,60,60,action,action
80420192,2026-06-18,EARLY,3666330,846.152373,792.154124,1692.304747,Blacklions.,Yunosuke Saito,1,DECISIVE,0,129,15,16,b25e7963304a20a1,38e30efeb5cb2709,60,60,action,action
80396396,2026-06-18,EARLY,1175813,892.500926,858.895610,1785.001852,yukinoka,heart_mugi,1,DECISIVE,1,48,4,5,59aefb1a7dfb20a9,6c534f1524e51c74,60,60,action,action
80404846,2026-06-18,EARLY,3041690,909.724442,832.717709,1819.448885,Daiki Kanematsu (パパ),Hamu.py,0,DECISIVE,0,122,15,14,f3a66a435b68dcf2,d17ff875cf148c46,60,60,action,action
80528423,2026-06-18,EARLY,1862236,977.578007,951.563119,1955.156014,mm-1989,yuki,1,DECISIVE,1,82,20,21,67485ccba4bacb8a,59aefb1a7dfb20a9,60,60,action,action
80558620,2026-06-18,EARLY,2025533,958.217805,877.924376,1916.435610,rotto,Mogja J,1,DECISIVE,0,83,8,8,c560f1caa3468d1c,37f128dd13a7fe6c,60,60,action,action
80403230,2026-06-18,EARLY,2821795,1072.129474,1047.971772,2144.258948,Hiroaki Takahashi,Quan Nguyen,0,DECISIVE,1,105,18,17,43050ba7ab3a3667,6c534f1524e51c74,60,60,action,action
80413617,2026-06-18,EARLY,2951569,855.131895,839.506199,1710.263790,hookbook,藤田聖矢,1,DECISIVE,0,114,13,14,6c534f1524e51c74,4697386447317498,60,60,action,action
80485055,2026-06-18,EARLY,628008,881.334542,858.589841,1762.669084,Spanish Duck,Powerful Hands Is All You Need,0,DECISIVE,0,32,3,2,0c2a4f5bf2e3f3dd,94a74a2b69d27207,60,60,action,action
80532086,2026-06-18,EARLY,3195018,850.085457,846.213633,1700.170913,ibushimaru,Kun Zhang,0,DECISIVE,0,119,13,12,6c534f1524e51c74,64e146b2133f7b99,60,60,action,action
80516123,2026-06-18,EARLY,6289652,1002.009135,934.899817,2004.018270,PyJa,copasta,1,DECISIVE,0,221,11,12,6c534f1524e51c74,bd3a5d98cf29cbc3,60,60,action,action
80534861,2026-06-18,EARLY,3865768,886.085517,862.401008,1772.171034,taku_Kuma,CoCoSh,0,DECISIVE,0,142,19,18,6c534f1524e51c74,5bbe78c7df6a16a2,60,60,action,action
80398367,2026-06-18,EARLY,1720385,1102.171429,1101.461020,2204.342858,perrodawn,kenn,0,DECISIVE,0,75,13,12,a1af667ac76988f1,d787bd2fa5f6c5e3,60,60,action,action
80549417,2026-06-18,EARLY,4791691,933.505675,915.568221,1867.011351,Benjamin Zhao3927,Shawn Sullen,1,DECISIVE,0,163,15,16,6c534f1524e51c74,e5af3aed07f5224e,60,60,action,action
80543587,2026-06-18,EARLY,2854230,982.936522,955.512024,1965.873043,Dinesh kumar Thiyagarajan,kenkoooo,1,DECISIVE,0,110,11,12,e952121bc4998adc,6c534f1524e51c74,60,60,action,action
80528809,2026-06-18,EARLY,4243988,1087.866831,1078.305420,2175.733662,KUMA,Alfonso Sánchez,1,DECISIVE,1,153,12,13,2768139fe1eb6d0b,6c534f1524e51c74,60,60,action,action
80417083,2026-06-18,EARLY,3943998,1189.606376,1153.466757,2379.212753,Kyo_s_s,karacoro,0,DECISIVE,0,150,11,10,bd3a5d98cf29cbc3,56c4499b6c774f20,60,60,action,action
80439178,2026-06-18,EARLY,5648321,893.771585,872.515123,1787.543169,keisuketsukagoshi,Paras Sharma,0,DECISIVE,0,197,15,14,a1af667ac76988f1,2768139fe1eb6d0b,60,60,action,action
80475840,2026-06-18,EARLY,3916914,846.382049,828.651559,1692.764099,prime,Kazuhiro Sato,1,DECISIVE,0,134,22,22,6c534f1524e51c74,f2361cdbad25851b,60,60,action,action
80469010,2026-06-18,EARLY,2331417,887.125404,850.475352,1774.250807,Team Rocket,mi22mi,1,DECISIVE,1,94,20,21,834b6eda21fb1237,c560f1caa3468d1c,60,60,action,action
80426250,2026-06-18,EARLY,4793577,1119.134923,1077.112225,2238.269846,strayuru,yaruwo,1,DECISIVE,0,183,15,16,c8c1bf9764932d8d,bd3a5d98cf29cbc3,60,60,action,action
80528732,2026-06-18,EARLY,1573881,848.280015,830.758104,1696.560029,otani_ai_memo,GENGARDEV,1,DECISIVE,0,70,11,12,c560f1caa3468d1c,4164643d1cfb5694,60,60,action,action
80520103,2026-06-18,EARLY,3312271,1046.387829,1022.910696,2092.775658,LORD DREGS,hatata,0,DECISIVE,0,123,13,12,64e146b2133f7b99,2768139fe1eb6d0b,60,60,action,action
80524228,2026-06-18,EARLY,5045047,857.088181,844.210188,1714.176362,john,Kendamarron,0,DECISIVE,0,169,11,10,95faff8465de78ee,6c534f1524e51c74,60,60,action,action
80646876,2026-06-19,EARLY,3283686,1060.180932,1048.620510,2120.361864,suk1yak1,strayuru,1,DECISIVE,0,127,19,20,ae230c9438ca8780,c8c1bf9764932d8d,60,60,action,action
80638100,2026-06-19,EARLY,5534181,993.273467,929.055955,1986.546935,ryuki1101,nobker,1,DECISIVE,1,207,14,15,9aa7d29c16c1b759,bd3a5d98cf29cbc3,60,60,action,action
80668205,2026-06-19,EARLY,4722417,1058.131183,1046.580254,2116.262366,Kohenyan,Shawn Sullen,0,DECISIVE,0,163,17,16,263a758d5919466e,6c534f1524e51c74,60,60,action,action
80688657,2026-06-19,EARLY,5246164,1075.091156,1043.058338,2150.182311,Penguin,2-38.com,0,DECISIVE,0,179,21,20,64e146b2133f7b99,6c534f1524e51c74,60,60,action,action
80653968,2026-06-19,EARLY,1921979,1076.609475,1074.883995,2153.218951,askbox,Marron22246,1,DECISIVE,0,82,7,8,5d4760ae4ba5d621,6c534f1524e51c74,60,60,action,action
80659894,2026-06-19,EARLY,5883275,1030.349228,1025.929611,2060.698457,Kohenyan,takuya noto,0,DECISIVE,0,201,13,12,263a758d5919466e,2768139fe1eb6d0b,60,60,action,action
80734212,2026-06-19,EARLY,4855489,968.650720,954.063887,1937.301440,Darren Koh,monnosuke,0,DECISIVE,0,167,25,24,64e146b2133f7b99,fa9b4d42aaf8360e,60,60,action,action
80674406,2026-06-19,EARLY,2472593,1119.562771,1097.256303,2239.125543,Darren Koh,Shawn Sullen,1,DECISIVE,0,101,9,10,64e146b2133f7b99,6c534f1524e51c74,60,60,action,action
80762090,2026-06-19,EARLY,5472322,1060.540142,1052.028947,2121.080284,pokeka_ryo,copasta,0,DECISIVE,0,195,19,18,ccd41f8554b530ab,bd3a5d98cf29cbc3,60,60,action,action
80668801,2026-06-19,EARLY,4847713,1025.009746,992.597774,2050.019491,tokawa2997,kglctf,1,DECISIVE,0,160,15,16,6c534f1524e51c74,64e146b2133f7b99,60,60,action,action
80696845,2026-06-19,EARLY,302837,1113.912910,1105.851901,2227.825820,kazusw,Angus Chang,0,DECISIVE,0,17,3,2,6c534f1524e51c74,bd3a5d98cf29cbc3,60,60,action,action
80696826,2026-06-19,EARLY,2001393,1123.292512,1085.195161,2246.585024,Egor Tkachenko,Mumtahina Ambrin,0,DECISIVE,0,85,9,8,4a256a933ac66a7b,4a256a933ac66a7b,60,60,action,action
80690117,2026-06-19,EARLY,2138795,1059.996875,1059.195922,2119.993751,vibechu,Takuto Nishimine,1,DECISIVE,0,84,9,10,b4735fbe0dffe3a3,0cba3f750cdde2c5,60,60,action,action
80758513,2026-06-19,EARLY,1201148,962.920448,925.235918,1925.840895,yukinoka,fp563yu,1,DECISIVE,1,55,6,7,59aefb1a7dfb20a9,4a256a933ac66a7b,60,60,action,action
80628981,2026-06-19,EARLY,1766811,1106.506957,1085.240674,2213.013914,parthenos,あれすくん,0,DECISIVE,0,77,9,9,4a256a933ac66a7b,64e146b2133f7b99,60,60,action,action
80761673,2026-06-19,EARLY,4871214,977.564946,971.895185,1955.129893,Baidalin Adilzhan [dsml.kz],DaJimmy,0,DECISIVE,0,170,15,14,4a256a933ac66a7b,64e146b2133f7b99,60,60,action,action
80655955,2026-06-19,EARLY,253983,1046.900367,1027.191798,2093.800734,Takuto Nishimine,SkySell,1,DECISIVE,0,16,3,4,0cba3f750cdde2c5,4a256a933ac66a7b,60,60,action,action
80746357,2026-06-19,EARLY,6642707,950.709184,904.034175,1901.418368,YanXiaohan666,v0m0v,0,DECISIVE,0,215,25,24,4a256a933ac66a7b,f688186debed9e07,60,60,action,action
80606941,2026-06-19,EARLY,3982022,1036.197644,1020.286021,2072.395288,Takuto Nishimine,Mogja J,0,DECISIVE,0,146,13,12,0cba3f750cdde2c5,37f128dd13a7fe6c,60,60,action,action
80725586,2026-06-19,EARLY,3643097,975.915232,961.025834,1951.830464,【ＡＩと共に、ＡＩと戦う】tubotu,Baidalin Adilzhan [dsml.kz],0,DECISIVE,0,128,9,8,d263d4de37a37f2b,4a256a933ac66a7b,60,60,action,action
80747686,2026-06-19,EARLY,2535153,1013.316258,977.480380,2026.632515,kashiwashira,Mitudru Dutta,0,DECISIVE,0,99,9,8,0713a050bdf5801e,64e146b2133f7b99,60,60,action,action
80700664,2026-06-19,EARLY,3081467,1010.957352,984.212817,2021.914705,kglctf,graybackcat,1,DECISIVE,0,116,9,10,4a256a933ac66a7b,dec7cdaef424b950,60,60,action,action
80669900,2026-06-19,EARLY,4764017,987.942207,960.341389,1975.884414,y.shimada,fujiborozoukin,0,DECISIVE,0,159,13,12,6c534f1524e51c74,6c534f1524e51c74,60,60,action,action
80952549,2026-06-20,EARLY,6628419,1005.762631,1000.592001,2011.525262,tetsuro731,M093.jp,0,DECISIVE,0,227,11,10,4a256a933ac66a7b,bd3a5d98cf29cbc3,60,60,action,action
80928982,2026-06-20,EARLY,2843808,1023.204870,979.156135,2046.409740,pankit kumar,tomatomato,1,DECISIVE,0,109,9,10,64e146b2133f7b99,ad9eb15621c47305,60,60,action,action
80794421,2026-06-20,EARLY,3255628,1081.756391,1079.434127,2163.512782,SuperNorman,Naoshin,0,DECISIVE,0,125,11,10,6c534f1524e51c74,4a256a933ac66a7b,60,60,action,action
80958352,2026-06-20,EARLY,2681388,1094.780366,1085.325646,2189.560732,TTU Thome,西松大祐,1,DECISIVE,0,103,11,12,a3f1d2935659226e,cf54338b6b99acc3,60,60,action,action
80888262,2026-06-20,EARLY,3767118,1069.678524,1054.367238,2139.357048,charmq,islet,0,DECISIVE,0,131,13,12,cf54338b6b99acc3,4a256a933ac66a7b,60,60,action,action
80812574,2026-06-20,EARLY,3960521,1153.186856,1108.195147,2306.373712,Hamu.py,graybackcat,1,DECISIVE,0,149,13,14,6c534f1524e51c74,cf54338b6b99acc3,60,60,action,action
80937119,2026-06-20,EARLY,4292240,1130.760084,1089.379119,2261.520167,Ayodeji,Natsuki Kasubata,1,DECISIVE,0,145,9,10,9c9559a6630b5a49,6c534f1524e51c74,60,60,action,action
80927678,2026-06-20,EARLY,800003,1037.682414,976.941183,2075.364828,cogitAI,長谷川太一,0,DECISIVE,0,36,3,2,dbe33b8e11dfbbd0,6205f6abf8c1589f,60,60,action,action
80716424,2026-06-19,EARLY,4422433,1010.277070,997.614264,2020.554140,datnt114,FOYSAL,0,DECISIVE,0,157,11,10,4a256a933ac66a7b,6c534f1524e51c74,60,60,action,action
80968045,2026-06-20,EARLY,5285793,1071.284979,1064.050726,2142.569958,好吃的台灣拉麵,Dakuma,0,DECISIVE,0,183,13,12,831fd3a04060c7c2,4a256a933ac66a7b,60,60,action,action
80970298,2026-06-20,EARLY,5887474,1157.635601,1140.493494,2315.271202,kami,The Debauchery Tea Party,0,DECISIVE,0,202,25,24,831fd3a04060c7c2,6948b9208b17fad2,60,60,action,action
80983912,2026-06-20,EARLY,6557488,1057.227645,1035.391788,2114.455289,Michael Pershin,Junichiro Morita,1,DECISIVE,1,206,22,23,af294ecbe0636e73,cf54338b6b99acc3,60,60,action,action
80800868,2026-06-20,EARLY,950378,1073.050474,1047.674407,2146.100948,dmiyabe,pokeka_ryo,1,DECISIVE,0,46,5,6,3c1906459f149732,7863ae92144e122f,60,60,action,action
80789557,2026-06-20,EARLY,2230300,1048.656148,1016.882614,2097.312296,Toru59er,hhku,1,DECISIVE,0,89,11,12,4a256a933ac66a7b,4a256a933ac66a7b,60,60,action,action
80876486,2026-06-20,EARLY,4624991,1074.936550,1048.452285,2149.873100,charmq,harmo-miu,0,DECISIVE,0,158,13,12,cf54338b6b99acc3,6c534f1524e51c74,60,60,action,action
80927030,2026-06-20,EARLY,3251232,1067.778893,1043.381380,2135.557785,TTU Thome,Kyohei,1,DECISIVE,0,123,11,12,a3f1d2935659226e,4a256a933ac66a7b,60,60,action,action
80934189,2026-06-20,EARLY,4237759,1044.243485,1019.168551,2088.486969,Praxel,llkarill,0,DECISIVE,0,154,15,14,608037127de0670f,c95ba0a784366572,60,60,action,action
80786627,2026-06-20,EARLY,4486396,1015.122598,1005.327162,2030.245196,Toru59er,Mikio,0,DECISIVE,0,160,13,12,4a256a933ac66a7b,6c534f1524e51c74,60,60,action,action
80925737,2026-06-20,EARLY,5693099,1105.962733,1077.889081,2211.925465,YukihiroMaeda,Wasabi,0,DECISIVE,0,194,13,12,7d49edaa78ac6f8c,bd3a5d98cf29cbc3,60,60,action,action
80857769,2026-06-20,EARLY,3871079,1178.465940,1171.349796,2356.931880,Pik-AI-chu,The Debauchery Tea Party,1,DECISIVE,0,134,15,16,4a256a933ac66a7b,6948b9208b17fad2,60,60,action,action
80861189,2026-06-20,EARLY,4852655,1069.918475,1017.477289,2139.836951,yasu,Syed Saad Hasan Emad,0,DECISIVE,0,167,13,12,6c534f1524e51c74,4a256a933ac66a7b,60,60,action,action
80952992,2026-06-20,EARLY,5334976,1141.950323,1090.640951,2283.900646,Kohenyan,AlphaPo,0,DECISIVE,0,180,13,12,74c27650b18b57e3,4a256a933ac66a7b,60,60,action,action
81106321,2026-06-21,EARLY,5891374,1100.713022,1082.370927,2201.426044,Eigetuin,FirstSS-Sub,0,DECISIVE,0,201,17,16,4a256a933ac66a7b,831fd3a04060c7c2,60,60,action,action
81121417,2026-06-21,EARLY,8475450,1047.668553,1034.049592,2095.337105,MIK123456,kashiwashira,0,DECISIVE,0,282,31,30,b55af43e0b922162,d7c3cf38cf288455,60,60,action,action
81141522,2026-06-21,EARLY,1760731,1190.523279,1161.236437,2381.046557,shibushun,hikaru_ishihara46,1,DECISIVE,1,78,12,13,59138a345c6b933a,b8a17357fd357b34,60,60,action,action
80983988,2026-06-20,EARLY,437958,1298.466797,1295.689289,2596.933593,The Debauchery Tea Party,TrustHub hiroingk,0,DECISIVE,1,23,2,1,6948b9208b17fad2,831fd3a04060c7c2,60,60,action,action
81218642,2026-06-21,EARLY,4439243,1166.546292,1134.565819,2333.092585,Magnus Artero,shimacos,0,DECISIVE,0,160,17,16,78424bb7b3831f69,cf54338b6b99acc3,60,60,action,action
81068823,2026-06-21,EARLY,5476161,1122.109711,1109.685239,2244.219423,takumina,Takuto Nishimine,0,DECISIVE,0,189,19,18,831fd3a04060c7c2,0cba3f750cdde2c5,60,60,action,action
80992674,2026-06-21,EARLY,4022638,1046.809229,1045.741214,2093.618459,YT,Ankith Savio,1,DECISIVE,0,149,7,8,bd3a5d98cf29cbc3,4a256a933ac66a7b,60,60,action,action
81086116,2026-06-21,EARLY,5413446,1135.394002,1134.818211,2270.788004,shu,Togo,0,DECISIVE,0,184,13,13,81a40d929609bf7c,831fd3a04060c7c2,60,60,action,action
80910089,2026-06-20,EARLY,3577241,1020.120234,1014.250973,2040.240467,yuki,GarlicToday,0,DECISIVE,0,133,9,10,cf54338b6b99acc3,2768139fe1eb6d0b,60,60,action,action
81087606,2026-06-21,EARLY,858661,1068.201703,1063.126967,2136.403405,Mark Cooper,CYLik,0,DECISIVE,0,42,5,4,6948b9208b17fad2,18b76759876ddefa,60,60,action,action
81169198,2026-06-21,EARLY,2876717,1087.178175,1047.784812,2174.356351,YanXiaohan666,Marron22246,0,DECISIVE,1,110,12,12,aa4a785fce84445d,6c534f1524e51c74,60,60,action,action
81027663,2026-06-21,EARLY,5281738,1067.756897,1060.537728,2135.513794,Tien N.,Dakuma,1,DECISIVE,0,177,17,18,64e146b2133f7b99,4a256a933ac66a7b,60,60,action,action
81219413,2026-06-21,EARLY,6414263,1203.710301,1181.899982,2407.420602,yomogi mochi,persn,0,DECISIVE,0,208,21,20,633a6e693834e6a7,cf54338b6b99acc3,60,60,action,action
81014172,2026-06-21,EARLY,5932824,1096.057771,1092.750803,2192.115542,fttp,dmiyabe,1,DECISIVE,0,193,13,14,cf54338b6b99acc3,3c1906459f149732,60,60,action,action
81018297,2026-06-21,EARLY,3972617,1096.957422,1090.157911,2193.914844,TTU Thome,Shunji Minode,1,DECISIVE,0,141,13,14,a3f1d2935659226e,48dcbf6680fdded7,60,60,action,action
81054588,2026-06-21,EARLY,4847473,1138.156743,1133.153067,2276.313485,vibechu,"Jeremy D. Slater, MD",0,DECISIVE,0,172,21,21,3d9997e1f83bc6ad,6948b9208b17fad2,60,60,action,action
81101722,2026-06-21,EARLY,5526293,1054.125511,1030.505412,2108.251021,kidekikish,Praxel,0,DECISIVE,0,182,19,18,cf54338b6b99acc3,608037127de0670f,60,60,action,action
81168645,2026-06-21,EARLY,3987673,1180.299770,1179.204331,2360.599539,Ketchum Alt,LagrangianLocomotive,1,DECISIVE,0,146,11,12,cf54338b6b99acc3,59138a345c6b933a,60,60,action,action
81179100,2026-06-21,EARLY,5010885,1163.711446,1149.161523,2327.422892,【ＡＩと共に、ＡＩと戦う】tubotu,CYLik,1,DECISIVE,0,167,17,18,d263d4de37a37f2b,cf54338b6b99acc3,60,60,action,action
