episode_id,date,period,size_bytes,avg_score,min_score,sum_score,team0,team1,winner,outcome_type,first_player,n_steps,final_turn_p0,final_turn_p1,deck0_hash,deck1_hash,deck0_ncards,deck1_ncards
80331440,2026-06-17,EARLY,1981138,850.567623,813.787194,1701.135246,Ushimaru,Been Seo,1,DECISIVE,1,83,8,9,59aefb1a7dfb20a9,6c534f1524e51c74,60,60
80446359,2026-06-18,EARLY,2041360,945.183647,870.937147,1890.367295,tokawa2997,YUTO KOJIMA,0,DECISIVE,0,83,15,14,999a5669c80f5ad1,c32b0ee23a53e88a,60,60
80453432,2026-06-18,EARLY,2659719,978.973358,973.452376,1957.946717,ibushimaru,Tensa.bit,1,DECISIVE,0,109,17,18,6c534f1524e51c74,59aefb1a7dfb20a9,60,60
81230802,2026-06-22,EARLY,3078521,1058.633732,1043.745006,2117.267464,trail,Eigetuin,0,DECISIVE,0,115,11,10,6948b9208b17fad2,4a256a933ac66a7b,60,60
81120019,2026-06-21,EARLY,3068766,1181.506339,1169.357195,2363.012678,Akira-Ninth,みずあめ,1,DECISIVE,1,118,12,13,08243e2321f0e11e,04ecfe41e2898127,60,60
80272071,2026-06-17,EARLY,2950451,818.706360,764.244602,1637.412720,tahara shouki,Valkyrja,0,DECISIVE,0,118,11,10,2fcf79f31ecdb9ff,6c534f1524e51c74,60,60
80923638,2026-06-20,EARLY,2928585,1002.941235,1002.096991,2005.882471,【ＡＩと共に、ＡＩと戦う】tubotu,Robo Games,1,DECISIVE,0,115,21,22,d263d4de37a37f2b,cf54338b6b99acc3,60,60
80544245,2026-06-18,EARLY,2606534,898.802494,889.074873,1797.604989,Kuuma5,hookbook,0,DECISIVE,0,101,15,14,619c4f503791d5d8,8638514a3b38c1c8,60,60
80432650,2026-06-18,EARLY,2403882,901.525410,859.159805,1803.050820,西松大祐,dmiyabe,1,DECISIVE,1,94,12,13,4164643d1cfb5694,3c1906459f149732,60,60
80376876,2026-06-17,EARLY,2014117,957.935032,893.493425,1915.870064,denden12,Kohta.F,0,DECISIVE,0,82,13,12,4164643d1cfb5694,59aefb1a7dfb20a9,60,60
80288245,2026-06-17,EARLY,2377605,748.793812,688.812943,1497.587623,kurikuri54,Kohta.F,1,DECISIVE,0,91,14,14,6c534f1524e51c74,59aefb1a7dfb20a9,60,60
80536655,2026-06-18,EARLY,2975685,852.993134,819.908181,1705.986268,Hikaru Umeyama,umsyspokeka,0,DECISIVE,0,114,15,14,64e146b2133f7b99,1659ede5d05ada54,60,60
80405188,2026-06-18,EARLY,2641120,855.680248,804.168761,1711.360496,にゅーおじ,yuichiro miyamae,1,DECISIVE,0,101,11,12,6c534f1524e51c74,6143634cde029e33,60,60
80826774,2026-06-20,EARLY,2508233,1077.910422,1075.377180,2155.820845,神～卍ぴくるすうどん卍～最強「ミラティブ配信中」,SOUTA Sakurai,1,DECISIVE,0,104,9,10,64e146b2133f7b99,64e146b2133f7b99,60,60
80553298,2026-06-18,EARLY,2421913,932.424644,879.814616,1864.849288,Arda Karakaş,Shiva,0,DECISIVE,1,93,18,17,59aefb1a7dfb20a9,64e146b2133f7b99,60,60
80345105,2026-06-17,EARLY,2476696,948.510753,895.065262,1897.021506,Naoki Okuda,Nikukyu,1,DECISIVE,0,97,9,10,6c534f1524e51c74,59aefb1a7dfb20a9,60,60
80302235,2026-06-17,EARLY,3054738,1052.890473,1003.110595,2105.780947,currypurin,Ushimaru,0,DECISIVE,1,119,31,31,59aefb1a7dfb20a9,59aefb1a7dfb20a9,60,60
80298133,2026-06-17,EARLY,2977951,1095.713316,1057.493819,2191.426632,MizoTake,くりたんとたけちゃん,1,DECISIVE,1,114,26,27,8b02f194cdf581d4,4164643d1cfb5694,60,60
81278895,2026-06-22,EARLY,2090632,1202.516124,1149.150514,2405.032248,Jaga,Angus Chang,0,DECISIVE,0,88,7,6,7e126a3431e21d4d,2a57f95a0978f0cc,60,60
80360233,2026-06-17,EARLY,2585045,742.051177,686.426122,1484.102354,TMiki,yusuke0723,1,DECISIVE,0,96,10,10,6c534f1524e51c74,07ff69c74632b4c4,60,60
80316419,2026-06-17,EARLY,2232586,678.414387,607.938611,1356.828774,mewworldorder,CatPurrgramming,0,DECISIVE,0,90,19,18,06382fe8bcef5212,59aefb1a7dfb20a9,60,60
81273046,2026-06-22,EARLY,4066985,1196.930555,1196.828321,2393.861109,TG_Aetheryx,suwat513,0,DECISIVE,1,152,12,11,59138a345c6b933a,f95d704202ebc6d7,60,60
81306127,2026-06-22,EARLY,3751458,1019.919892,958.632310,2039.839783,Kazuhiro Masuyama,tokawa2997,1,DECISIVE,0,135,9,10,64e146b2133f7b99,6c534f1524e51c74,60,60
80695278,2026-06-19,EARLY,3902384,997.248174,997.160228,1994.496348,Xunden,nogu,0,DECISIVE,0,141,11,12,4a256a933ac66a7b,2768139fe1eb6d0b,60,60
81076967,2026-06-21,EARLY,3226385,1096.634772,1043.706570,2193.269544,[RU] Nikita Kuznetsov,Kendamarron,1,DECISIVE,0,116,13,14,4a256a933ac66a7b,6948b9208b17fad2,60,60
80519585,2026-06-18,EARLY,3721631,999.589800,967.876503,1999.179600,dmiyabe,skorry,1,DECISIVE,0,141,17,18,3c1906459f149732,59aefb1a7dfb20a9,60,60
81265008,2026-06-22,EARLY,4095165,1075.393396,1054.080765,2150.786791,fujiborozoukin,Shunji Minode,1,DECISIVE,0,143,17,18,52bf12478558b725,48dcbf6680fdded7,60,60
80825431,2026-06-20,EARLY,4017455,1139.686549,1119.811781,2279.373098,tk,daiki_pyonkichi,0,DECISIVE,0,137,17,16,cf54338b6b99acc3,6c534f1524e51c74,60,60
80280862,2026-06-17,EARLY,3720301,677.491694,599.077087,1354.983388,jeruman,Finlay Anderson,1,DECISIVE,0,129,13,14,bb2006b5432dd110,4911d251036bbddc,60,60
80192640,2026-06-16,EARLY,3794986,743.763612,704.094928,1487.527223,iwashi,Manato TAKAI,0,DECISIVE,1,152,12,11,59138a345c6b933a,59138a345c6b933a,60,60
80369817,2026-06-17,EARLY,4088425,659.368525,565.063407,1318.737051,Mitudru Dutta,sakimyto,0,DECISIVE,0,150,11,10,6c534f1524e51c74,59138a345c6b933a,60,60
80512367,2026-06-18,EARLY,3496179,913.198652,893.737819,1826.397304,vibechu,A.T.,1,DECISIVE,0,132,9,10,fa628b3fd76fd4c1,6c534f1524e51c74,60,60
80761674,2026-06-19,EARLY,3551118,1132.806917,1096.797347,2265.613834,nogu,木村太陽,1,DECISIVE,1,136,12,11,2768139fe1eb6d0b,eb1222900df9baf0,60,60
81196907,2026-06-21,EARLY,3305500,1241.248267,1224.545314,2482.496534,blue0620,yomogi mochi,0,DECISIVE,0,125,15,14,cf54338b6b99acc3,633a6e693834e6a7,60,60
81036917,2026-06-21,EARLY,3972124,1088.339287,1074.439021,2176.678574,fttp,yasu,0,DECISIVE,0,141,15,14,cf54338b6b99acc3,6c534f1524e51c74,60,60
81130127,2026-06-21,EARLY,3844226,1121.412378,1097.283766,2242.824756,FirstSS-Sub,hikaru_ishihara46,1,DECISIVE,0,134,11,12,98df4170353e7c8e,b8a17357fd357b34,60,60
80889891,2026-06-20,EARLY,4117541,1002.617152,989.080285,2005.234304,niyo,GENGARDEV,0,DECISIVE,1,142,14,14,cf54338b6b99acc3,6c534f1524e51c74,60,60
81268149,2026-06-22,EARLY,3996786,1040.787754,1011.033571,2081.575507,yamamekko,Pixegami,0,DECISIVE,0,143,15,14,598876e4552e2f81,25cfcf0100ef1145,60,60
80750934,2026-06-19,EARLY,3437202,1162.852013,1160.647842,2325.704026,shu,Shiro Sugawa,1,DECISIVE,0,125,11,12,81a40d929609bf7c,429baecf852e7cb3,60,60
80246712,2026-06-17,EARLY,3826655,702.252559,617.420215,1404.505117,ken4500,Chikuwabu,1,DECISIVE,0,139,9,10,8f4c6902beadfd10,6c534f1524e51c74,60,60
80740793,2026-06-19,EARLY,3275569,1079.434300,1039.326830,2158.868600,midnq,Takusato,0,DECISIVE,0,118,13,12,1780347646b3b151,f26c077f8702317c,60,60
81311728,2026-06-22,EARLY,3621743,1008.922856,995.863792,2017.845713,Pixegami,yakiniku.nagoya,0,DECISIVE,0,135,15,14,48d55595933d4482,2e6ecf8381bfd901,60,60
80966694,2026-06-20,EARLY,3481654,1010.341940,996.419557,2020.683880,rikakei_no_otoko,Aditya,1,DECISIVE,0,127,13,14,a5437fdb9a42f891,772413e4790654e2,60,60
80909428,2026-06-20,EARLY,3288166,1150.644311,1137.210816,2301.288621,suzume41,persn,1,DECISIVE,1,129,20,21,cf54338b6b99acc3,cf54338b6b99acc3,60,60
81274943,2026-06-22,EARLY,3346430,1188.658975,1179.419906,2377.317950,Shunji Minode,The Debauchery Tea Party,0,DECISIVE,0,129,19,18,48dcbf6680fdded7,c62b983d72cc9030,60,60
80548899,2026-06-18,EARLY,3962646,876.647398,864.327087,1753.294797,Shiva,umsyspokeka,1,DECISIVE,0,145,15,16,64e146b2133f7b99,1659ede5d05ada54,60,60
80808800,2026-06-20,EARLY,4807219,1058.501927,1008.185565,2117.003854,pankit kumar,graybackcat,1,DECISIVE,0,167,13,14,6c534f1524e51c74,cf54338b6b99acc3,60,60
80714169,2026-06-19,EARLY,4134403,1002.668294,970.010931,2005.336588,YukihiroMaeda,ShinjiroKuroda,1,DECISIVE,0,143,15,16,b4469cd28d438fb3,64e146b2133f7b99,60,60
80722556,2026-06-19,EARLY,4609240,961.569282,953.761871,1923.138563,Misaka Mikoto,ゆんぼぼ,0,DECISIVE,0,152,21,20,6c534f1524e51c74,6c534f1524e51c74,60,60
81247328,2026-06-22,EARLY,4851124,1022.757931,998.174286,2045.515863,みずあめ,t.eno,0,DECISIVE,0,175,19,18,9009f46efe8e7721,831fd3a04060c7c2,60,60
81220762,2026-06-22,EARLY,4640416,1288.959280,1279.202145,2577.918561,NecromanAlbert,LagrangianLocomotive,1,DECISIVE,1,174,10,11,59138a345c6b933a,59138a345c6b933a,60,60
81318498,2026-06-22,EARLY,4162409,1018.488659,1012.230604,2036.977319,BioMath,Orin,0,DECISIVE,0,142,15,14,86c088ba7b657377,6ceb5146e7203de6,60,60
80844595,2026-06-20,EARLY,4178028,1029.852219,1013.403509,2059.704438,Alyce Miki,Wisdom Dogah,0,DECISIVE,0,149,13,12,4a256a933ac66a7b,64e146b2133f7b99,60,60
80719827,2026-06-19,EARLY,4838827,977.117624,962.311507,1954.235249,midnq,Leocthl,0,DECISIVE,0,165,17,16,26bc83edcbd7dada,64e146b2133f7b99,60,60
80514568,2026-06-18,EARLY,4804986,1170.400242,1165.474921,2340.800483,hukuda222,hiroingk,1,DECISIVE,0,165,13,14,b04165f456e6f563,831fd3a04060c7c2,60,60
81210332,2026-06-21,EARLY,4835865,1192.825417,1150.336568,2385.650834,persn,カドラバ Kadoraba,1,DECISIVE,1,167,16,17,cf54338b6b99acc3,dec7cdaef424b950,60,60
80924460,2026-06-20,EARLY,4614290,1086.382807,1042.703358,2172.765614,YukihiroMaeda,holyholy,0,DECISIVE,0,163,21,20,7d49edaa78ac6f8c,6c534f1524e51c74,60,60
81319005,2026-06-22,EARLY,4571210,1038.387854,1007.127911,2076.775709,TomTom,sury,0,DECISIVE,1,164,12,11,c2e2a1d6f6290e71,cf54338b6b99acc3,60,60
80262716,2026-06-17,EARLY,4278129,821.922081,773.723685,1643.844162,Kazuyoshi SUZUKI,yanto,1,DECISIVE,0,153,11,12,6c534f1524e51c74,6c534f1524e51c74,60,60
80790795,2026-06-20,EARLY,4499673,1040.635300,1029.569760,2081.270600,Mogja J,Shakthi Kondamoni,0,DECISIVE,0,154,11,10,37f128dd13a7fe6c,6c534f1524e51c74,60,60
80716331,2026-06-19,EARLY,4868696,958.700431,929.409741,1917.400861,Joey Mckee,fumishiki,0,DECISIVE,0,166,19,19,18b76759876ddefa,6c534f1524e51c74,60,60
81323830,2026-06-22,EARLY,4282889,1075.081402,1025.419969,2150.162804,Magnus Artero,DENPA92,0,DECISIVE,0,156,15,14,cf6d10eb0b2ec055,2768139fe1eb6d0b,60,60
80988361,2026-06-21,EARLY,4242795,1056.166416,1034.251445,2112.332831,みずあめ,Emanuel Perez,1,DECISIVE,0,161,13,14,831fd3a04060c7c2,4a256a933ac66a7b,60,60
81201932,2026-06-21,EARLY,4239788,1264.599186,1241.411041,2529.198372,NecromanAlbert,blue0620,0,DECISIVE,1,151,12,11,59138a345c6b933a,cf54338b6b99acc3,60,60
81090668,2026-06-21,EARLY,4710613,1050.133207,1032.332306,2100.266413,blackseashark@gcvt,Shubham Choudhary,1,DECISIVE,0,158,15,16,4a256a933ac66a7b,4a256a933ac66a7b,60,60
80691633,2026-06-19,EARLY,4364054,985.689898,921.589587,1971.379797,ryoya,Egor Tkachenko,1,DECISIVE,0,160,17,18,d787bd2fa5f6c5e3,4a256a933ac66a7b,60,60
81337960,2026-06-22,EARLY,4175882,1018.212043,1001.818756,2036.424086,kawachi,tw_shin,0,DECISIVE,0,151,13,12,e219a37a1170ce98,272e341949227f9c,60,60
80837582,2026-06-20,EARLY,4893503,1016.263565,1009.758941,2032.527131,kashiwashira,Neko #2,0,DECISIVE,0,161,15,14,cb942fc9fc700141,6c534f1524e51c74,60,60
80734266,2026-06-19,EARLY,4277565,1069.804501,1068.903103,2139.609002,SkySell,kglctf,1,DECISIVE,0,142,11,12,4a256a933ac66a7b,4a256a933ac66a7b,60,60
81285936,2026-06-22,EARLY,4521533,1105.050347,1047.938025,2210.100694,charmq,EF,0,DECISIVE,0,153,21,20,a847f32547a773fd,6948b9208b17fad2,60,60
80213062,2026-06-16,EARLY,4380903,653.725461,600.054101,1307.450922,Kenshin Kikuchi,jaxroth,1,DECISIVE,0,161,23,24,59138a345c6b933a,da2a64c2ecaab66a,60,60
80427161,2026-06-18,EARLY,5080352,1012.677335,1003.860386,2025.354669,m333studio,Paras Sharma,0,DECISIVE,0,185,23,22,59aefb1a7dfb20a9,2768139fe1eb6d0b,60,60
81325286,2026-06-22,EARLY,6801068,1009.015746,969.748624,2018.031492,InkCartridge,SH11235,0,DECISIVE,0,223,17,16,2fa84cd9495ec752,831fd3a04060c7c2,60,60
81226618,2026-06-22,EARLY,5069768,1280.852868,1256.751070,2561.705737,NecromanAlbert,LagrangianLocomotive,0,DECISIVE,1,186,12,11,59138a345c6b933a,59138a345c6b933a,60,60
80663537,2026-06-19,EARLY,5235958,1137.826456,1102.590013,2275.652912,Junichiro Morita,onechan1,0,DECISIVE,0,185,13,12,6c534f1524e51c74,bd3a5d98cf29cbc3,60,60
81326624,2026-06-22,EARLY,6150414,1107.096716,1094.582667,2214.193433,monnosuke,みずあめ,1,DECISIVE,0,203,21,22,d5e2e6b068b45bf0,04ecfe41e2898127,60,60
80880752,2026-06-20,EARLY,6822108,1096.838432,1029.354537,2193.676863,onechan1,mattsu2020,0,DECISIVE,0,242,15,14,bd3a5d98cf29cbc3,76d558d342480e95,60,60
81255657,2026-06-22,EARLY,5093979,1052.703817,1028.754145,2105.407633,Shunji Minode,graybackcat,0,DECISIVE,0,172,15,14,aa2fdb668e14e9c4,cf54338b6b99acc3,60,60
80790715,2026-06-20,EARLY,5298700,1113.566302,1094.945322,2227.132603,hiroingk,blue0620,1,DECISIVE,0,188,15,16,831fd3a04060c7c2,831fd3a04060c7c2,60,60
80831769,2026-06-20,EARLY,5929927,1146.756931,1135.509962,2293.513863,Pachuru,好吃拉麵,0,DECISIVE,0,215,15,14,bd3a5d98cf29cbc3,cf54338b6b99acc3,60,60
80230780,2026-06-16,EARLY,5534128,386.436228,340.310318,772.872457,Wilson Mugabo,kakenn,0,DECISIVE,0,197,33,32,59138a345c6b933a,eac7d1e616d44bf4,60,60
80701898,2026-06-19,EARLY,8760959,980.619810,977.814774,1961.239620,Natalia Jaśkowska,matsurih,1,DECISIVE,0,285,13,14,bd3a5d98cf29cbc3,831fd3a04060c7c2,60,60
81410656,2026-06-22,EARLY,6603745,987.977214,963.189427,1975.954428,kenN2439,djschmit,1,DECISIVE,0,227,13,14,bd3a5d98cf29cbc3,4687026fcbc2d0cb,60,60
80366361,2026-06-17,EARLY,5030368,696.575067,648.786448,1393.150133,Zscorpio,Valkyrja,0,DECISIVE,0,167,15,14,8f4c6902beadfd10,fbce070f0c6c02f0,60,60
80778438,2026-06-20,EARLY,6898405,1067.380493,1050.334231,2134.760987,ポケポケマスター,ulaph4,1,DECISIVE,0,222,18,18,831fd3a04060c7c2,f2d7e132a10b9ad9,60,60
80857666,2026-06-20,EARLY,5541547,1187.978748,1144.386447,2375.957497,foo_foo,Naoshin,0,DECISIVE,0,184,17,16,cf54338b6b99acc3,4a256a933ac66a7b,60,60
80932931,2026-06-20,EARLY,7691076,1091.484921,1077.670523,2182.969841,H.Ito,Wasabi,0,DECISIVE,0,259,19,19,cf54338b6b99acc3,bd3a5d98cf29cbc3,60,60
81211724,2026-06-21,EARLY,5352229,1065.288925,1044.421613,2130.577850,Stagapult,TOMOYA Tsunakawa,0,DECISIVE,0,184,11,10,b114cc9bd6f2c80c,59138a345c6b933a,60,60
81180378,2026-06-21,EARLY,7425401,1116.495265,1103.427196,2232.990531,Terminal 7,DenisEdwards,1,DECISIVE,0,234,21,22,cf54338b6b99acc3,cf54338b6b99acc3,60,60
80739148,2026-06-19,EARLY,5514403,968.609922,961.327348,1937.219844,charmq,Junichiro Morita,0,DECISIVE,0,185,15,14,cf54338b6b99acc3,6c534f1524e51c74,60,60
81322789,2026-06-22,EARLY,5348617,1052.628586,1036.574574,2105.257172,PyJa,nyanlinnmya,0,DECISIVE,0,178,17,16,6c534f1524e51c74,cf54338b6b99acc3,60,60
81317744,2026-06-22,EARLY,5437294,1121.514597,1116.645741,2243.029194,Inlon Kou,TOMOYA Tsunakawa,1,DECISIVE,0,188,11,12,52bf12478558b725,59138a345c6b933a,60,60
80950052,2026-06-20,EARLY,5276837,1111.640403,1075.103832,2223.280805,H.Ito,トゲアリトゲナシトゲトゲ,0,DECISIVE,0,174,19,18,cf54338b6b99acc3,46becdc8f8899835,60,60
81380598,2026-06-22,EARLY,6259180,1035.012561,1019.643132,2070.025122,Team kuma,rinov321,1,DECISIVE,1,201,18,19,cf54338b6b99acc3,6c534f1524e51c74,60,60
81407685,2026-06-22,EARLY,5945358,997.908668,996.836791,1995.817336,Kevin Ramirez,Inlon Kou,1,DECISIVE,0,201,23,24,cf54338b6b99acc3,7eeb119d5acc4906,60,60
80262427,2026-06-17,EARLY,5086642,840.100438,762.942010,1680.200877,anthonychiang000,tsumuit,1,DECISIVE,0,166,12,12,6c534f1524e51c74,6c534f1524e51c74,60,60
81434566,2026-06-23,EARLY,470844,649.529686,591.245767,1299.059373,maniginam,kemurayama,1,DECISIVE,0,25,1,2,f62466cb40363d5e,6c534f1524e51c74,60,60
82262472,2026-06-27,EARLY,575114,1000.111629,998.138001,2000.223259,github/shepsci/kaggle-skill,GarlicToday,0,DECISIVE,0,30,3,2,102eedd09a52a911,831fd3a04060c7c2,60,60
82660651,2026-06-29,EARLY,1212269,1007.362046,982.037839,2014.724092,Pixegami,Civitas,0,DECISIVE,1,54,6,5,aa2398e69a3549ad,831fd3a04060c7c2,60,60
82514776,2026-06-28,EARLY,2174869,999.494724,994.869738,1998.989448,islet,CYLik,1,DECISIVE,0,90,11,12,4a256a933ac66a7b,cf54338b6b99acc3,60,60
82268858,2026-06-27,EARLY,1871747,987.757300,925.720564,1975.514600,hikarimaru,lark1115,0,DECISIVE,1,80,8,7,2b3108749e2032d7,6bcc792fc6e11051,60,60
82533794,2026-06-29,EARLY,2227046,1280.867279,1270.376893,2561.734557,Hayhay2323,Shun,0,DECISIVE,1,95,12,11,2b3108749e2032d7,ec75fde5aaa1daf0,60,60
82271685,2026-06-27,EARLY,371471,988.475053,980.524102,1976.950106,ichigotosakura,HIDEYO CHIBA,1,DECISIVE,0,20,1,2,4a256a933ac66a7b,f86ba61cccf3ccb1,60,60
81442204,2026-06-23,EARLY,967730,631.127830,527.190907,1262.255660,sunako24d,HoooosE,1,DECISIVE,1,47,4,5,e4465735c1f698e2,6c534f1524e51c74,60,60
81828452,2026-06-25,EARLY,802851,1002.589475,960.579451,2005.178951,banana,Rintaro Moriwaki,0,DECISIVE,0,38,7,7,7398c8069a08a8d1,c560f1caa3468d1c,60,60
82158052,2026-06-27,EARLY,834844,1050.598320,1021.119789,2101.196639,Nozopo,FirstSS-Sub,1,DECISIVE,1,43,4,5,59138a345c6b933a,ec75fde5aaa1daf0,60,60
82433416,2026-06-28,EARLY,408289,1009.077903,1004.377448,2018.155805,Jack,Morim,1,DECISIVE,1,21,2,3,2b3108749e2032d7,ad9eb15621c47305,60,60
81720837,2026-06-24,EARLY,1067585,1008.282347,1003.570212,2016.564693,ShumpeiNomura,Kendamarron,1,DECISIVE,0,48,3,4,cf0f955995a47140,6948b9208b17fad2,60,60
81517756,2026-06-23,EARLY,820671,623.086853,577.361677,1246.173705,小山佳祐,Banjo,0,DECISIVE,0,40,3,2,6c534f1524e51c74,aa2398e69a3549ad,60,60
81527927,2026-06-23,EARLY,1988527,622.543593,568.442565,1245.087186,ZAOUI_Yassine,Team Rocket,1,DECISIVE,0,81,9,10,da2a64c2ecaab66a,1461973842ae99c3,60,60
82204528,2026-06-27,EARLY,863238,950.841508,929.929712,1901.683015,Shota Hirao,Takuto Nishimine,0,DECISIVE,0,42,3,4,6c534f1524e51c74,1a151591a6ec4386,60,60
82183517,2026-06-27,EARLY,2096375,980.731081,954.190400,1961.462163,1++++++++,aaa,1,DECISIVE,0,92,7,8,79181fc7b7433c70,aa2398e69a3549ad,60,60
82131678,2026-06-27,EARLY,2287650,1023.086498,1014.835746,2046.172995,gagacrow,Team Rocket,1,DECISIVE,0,95,13,14,633a6e693834e6a7,e7e6ae056098df1c,60,60
82433242,2026-06-28,EARLY,1723654,967.223784,940.687176,1934.447567,keidroid,e-toppo,1,DECISIVE,0,71,7,8,aa2398e69a3549ad,f12a75c0e5a5c261,60,60
81503463,2026-06-23,EARLY,1125054,634.234905,592.645998,1268.469811,Sumant V J,河村直樹,0,DECISIVE,0,52,5,4,f5c72d899ca8b632,2c9b6cbbab859256,60,60
