episode_id,date,period,timestamp,team0,team1,min_score,sum_score,winner,outcome_type,first_player,n_steps,final_turn_p0,final_turn_p1,deck0_hash,deck1_hash,deck0_ncards,deck1_ncards,source
83233009,2026-07-02,EARLY,2026-07-02T04:01:26.1444167,f.a.nina,kazuki0123,1009.087060,2201.836938,1,DECISIVE,1,222,14,15,b166b6b93aa1670b,c9d8794e26a87fa3,60,60,pilot_reuse
84452450,2026-07-06,EARLY,2026-07-06T20:49:44.6625281,kazuki0123,超级电老鼠,1020.793348,2109.357508,1,DECISIVE,0,160,11,12,c9d8794e26a87fa3,831fd3a04060c7c2,60,60,pilot_reuse
80831769,2026-06-20,EARLY,2026-06-20T07:30:49.9492508,Pachuru,好吃拉麵,1135.509962,2293.513863,0,DECISIVE,0,215,15,14,bd3a5d98cf29cbc3,cf54338b6b99acc3,60,60,pilot_reuse
83953543,2026-07-04,EARLY,2026-07-04T22:28:51.3858110,tonakaiiii,aidy,1098.997123,2224.564595,1,DECISIVE,0,183,9,10,b43a53d96da0f0b5,831fd3a04060c7c2,60,60,pilot_reuse
84220343,2026-07-05,EARLY,2026-07-05T23:16:52.3794587,zoroark190,iwashi,1075.717590,2227.909603,0,DECISIVE,0,134,11,10,0fb452788ceca249,b43a53d96da0f0b5,60,60,pilot_reuse
80932931,2026-06-20,EARLY,2026-06-20T18:23:53.6809116,H.Ito,Wasabi,1077.670523,2182.969841,0,DECISIVE,0,259,19,19,cf54338b6b99acc3,bd3a5d98cf29cbc3,60,60,pilot_reuse
84433816,2026-07-06,EARLY,2026-07-06T19:08:50.6531568,payanotty,Bata09,1007.533960,2088.969853,0,DECISIVE,0,141,11,10,0078ce0f297a4597,b13b062a5e20bcf3,60,60,pilot_reuse
81326624,2026-06-22,EARLY,2026-06-22T10:33:34.8798373,monnosuke,みずあめ,1094.582667,2214.193433,1,DECISIVE,0,203,21,22,d5e2e6b068b45bf0,04ecfe41e2898127,60,60,pilot_reuse
83284213,2026-07-02,EARLY,2026-07-02T08:45:28.1383044,S4nkurero,ShumpeiNomura,1154.309968,2364.771881,1,DECISIVE,0,162,18,18,b43a53d96da0f0b5,e2db90241152a724,60,60,pilot_reuse
82294990,2026-06-27,EARLY,2026-06-27T21:21:50.5716972,suraki0120,Matthew Huang,971.079978,1942.698991,1,DECISIVE,0,110,11,12,aa2398e69a3549ad,4a256a933ac66a7b,60,60,pilot_reuse
80910128,2026-06-20,EARLY,2026-06-20T16:03:53.9267826,TOMOYA Tsunakawa,tomatomato,1044.783205,2096.211944,1,DECISIVE,1,26,2,3,59138a345c6b933a,ad9eb15621c47305,60,60,pilot_reuse
81651541,2026-06-24,EARLY,2026-06-24T13:54:22.7399186,チームロスギラ,yue13,918.033582,1923.664972,0,DECISIVE,0,145,15,14,a033289729234cd2,59138a345c6b933a,60,60,pilot_reuse
83995474,2026-07-05,EARLY,2026-07-05T02:20:52.5517147,easonyanyan,清水一希,1053.311042,2108.263530,0,DECISIVE,0,183,13,12,f4f9e0b2dfde5a5c,0b99dec21056b2f3,60,60,pilot_reuse
81879205,2026-06-25,EARLY,2026-06-25T18:55:50.3524591,Natalia Jaśkowska,NecromanAlbert,937.288934,1945.041128,1,DECISIVE,0,180,11,12,52bf12478558b725,59138a345c6b933a,60,60,pilot_reuse
82505463,2026-06-28,EARLY,2026-06-28T22:26:19.6984861,fujiborozoukin,ezreal77,984.760676,1988.925293,1,DECISIVE,1,134,16,17,2b3108749e2032d7,48ce6cc5310e298f,60,60,pilot_reuse
80377744,2026-06-17,EARLY,2026-06-17T22:36:27.9310513,mands,parthenos,804.700737,1666.933743,0,DECISIVE,0,96,15,14,c560f1caa3468d1c,b25e7963304a20a1,60,60,pilot_reuse
80687738,2026-06-19,EARLY,2026-06-19T15:06:18.2002903,SO0529,Mudkip's Machines,982.160707,2071.825550,0,DECISIVE,0,120,13,12,6c534f1524e51c74,6c534f1524e51c74,60,60,pilot_reuse
82855894,2026-06-30,EARLY,2026-06-30T16:03:07.9139326,THIRD PTCG Club,dddmd,1055.274713,2166.778940,0,DECISIVE,0,178,15,14,bf4fd9046cb2d210,831fd3a04060c7c2,60,60,pilot_reuse
81707346,2026-06-24,EARLY,2026-06-24T21:11:35.7010984,Penguin,MPGaming,918.311461,1886.660116,1,DECISIVE,0,159,22,22,64e146b2133f7b99,6948b9208b17fad2,60,60,pilot_reuse
81504338,2026-06-23,EARLY,2026-06-23T15:04:37.8967758,N.Y,Kazuhiro O,647.377499,1447.048693,1,DECISIVE,0,167,7,8,ad9eb15621c47305,bd3a5d98cf29cbc3,60,60,pilot_reuse
81454501,2026-06-23,EARLY,2026-06-23T04:32:35.0518297,baudo828,NuuNohjo,707.588940,1562.329287,1,DECISIVE,0,67,7,8,c560f1caa3468d1c,6f11053c647355ae,60,60,pilot_reuse
82908268,2026-06-30,EARLY,2026-06-30T21:40:03.5214980,S4nkurero,anngle,1084.877664,2214.511448,1,DECISIVE,0,49,3,4,831fd3a04060c7c2,b166b6b93aa1670b,60,60,pilot_reuse
82953288,2026-07-01,EARLY,2026-07-01T01:52:02.9405373,Psychic Genesis,aidy,1142.300340,2346.088955,1,DECISIVE,0,147,11,12,78424bb7b3831f69,831fd3a04060c7c2,60,60,pilot_reuse
82373652,2026-06-28,EARLY,2026-06-28T06:45:50.3759165,ebisu_ya,Hiro Nomo,952.582045,1924.626213,0,DECISIVE,0,164,13,12,aa2398e69a3549ad,60c3e5ab24904782,60,60,pilot_reuse
80302235,2026-06-17,EARLY,2026-06-17T11:10:07.2070249,currypurin,Ushimaru,1003.110595,2105.780947,0,DECISIVE,1,119,31,31,59aefb1a7dfb20a9,59aefb1a7dfb20a9,60,60,pilot_reuse
83309743,2026-07-02,EARLY,2026-07-02T11:05:29.6730822,YIN,yamy893,1117.304699,2269.694343,1,DECISIVE,1,113,10,11,890af7220ecf499d,d9614beda9774552,60,60,pilot_reuse
81273046,2026-06-22,EARLY,2026-06-22T05:21:35.6525381,TG_Aetheryx,suwat513,1196.828321,2393.861109,0,DECISIVE,1,152,12,11,59138a345c6b933a,f95d704202ebc6d7,60,60,pilot_reuse
81120019,2026-06-21,EARLY,2026-06-21T13:53:06.5637954,Akira-Ninth,みずあめ,1169.357195,2363.012678,1,DECISIVE,1,118,12,13,08243e2321f0e11e,04ecfe41e2898127,60,60,pilot_reuse
80519585,2026-06-18,EARLY,2026-06-18T18:50:00.2212473,dmiyabe,skorry,967.876503,1999.179600,1,DECISIVE,0,141,17,18,3c1906459f149732,59aefb1a7dfb20a9,60,60,pilot_reuse
81564026,2026-06-24,EARLY,2026-06-24T02:50:24.8014674,Brian,IIDA,982.150216,1995.124642,0,DECISIVE,0,139,21,20,633a6e693834e6a7,6948b9208b17fad2,60,60,pilot_reuse
82780427,2026-06-30,EARLY,2026-06-30T07:07:09.4324020,LowEffort,llkarill,1055.151651,2133.499954,1,DECISIVE,1,132,8,9,2b3108749e2032d7,6d7d4d82b45a1f8b,60,60,pilot_reuse
82932068,2026-06-30,EARLY,2026-06-30T23:52:03.2054494,tonakaiiii,kazuki0123,1307.227421,2625.619012,1,DECISIVE,0,215,11,12,b43a53d96da0f0b5,c9d8794e26a87fa3,60,60,pilot_reuse
84146055,2026-07-05,EARLY,2026-07-05T16:16:50.8677319,Pokopia,hoshippi,1051.951147,2147.551342,0,DECISIVE,0,121,13,12,831fd3a04060c7c2,c8c8ca4e003ab163,60,60,pilot_reuse
81255657,2026-06-22,EARLY,2026-06-22T03:33:35.2495170,Shunji Minode,graybackcat,1028.754145,2105.407633,0,DECISIVE,0,172,15,14,aa2fdb668e14e9c4,cf54338b6b99acc3,60,60,pilot_reuse
83424943,2026-07-02,EARLY,2026-07-02T21:47:52.5721127,Gotem Penguin,Michael Krager,1069.620941,2197.546460,0,DECISIVE,0,48,5,4,f9b67c5efbba736e,a88ac606b2d71a36,60,60,pilot_reuse
83948597,2026-07-04,EARLY,2026-07-04T22:00:53.6730724,ikeyu,渡邊征央,1035.170986,2161.589334,1,DECISIVE,0,62,5,6,a88ac606b2d71a36,b43a53d96da0f0b5,60,60,pilot_reuse
80701898,2026-06-19,EARLY,2026-06-19T16:42:16.2593458,Natalia Jaśkowska,matsurih,977.814774,1961.239620,1,DECISIVE,0,285,13,14,bd3a5d98cf29cbc3,831fd3a04060c7c2,60,60,pilot_reuse
80298133,2026-06-17,EARLY,2026-06-17T10:30:07.0925441,MizoTake,くりたんとたけちゃん,1057.493819,2191.426632,1,DECISIVE,1,114,26,27,8b02f194cdf581d4,4164643d1cfb5694,60,60,pilot_reuse
81196890,2026-06-21,EARLY,2026-06-21T21:45:34.6348224,keidroid,The Debauchery Tea Party,1268.366222,2611.230322,1,DECISIVE,0,25,1,2,aa2398e69a3549ad,6948b9208b17fad2,60,60,pilot_reuse
80719827,2026-06-19,EARLY,2026-06-19T18:46:16.4600305,midnq,Leocthl,962.311507,1954.235249,0,DECISIVE,0,165,17,16,26bc83edcbd7dada,64e146b2133f7b99,60,60,pilot_reuse
82481128,2026-06-28,EARLY,2026-06-28T19:30:20.0281711,THIRD PTCG Club,NukoNiko15,1186.381657,2382.772201,0,DECISIVE,0,101,9,8,6b960e3ec5086fd3,2b3108749e2032d7,60,60,pilot_reuse
82600791,2026-06-29,EARLY,2026-06-29T09:42:19.8614401,Gotem Penguin,nattomaki,1209.387233,2419.517223,0,DECISIVE,0,190,11,10,f9b67c5efbba736e,215bc19f41007af0,60,60,pilot_reuse
83728859,2026-07-04,EARLY,2026-07-04T01:48:22.0633030,kazuki0123,zoroark190,1062.552727,2220.674225,0,DECISIVE,0,134,11,11,c9d8794e26a87fa3,842972d3b3962877,60,60,pilot_reuse
81591544,2026-06-24,EARLY,2026-06-24T06:22:22.4857117,Inlon Kou,Jed Mijares,1000.600224,2015.193247,0,DECISIVE,0,112,15,14,dec7cdaef424b950,f52b72943cdb12d7,60,60,pilot_reuse
80793830,2026-06-20,EARLY,2026-06-20T03:18:50.1559135,Angus Chang,blue0620,1096.399125,2208.285524,0,DECISIVE,0,37,3,2,6a5ea46694ab74f1,831fd3a04060c7c2,60,60,pilot_reuse
81900526,2026-06-25,EARLY,2026-06-25T21:40:52.1236623,Masahiro Nagasawa,チームロスギラ,1135.652966,2313.280627,1,DECISIVE,1,108,10,11,4a4bdaa4cc799960,7436a436fd90a94d,60,60,pilot_reuse
80857666,2026-06-20,EARLY,2026-06-20T10:22:54.4218647,foo_foo,Naoshin,1144.386447,2375.957497,0,DECISIVE,0,184,17,16,cf54338b6b99acc3,4a256a933ac66a7b,60,60,pilot_reuse
84184350,2026-07-05,EARLY,2026-07-05T19:52:51.8860740,Iwa Iwa,aaa,1027.259185,2093.165289,0,DECISIVE,1,190,14,13,831fd3a04060c7c2,53f420cb63036c6b,60,60,pilot_reuse
84478315,2026-07-06,EARLY,2026-07-06T23:13:41.3242326,ei ei ei yikuso,aaa,1070.195842,2153.014595,1,DECISIVE,0,206,15,16,831fd3a04060c7c2,fb85400b6df83aa3,60,60,pilot_reuse
82022071,2026-06-26,EARLY,2026-06-26T12:41:00.5083828,Nomiyama　Yu,c-number,967.977100,1998.166506,1,DECISIVE,0,134,11,12,4a256a933ac66a7b,b76538df393ecad6,60,60,pilot_reuse
84472463,2026-07-06,EARLY,2026-07-06T22:41:42.6249117,渡邊征央,Yushin Ito,1021.674444,2115.029284,0,DECISIVE,0,34,3,2,b43a53d96da0f0b5,aa2398e69a3549ad,60,60,pilot_reuse
82756114,2026-06-30,EARLY,2026-06-30T04:15:07.4019545,lingyu07,Ajishio,1049.302286,2119.205511,0,DECISIVE,1,160,12,11,b166b6b93aa1670b,c51189f519cd1c07,60,60,pilot_reuse
84475392,2026-07-06,EARLY,2026-07-06T22:57:41.9035270,Mykhailo Kalus,Yushin Ito,996.812980,2128.964930,1,DECISIVE,0,172,9,10,c9d8794e26a87fa3,910dcaefeb77a2f0,60,60,pilot_reuse
80192640,2026-06-16,EARLY,2026-06-16T17:09:25.6075997,iwashi,Manato TAKAI,704.094928,1487.527223,0,DECISIVE,1,152,12,11,59138a345c6b933a,59138a345c6b933a,60,60,pilot_reuse
83943303,2026-07-04,EARLY,2026-07-04T21:32:53.0645061,ShumpeiNomura,zoroark190,1104.339179,2277.846937,1,DECISIVE,0,21,1,2,5f973872992c4b08,7c0a454617fc9ab4,60,60,pilot_reuse
82027118,2026-06-26,EARLY,2026-06-26T13:20:58.7873264,Shirag Maharaj,NecromanAlbert,1033.162771,2071.639028,1,DECISIVE,0,220,17,18,cf54338b6b99acc3,59138a345c6b933a,60,60,pilot_reuse
83661323,2026-07-03,EARLY,2026-07-03T19:32:23.1996463,Akira-Ninth,MR.h,1062.967697,2177.716687,1,DECISIVE,1,102,20,21,9d1dad39ec641aa0,7c58f3915e31351e,60,60,pilot_reuse
84323530,2026-07-06,EARLY,2026-07-06T08:56:50.5590164,aaa,THIRD PTCG Club,1095.092139,2190.342662,0,DECISIVE,0,174,13,12,86f48729d55f8661,2da70d7f4cb16df3,60,60,pilot_reuse
81828452,2026-06-25,EARLY,2026-06-25T12:41:33.0086689,banana,Rintaro Moriwaki,960.579451,2005.178951,0,DECISIVE,0,38,7,7,7398c8069a08a8d1,c560f1caa3468d1c,60,60,pilot_reuse
80512367,2026-06-18,EARLY,2026-06-18T17:58:21.9453618,vibechu,A.T.,893.737819,1826.397304,1,DECISIVE,0,132,9,10,fa628b3fd76fd4c1,6c534f1524e51c74,60,60,pilot_reuse
81317744,2026-06-22,EARLY,2026-06-22T09:41:34.7924041,Inlon Kou,TOMOYA Tsunakawa,1116.645741,2243.029194,1,DECISIVE,0,188,11,12,52bf12478558b725,59138a345c6b933a,60,60,pilot_reuse
80950052,2026-06-20,EARLY,2026-06-20T20:16:01.4573141,H.Ito,トゲアリトゲナシトゲトゲ,1075.103832,2223.280805,0,DECISIVE,0,174,19,18,cf54338b6b99acc3,46becdc8f8899835,60,60,pilot_reuse
81668110,2026-06-24,EARLY,2026-06-24T16:02:59.6418930,f.a.nina,門司 匡広,981.568455,2007.617780,0,DECISIVE,0,164,13,12,4a256a933ac66a7b,6c534f1524e51c74,60,60,pilot_reuse
83814650,2026-07-04,EARLY,2026-07-04T09:44:21.4182480,WinDecks,渡邊征央,1116.309662,2254.880911,1,DECISIVE,0,142,11,12,27b307e62db35245,b43a53d96da0f0b5,60,60,pilot_reuse
81278895,2026-06-22,EARLY,2026-06-22T05:57:35.3155401,Jaga,Angus Chang,1149.150514,2405.032248,0,DECISIVE,0,88,7,6,7e126a3431e21d4d,2a57f95a0978f0cc,60,60,pilot_reuse
83391351,2026-07-02,EARLY,2026-07-02T18:33:56.4089170,Yushin Ito,ezreal77,1079.437351,2231.950220,1,DECISIVE,0,74,7,8,aa2398e69a3549ad,48ce6cc5310e298f,60,60,pilot_reuse
82298232,2026-06-27,EARLY,2026-06-27T21:41:54.2590678,kawachi,nsytsqdtn,1173.332145,2352.174647,1,DECISIVE,0,148,11,12,6a52f924c124b4df,2b3108749e2032d7,60,60,pilot_reuse
80844595,2026-06-20,EARLY,2026-06-20T08:58:51.9090260,Alyce Miki,Wisdom Dogah,1013.403509,2059.704438,0,DECISIVE,0,149,13,12,4a256a933ac66a7b,64e146b2133f7b99,60,60,pilot_reuse
84052801,2026-07-05,EARLY,2026-07-05T07:40:51.2631963,渡邊征央,Rmy,1074.091422,2174.267303,1,DECISIVE,0,137,9,10,b43a53d96da0f0b5,831fd3a04060c7c2,60,60,pilot_reuse
80750934,2026-06-19,EARLY,2026-06-19T22:26:50.5179576,shu,Shiro Sugawa,1160.647842,2325.704026,1,DECISIVE,0,125,11,12,81a40d929609bf7c,429baecf852e7cb3,60,60,pilot_reuse
82900640,2026-06-30,EARLY,2026-06-30T20:55:29.9305599,Shun,カドラバ Kadoraba,1169.720900,2360.836880,1,DECISIVE,1,115,8,9,ec75fde5aaa1daf0,a08c00547af63ae9,60,60,pilot_reuse
81674226,2026-06-24,EARLY,2026-06-24T16:54:56.5422645,XtraLearning,Ingenio,945.591278,1916.727939,0,DECISIVE,1,163,24,23,cf54338b6b99acc3,52bf12478558b725,60,60,pilot_reuse
82927668,2026-06-30,EARLY,2026-06-30T23:28:03.6835787,Ryosei Kojima,takuya noto,1049.466179,2129.365280,0,DECISIVE,0,223,23,22,cf54338b6b99acc3,5c3b250ebbd0471c,60,60,pilot_reuse
82017775,2026-06-26,EARLY,2026-06-26T12:08:51.9701085,nsytsqdtn,Kyohei,1128.539748,2261.569772,0,DECISIVE,1,152,18,17,2b3108749e2032d7,cf54338b6b99acc3,60,60,pilot_reuse
83239978,2026-07-02,EARLY,2026-07-02T04:41:25.7478870,チームロスギラ,Ajishio,1102.342271,2208.805213,0,DECISIVE,0,159,15,14,7436a436fd90a94d,8417597ea8879a72,60,60,pilot_reuse
82385879,2026-06-28,EARLY,2026-06-28T08:13:50.1634223,Hexylab,Octavi Grau,982.757765,1977.093742,1,DECISIVE,1,100,12,13,aa2398e69a3549ad,4a256a933ac66a7b,60,60,pilot_reuse
84444560,2026-07-06,EARLY,2026-07-06T20:05:22.5381846,koga_poke,payanotty,1070.822307,2143.192349,1,DECISIVE,1,153,13,13,8ff1e185fabb8099,0078ce0f297a4597,60,60,pilot_reuse
81004110,2026-06-21,EARLY,2026-06-21T02:00:31.6515328,Kendamarron,みずあめ,1063.624464,2143.513609,0,DECISIVE,1,19,2,3,6948b9208b17fad2,831fd3a04060c7c2,60,60,pilot_reuse
82183517,2026-06-27,EARLY,2026-06-27T08:01:41.0523214,1++++++++,aaa,954.190400,1961.462163,1,DECISIVE,0,92,7,8,79181fc7b7433c70,aa2398e69a3549ad,60,60,pilot_reuse
82195776,2026-06-27,EARLY,2026-06-27T09:26:06.6387604,Ajishio,TOMOYA Tsunakawa,1071.012623,2178.909084,1,DECISIVE,0,242,17,18,ca8556aeaedd5e09,59138a345c6b933a,60,60,pilot_reuse
82911159,2026-06-30,EARLY,2026-06-30T21:56:03.1162632,pztriatomic,The Debauchery Tea Party,1249.167291,2513.836585,0,DECISIVE,1,132,10,9,2b3108749e2032d7,910dcaefeb77a2f0,60,60,pilot_reuse
84302604,2026-07-06,EARLY,2026-07-06T06:56:52.7439568,怒破餓鬼,Kotaro OKUYAMA,1026.718129,2100.099059,1,DECISIVE,0,180,9,10,3da418017b237a5f,910dcaefeb77a2f0,60,60,pilot_reuse
