episode_id,date,week,quintile,sample_type,size_bytes,team0,team1,winner,outcome_type,first_player,n_steps,final_turn_p0,final_turn_p1,deck0_hash,deck1_hash,deck0_ncards,deck1_ncards,deck0_source,deck1_source
80328449,2026-06-17,0,0,stratified,691463,Atom McCree,shikisoukan,1,DECISIVE,0,36,3,4,da2a64c2ecaab66a,48dd52a2dbec2f58,60,60,action,action
80183503,2026-06-16,0,0,stratified,398921,Ravindra,okadayuki,1,DECISIVE,0,22,5,6,3aff49e27d78ff81,4911d251036bbddc,60,60,action,action
80331943,2026-06-17,0,0,stratified,1659178,Awajima,nakusnakus,1,DECISIVE,1,67,8,9,6620d7bcbd15b965,48462cea7bb2adca,60,60,action,action
80190786,2026-06-16,0,0,stratified,628387,Maxim,SpeedSci,1,DECISIVE,0,32,1,2,4911d251036bbddc,6c534f1524e51c74,60,60,action,action
80384357,2026-06-17,0,0,stratified,462198,Tanupro,Heisei,0,DECISIVE,0,23,3,2,20ba66c22462a120,41e645122e9d59c6,60,60,action,action
80355879,2026-06-17,0,0,stratified,1360356,Chattso-GPT (Yasuhito Yanagisawa),Praxel,1,DECISIVE,0,63,5,6,e8cc78ff2aca77a9,6c534f1524e51c74,60,60,action,action
80437288,2026-06-18,0,0,stratified,1057098,Tsubasa Kanno,kaggle_bbgg,1,DECISIVE,0,52,10,10,c560f1caa3468d1c,4164643d1cfb5694,60,60,action,action
80283660,2026-06-17,0,0,stratified,812419,kidekikish,sshang,0,DECISIVE,0,40,5,4,4911d251036bbddc,70bab7cb8c68f6d0,60,60,action,action
80484486,2026-06-18,0,0,stratified,488107,ADS,dmiyabe,1,DECISIVE,0,27,1,2,59aefb1a7dfb20a9,3c1906459f149732,60,60,action,action
80687738,2026-06-19,0,1,stratified,3193969,SO0529,Mudkip's Machines,0,DECISIVE,0,120,13,12,6c534f1524e51c74,6c534f1524e51c74,60,60,action,action
81061450,2026-06-21,0,1,stratified,2634793,みずあめ,Kendamarron,0,DECISIVE,0,105,15,14,04ecfe41e2898127,6948b9208b17fad2,60,60,action,action
80257154,2026-06-17,0,1,stratified,2791106,Tensa.bit,Dan Ah Tou,0,DECISIVE,0,115,17,16,c560f1caa3468d1c,6c534f1524e51c74,60,60,action,action
80377744,2026-06-17,0,1,stratified,2399476,mands,parthenos,0,DECISIVE,0,96,15,14,c560f1caa3468d1c,b25e7963304a20a1,60,60,action,action
80331440,2026-06-17,0,1,stratified,1981138,Ushimaru,Been Seo,1,DECISIVE,1,83,8,9,59aefb1a7dfb20a9,6c534f1524e51c74,60,60,action,action
80446359,2026-06-18,0,1,stratified,2041360,tokawa2997,YUTO KOJIMA,0,DECISIVE,0,83,15,14,999a5669c80f5ad1,c32b0ee23a53e88a,60,60,action,action
80453432,2026-06-18,0,1,stratified,2659719,ibushimaru,Tensa.bit,1,DECISIVE,0,109,17,18,6c534f1524e51c74,59aefb1a7dfb20a9,60,60,action,action
81230802,2026-06-22,0,1,stratified,3078521,trail,Eigetuin,0,DECISIVE,0,115,11,10,6948b9208b17fad2,4a256a933ac66a7b,60,60,action,action
81120019,2026-06-21,0,1,stratified,3068766,Akira-Ninth,みずあめ,1,DECISIVE,1,118,12,13,08243e2321f0e11e,04ecfe41e2898127,60,60,action,action
80272071,2026-06-17,0,1,stratified,2950451,tahara shouki,Valkyrja,0,DECISIVE,0,118,11,10,2fcf79f31ecdb9ff,6c534f1524e51c74,60,60,action,action
80923638,2026-06-20,0,1,stratified,2928585,【ＡＩと共に、ＡＩと戦う】tubotu,Robo Games,1,DECISIVE,0,115,21,22,d263d4de37a37f2b,cf54338b6b99acc3,60,60,action,action
80544245,2026-06-18,0,1,stratified,2606534,Kuuma5,hookbook,0,DECISIVE,0,101,15,14,619c4f503791d5d8,8638514a3b38c1c8,60,60,action,action
80432650,2026-06-18,0,1,stratified,2403882,西松大祐,dmiyabe,1,DECISIVE,1,94,12,13,4164643d1cfb5694,3c1906459f149732,60,60,action,action
80376876,2026-06-17,0,1,stratified,2014117,denden12,Kohta.F,0,DECISIVE,0,82,13,12,4164643d1cfb5694,59aefb1a7dfb20a9,60,60,action,action
80288245,2026-06-17,0,1,stratified,2377605,kurikuri54,Kohta.F,1,DECISIVE,0,91,14,14,6c534f1524e51c74,59aefb1a7dfb20a9,60,60,action,action
80536655,2026-06-18,0,1,stratified,2975685,Hikaru Umeyama,umsyspokeka,0,DECISIVE,0,114,15,14,64e146b2133f7b99,1659ede5d05ada54,60,60,action,action
80405188,2026-06-18,0,1,stratified,2641120,にゅーおじ,yuichiro miyamae,1,DECISIVE,0,101,11,12,6c534f1524e51c74,6143634cde029e33,60,60,action,action
80826774,2026-06-20,0,1,stratified,2508233,神～卍ぴくるすうどん卍～最強「ミラティブ配信中」,SOUTA Sakurai,1,DECISIVE,0,104,9,10,64e146b2133f7b99,64e146b2133f7b99,60,60,action,action
80553298,2026-06-18,0,1,stratified,2421913,Arda Karakaş,Shiva,0,DECISIVE,1,93,18,17,59aefb1a7dfb20a9,64e146b2133f7b99,60,60,action,action
80345105,2026-06-17,0,1,stratified,2476696,Naoki Okuda,Nikukyu,1,DECISIVE,0,97,9,10,6c534f1524e51c74,59aefb1a7dfb20a9,60,60,action,action
80302235,2026-06-17,0,1,stratified,3054738,currypurin,Ushimaru,0,DECISIVE,1,119,31,31,59aefb1a7dfb20a9,59aefb1a7dfb20a9,60,60,action,action
80298133,2026-06-17,0,1,stratified,2977951,MizoTake,くりたんとたけちゃん,1,DECISIVE,1,114,26,27,8b02f194cdf581d4,4164643d1cfb5694,60,60,action,action
81278895,2026-06-22,0,1,stratified,2090632,Jaga,Angus Chang,0,DECISIVE,0,88,7,6,7e126a3431e21d4d,2a57f95a0978f0cc,60,60,action,action
80360233,2026-06-17,0,1,stratified,2585045,TMiki,yusuke0723,1,DECISIVE,0,96,10,10,6c534f1524e51c74,07ff69c74632b4c4,60,60,action,action
80316419,2026-06-17,0,1,stratified,2232586,mewworldorder,CatPurrgramming,0,DECISIVE,0,90,19,18,06382fe8bcef5212,59aefb1a7dfb20a9,60,60,action,action
81273046,2026-06-22,0,2,stratified,4066985,TG_Aetheryx,suwat513,0,DECISIVE,1,152,12,11,59138a345c6b933a,f95d704202ebc6d7,60,60,action,action
81306127,2026-06-22,0,2,stratified,3751458,Kazuhiro Masuyama,tokawa2997,1,DECISIVE,0,135,9,10,64e146b2133f7b99,6c534f1524e51c74,60,60,action,action
80695278,2026-06-19,0,2,stratified,3902384,Xunden,nogu,0,DECISIVE,0,141,11,12,4a256a933ac66a7b,2768139fe1eb6d0b,60,60,action,action
81076967,2026-06-21,0,2,stratified,3226385,[RU] Nikita Kuznetsov,Kendamarron,1,DECISIVE,0,116,13,14,4a256a933ac66a7b,6948b9208b17fad2,60,60,action,action
80519585,2026-06-18,0,2,stratified,3721631,dmiyabe,skorry,1,DECISIVE,0,141,17,18,3c1906459f149732,59aefb1a7dfb20a9,60,60,action,action
81265008,2026-06-22,0,2,stratified,4095165,fujiborozoukin,Shunji Minode,1,DECISIVE,0,143,17,18,52bf12478558b725,48dcbf6680fdded7,60,60,action,action
80825431,2026-06-20,0,2,stratified,4017455,tk,daiki_pyonkichi,0,DECISIVE,0,137,17,16,cf54338b6b99acc3,6c534f1524e51c74,60,60,action,action
80280862,2026-06-17,0,2,stratified,3720301,jeruman,Finlay Anderson,1,DECISIVE,0,129,13,14,bb2006b5432dd110,4911d251036bbddc,60,60,action,action
80192640,2026-06-16,0,2,stratified,3794986,iwashi,Manato TAKAI,0,DECISIVE,1,152,12,11,59138a345c6b933a,59138a345c6b933a,60,60,action,action
80369817,2026-06-17,0,2,stratified,4088425,Mitudru Dutta,sakimyto,0,DECISIVE,0,150,11,10,6c534f1524e51c74,59138a345c6b933a,60,60,action,action
80512367,2026-06-18,0,2,stratified,3496179,vibechu,A.T.,1,DECISIVE,0,132,9,10,fa628b3fd76fd4c1,6c534f1524e51c74,60,60,action,action
80761674,2026-06-19,0,2,stratified,3551118,nogu,木村太陽,1,DECISIVE,1,136,12,11,2768139fe1eb6d0b,eb1222900df9baf0,60,60,action,action
81196907,2026-06-21,0,2,stratified,3305500,blue0620,yomogi mochi,0,DECISIVE,0,125,15,14,cf54338b6b99acc3,633a6e693834e6a7,60,60,action,action
81036917,2026-06-21,0,2,stratified,3972124,fttp,yasu,0,DECISIVE,0,141,15,14,cf54338b6b99acc3,6c534f1524e51c74,60,60,action,action
81130127,2026-06-21,0,2,stratified,3844226,FirstSS-Sub,hikaru_ishihara46,1,DECISIVE,0,134,11,12,98df4170353e7c8e,b8a17357fd357b34,60,60,action,action
80889891,2026-06-20,0,2,stratified,4117541,niyo,GENGARDEV,0,DECISIVE,1,142,14,14,cf54338b6b99acc3,6c534f1524e51c74,60,60,action,action
81268149,2026-06-22,0,2,stratified,3996786,yamamekko,Pixegami,0,DECISIVE,0,143,15,14,598876e4552e2f81,25cfcf0100ef1145,60,60,action,action
80750934,2026-06-19,0,2,stratified,3437202,shu,Shiro Sugawa,1,DECISIVE,0,125,11,12,81a40d929609bf7c,429baecf852e7cb3,60,60,action,action
80246712,2026-06-17,0,2,stratified,3826655,ken4500,Chikuwabu,1,DECISIVE,0,139,9,10,8f4c6902beadfd10,6c534f1524e51c74,60,60,action,action
80740793,2026-06-19,0,2,stratified,3275569,midnq,Takusato,0,DECISIVE,0,118,13,12,1780347646b3b151,f26c077f8702317c,60,60,action,action
81311728,2026-06-22,0,2,stratified,3621743,Pixegami,yakiniku.nagoya,0,DECISIVE,0,135,15,14,48d55595933d4482,2e6ecf8381bfd901,60,60,action,action
80966694,2026-06-20,0,2,stratified,3481654,rikakei_no_otoko,Aditya,1,DECISIVE,0,127,13,14,a5437fdb9a42f891,772413e4790654e2,60,60,action,action
80909428,2026-06-20,0,2,stratified,3288166,suzume41,persn,1,DECISIVE,1,129,20,21,cf54338b6b99acc3,cf54338b6b99acc3,60,60,action,action
81274943,2026-06-22,0,2,stratified,3346430,Shunji Minode,The Debauchery Tea Party,0,DECISIVE,0,129,19,18,48dcbf6680fdded7,c62b983d72cc9030,60,60,action,action
80548899,2026-06-18,0,2,stratified,3962646,Shiva,umsyspokeka,1,DECISIVE,0,145,15,16,64e146b2133f7b99,1659ede5d05ada54,60,60,action,action
80808800,2026-06-20,0,3,stratified,4807219,pankit kumar,graybackcat,1,DECISIVE,0,167,13,14,6c534f1524e51c74,cf54338b6b99acc3,60,60,action,action
80714169,2026-06-19,0,3,stratified,4134403,YukihiroMaeda,ShinjiroKuroda,1,DECISIVE,0,143,15,16,b4469cd28d438fb3,64e146b2133f7b99,60,60,action,action
80722556,2026-06-19,0,3,stratified,4609240,Misaka Mikoto,ゆんぼぼ,0,DECISIVE,0,152,21,20,6c534f1524e51c74,6c534f1524e51c74,60,60,action,action
81247328,2026-06-22,0,3,stratified,4851124,みずあめ,t.eno,0,DECISIVE,0,175,19,18,9009f46efe8e7721,831fd3a04060c7c2,60,60,action,action
81220762,2026-06-22,0,3,stratified,4640416,NecromanAlbert,LagrangianLocomotive,1,DECISIVE,1,174,10,11,59138a345c6b933a,59138a345c6b933a,60,60,action,action
81318498,2026-06-22,0,3,stratified,4162409,BioMath,Orin,0,DECISIVE,0,142,15,14,86c088ba7b657377,6ceb5146e7203de6,60,60,action,action
80844595,2026-06-20,0,3,stratified,4178028,Alyce Miki,Wisdom Dogah,0,DECISIVE,0,149,13,12,4a256a933ac66a7b,64e146b2133f7b99,60,60,action,action
80719827,2026-06-19,0,3,stratified,4838827,midnq,Leocthl,0,DECISIVE,0,165,17,16,26bc83edcbd7dada,64e146b2133f7b99,60,60,action,action
80514568,2026-06-18,0,3,stratified,4804986,hukuda222,hiroingk,1,DECISIVE,0,165,13,14,b04165f456e6f563,831fd3a04060c7c2,60,60,action,action
81210332,2026-06-21,0,3,stratified,4835865,persn,カドラバ Kadoraba,1,DECISIVE,1,167,16,17,cf54338b6b99acc3,dec7cdaef424b950,60,60,action,action
80924460,2026-06-20,0,3,stratified,4614290,YukihiroMaeda,holyholy,0,DECISIVE,0,163,21,20,7d49edaa78ac6f8c,6c534f1524e51c74,60,60,action,action
81319005,2026-06-22,0,3,stratified,4571210,TomTom,sury,0,DECISIVE,1,164,12,11,c2e2a1d6f6290e71,cf54338b6b99acc3,60,60,action,action
80262716,2026-06-17,0,3,stratified,4278129,Kazuyoshi SUZUKI,yanto,1,DECISIVE,0,153,11,12,6c534f1524e51c74,6c534f1524e51c74,60,60,action,action
80790795,2026-06-20,0,3,stratified,4499673,Mogja J,Shakthi Kondamoni,0,DECISIVE,0,154,11,10,37f128dd13a7fe6c,6c534f1524e51c74,60,60,action,action
80716331,2026-06-19,0,3,stratified,4868696,Joey Mckee,fumishiki,0,DECISIVE,0,166,19,19,18b76759876ddefa,6c534f1524e51c74,60,60,action,action
81323830,2026-06-22,0,3,stratified,4282889,Magnus Artero,DENPA92,0,DECISIVE,0,156,15,14,cf6d10eb0b2ec055,2768139fe1eb6d0b,60,60,action,action
80988361,2026-06-21,0,3,stratified,4242795,みずあめ,Emanuel Perez,1,DECISIVE,0,161,13,14,831fd3a04060c7c2,4a256a933ac66a7b,60,60,action,action
81201932,2026-06-21,0,3,stratified,4239788,NecromanAlbert,blue0620,0,DECISIVE,1,151,12,11,59138a345c6b933a,cf54338b6b99acc3,60,60,action,action
81090668,2026-06-21,0,3,stratified,4710613,blackseashark@gcvt,Shubham Choudhary,1,DECISIVE,0,158,15,16,4a256a933ac66a7b,4a256a933ac66a7b,60,60,action,action
80691633,2026-06-19,0,3,stratified,4364054,ryoya,Egor Tkachenko,1,DECISIVE,0,160,17,18,d787bd2fa5f6c5e3,4a256a933ac66a7b,60,60,action,action
81337960,2026-06-22,0,3,stratified,4175882,kawachi,tw_shin,0,DECISIVE,0,151,13,12,e219a37a1170ce98,272e341949227f9c,60,60,action,action
80837582,2026-06-20,0,3,stratified,4893503,kashiwashira,Neko #2,0,DECISIVE,0,161,15,14,cb942fc9fc700141,6c534f1524e51c74,60,60,action,action
80734266,2026-06-19,0,3,stratified,4277565,SkySell,kglctf,1,DECISIVE,0,142,11,12,4a256a933ac66a7b,4a256a933ac66a7b,60,60,action,action
81285936,2026-06-22,0,3,stratified,4521533,charmq,EF,0,DECISIVE,0,153,21,20,a847f32547a773fd,6948b9208b17fad2,60,60,action,action
80213062,2026-06-16,0,3,stratified,4380903,Kenshin Kikuchi,jaxroth,1,DECISIVE,0,161,23,24,59138a345c6b933a,da2a64c2ecaab66a,60,60,action,action
80427161,2026-06-18,0,4,stratified,5080352,m333studio,Paras Sharma,0,DECISIVE,0,185,23,22,59aefb1a7dfb20a9,2768139fe1eb6d0b,60,60,action,action
81325286,2026-06-22,0,4,stratified,6801068,InkCartridge,SH11235,0,DECISIVE,0,223,17,16,2fa84cd9495ec752,831fd3a04060c7c2,60,60,action,action
81226618,2026-06-22,0,4,stratified,5069768,NecromanAlbert,LagrangianLocomotive,0,DECISIVE,1,186,12,11,59138a345c6b933a,59138a345c6b933a,60,60,action,action
80663537,2026-06-19,0,4,stratified,5235958,Junichiro Morita,onechan1,0,DECISIVE,0,185,13,12,6c534f1524e51c74,bd3a5d98cf29cbc3,60,60,action,action
81326624,2026-06-22,0,4,stratified,6150414,monnosuke,みずあめ,1,DECISIVE,0,203,21,22,d5e2e6b068b45bf0,04ecfe41e2898127,60,60,action,action
80880752,2026-06-20,0,4,stratified,6822108,onechan1,mattsu2020,0,DECISIVE,0,242,15,14,bd3a5d98cf29cbc3,76d558d342480e95,60,60,action,action
81255657,2026-06-22,0,4,stratified,5093979,Shunji Minode,graybackcat,0,DECISIVE,0,172,15,14,aa2fdb668e14e9c4,cf54338b6b99acc3,60,60,action,action
80790715,2026-06-20,0,4,stratified,5298700,hiroingk,blue0620,1,DECISIVE,0,188,15,16,831fd3a04060c7c2,831fd3a04060c7c2,60,60,action,action
80831769,2026-06-20,0,4,stratified,5929927,Pachuru,好吃拉麵,0,DECISIVE,0,215,15,14,bd3a5d98cf29cbc3,cf54338b6b99acc3,60,60,action,action
80230780,2026-06-16,0,4,stratified,5534128,Wilson Mugabo,kakenn,0,DECISIVE,0,197,33,32,59138a345c6b933a,eac7d1e616d44bf4,60,60,action,action
80701898,2026-06-19,0,4,stratified,8760959,Natalia Jaśkowska,matsurih,1,DECISIVE,0,285,13,14,bd3a5d98cf29cbc3,831fd3a04060c7c2,60,60,action,action
81410656,2026-06-22,0,4,stratified,6603745,kenN2439,djschmit,1,DECISIVE,0,227,13,14,bd3a5d98cf29cbc3,4687026fcbc2d0cb,60,60,action,action
80366361,2026-06-17,0,4,stratified,5030368,Zscorpio,Valkyrja,0,DECISIVE,0,167,15,14,8f4c6902beadfd10,fbce070f0c6c02f0,60,60,action,action
80778438,2026-06-20,0,4,stratified,6898405,ポケポケマスター,ulaph4,1,DECISIVE,0,222,18,18,831fd3a04060c7c2,f2d7e132a10b9ad9,60,60,action,action
80857666,2026-06-20,0,4,stratified,5541547,foo_foo,Naoshin,0,DECISIVE,0,184,17,16,cf54338b6b99acc3,4a256a933ac66a7b,60,60,action,action
80932931,2026-06-20,0,4,stratified,7691076,H.Ito,Wasabi,0,DECISIVE,0,259,19,19,cf54338b6b99acc3,bd3a5d98cf29cbc3,60,60,action,action
81211724,2026-06-21,0,4,stratified,5352229,Stagapult,TOMOYA Tsunakawa,0,DECISIVE,0,184,11,10,b114cc9bd6f2c80c,59138a345c6b933a,60,60,action,action
81180378,2026-06-21,0,4,stratified,7425401,Terminal 7,DenisEdwards,1,DECISIVE,0,234,21,22,cf54338b6b99acc3,cf54338b6b99acc3,60,60,action,action
80739148,2026-06-19,0,4,stratified,5514403,charmq,Junichiro Morita,0,DECISIVE,0,185,15,14,cf54338b6b99acc3,6c534f1524e51c74,60,60,action,action
81322789,2026-06-22,0,4,stratified,5348617,PyJa,nyanlinnmya,0,DECISIVE,0,178,17,16,6c534f1524e51c74,cf54338b6b99acc3,60,60,action,action
81317744,2026-06-22,0,4,stratified,5437294,Inlon Kou,TOMOYA Tsunakawa,1,DECISIVE,0,188,11,12,52bf12478558b725,59138a345c6b933a,60,60,action,action
80950052,2026-06-20,0,4,stratified,5276837,H.Ito,トゲアリトゲナシトゲトゲ,0,DECISIVE,0,174,19,18,cf54338b6b99acc3,46becdc8f8899835,60,60,action,action
81380598,2026-06-22,0,4,stratified,6259180,Team kuma,rinov321,1,DECISIVE,1,201,18,19,cf54338b6b99acc3,6c534f1524e51c74,60,60,action,action
81407685,2026-06-22,0,4,stratified,5945358,Kevin Ramirez,Inlon Kou,1,DECISIVE,0,201,23,24,cf54338b6b99acc3,7eeb119d5acc4906,60,60,action,action
80262427,2026-06-17,0,4,stratified,5086642,anthonychiang000,tsumuit,1,DECISIVE,0,166,12,12,6c534f1524e51c74,6c534f1524e51c74,60,60,action,action
81434566,2026-06-23,1,0,stratified,470844,maniginam,kemurayama,1,DECISIVE,0,25,1,2,f62466cb40363d5e,6c534f1524e51c74,60,60,action,action
82262472,2026-06-27,1,0,stratified,575114,github/shepsci/kaggle-skill,GarlicToday,0,DECISIVE,0,30,3,2,102eedd09a52a911,831fd3a04060c7c2,60,60,action,action
82660651,2026-06-29,1,0,stratified,1212269,Pixegami,Civitas,0,DECISIVE,1,54,6,5,aa2398e69a3549ad,831fd3a04060c7c2,60,60,action,action
82514776,2026-06-28,1,0,stratified,2174869,islet,CYLik,1,DECISIVE,0,90,11,12,4a256a933ac66a7b,cf54338b6b99acc3,60,60,action,action
82268858,2026-06-27,1,0,stratified,1871747,hikarimaru,lark1115,0,DECISIVE,1,80,8,7,2b3108749e2032d7,6bcc792fc6e11051,60,60,action,action
82533794,2026-06-29,1,0,stratified,2227046,Hayhay2323,Shun,0,DECISIVE,1,95,12,11,2b3108749e2032d7,ec75fde5aaa1daf0,60,60,action,action
82271685,2026-06-27,1,0,stratified,371471,ichigotosakura,HIDEYO CHIBA,1,DECISIVE,0,20,1,2,4a256a933ac66a7b,f86ba61cccf3ccb1,60,60,action,action
81442204,2026-06-23,1,0,stratified,967730,sunako24d,HoooosE,1,DECISIVE,1,47,4,5,e4465735c1f698e2,6c534f1524e51c74,60,60,action,action
81828452,2026-06-25,1,0,stratified,802851,banana,Rintaro Moriwaki,0,DECISIVE,0,38,7,7,7398c8069a08a8d1,c560f1caa3468d1c,60,60,action,action
82158052,2026-06-27,1,0,stratified,834844,Nozopo,FirstSS-Sub,1,DECISIVE,1,43,4,5,59138a345c6b933a,ec75fde5aaa1daf0,60,60,action,action
82433416,2026-06-28,1,0,stratified,408289,Jack,Morim,1,DECISIVE,1,21,2,3,2b3108749e2032d7,ad9eb15621c47305,60,60,action,action
81720837,2026-06-24,1,0,stratified,1067585,ShumpeiNomura,Kendamarron,1,DECISIVE,0,48,3,4,cf0f955995a47140,6948b9208b17fad2,60,60,action,action
81517756,2026-06-23,1,0,stratified,820671,小山佳祐,Banjo,0,DECISIVE,0,40,3,2,6c534f1524e51c74,aa2398e69a3549ad,60,60,action,action
81527927,2026-06-23,1,0,stratified,1988527,ZAOUI_Yassine,Team Rocket,1,DECISIVE,0,81,9,10,da2a64c2ecaab66a,1461973842ae99c3,60,60,action,action
82204528,2026-06-27,1,0,stratified,863238,Shota Hirao,Takuto Nishimine,0,DECISIVE,0,42,3,4,6c534f1524e51c74,1a151591a6ec4386,60,60,action,action
82183517,2026-06-27,1,0,stratified,2096375,1++++++++,aaa,1,DECISIVE,0,92,7,8,79181fc7b7433c70,aa2398e69a3549ad,60,60,action,action
82131678,2026-06-27,1,0,stratified,2287650,gagacrow,Team Rocket,1,DECISIVE,0,95,13,14,633a6e693834e6a7,e7e6ae056098df1c,60,60,action,action
82433242,2026-06-28,1,0,stratified,1723654,keidroid,e-toppo,1,DECISIVE,0,71,7,8,aa2398e69a3549ad,f12a75c0e5a5c261,60,60,action,action
81503463,2026-06-23,1,0,stratified,1125054,Sumant V J,河村直樹,0,DECISIVE,0,52,5,4,f5c72d899ca8b632,2c9b6cbbab859256,60,60,action,action
82265505,2026-06-27,1,0,stratified,1687944,Takaaki Matsuda,tetsuro731,0,DECISIVE,1,76,12,11,2b3108749e2032d7,aa2398e69a3549ad,60,60,action,action
81524111,2026-06-23,1,0,stratified,1494069,NeckBeard,yoshi,0,DECISIVE,0,64,7,6,95cf523ef7febb46,4911d251036bbddc,60,60,action,action
81454501,2026-06-23,1,0,stratified,1437784,baudo828,NuuNohjo,1,DECISIVE,0,67,7,8,c560f1caa3468d1c,6f11053c647355ae,60,60,action,action
82344057,2026-06-28,1,0,stratified,2271850,Legend Brothers,reika555,0,DECISIVE,0,91,11,10,31235eddd9aefebc,2b3108749e2032d7,60,60,action,action
82393986,2026-06-28,1,0,stratified,1489494,俺達何え?チームcudgk,haiy_qq,1,DECISIVE,0,65,7,8,6948b9208b17fad2,2b3108749e2032d7,60,60,action,action
82064091,2026-06-26,1,0,stratified,1742123,Jaga,aaa,1,DECISIVE,0,79,9,10,7e126a3431e21d4d,aa2398e69a3549ad,60,60,action,action
81439277,2026-06-23,1,1,stratified,2768284,S3R3Bii,kidekikish,1,DECISIVE,1,113,16,17,aa2398e69a3549ad,cf54338b6b99acc3,60,60,action,action
82124111,2026-06-27,1,1,stratified,3063899,Bigree,habakan,0,DECISIVE,0,113,9,8,b8027dd41807d784,4a256a933ac66a7b,60,60,action,action
81473435,2026-06-23,1,1,stratified,2351035,I wanna be the very best,NiaAtSyzd,0,DECISIVE,0,96,13,12,da2a64c2ecaab66a,6c534f1524e51c74,60,60,action,action
82294990,2026-06-27,1,1,stratified,2704014,suraki0120,Matthew Huang,1,DECISIVE,0,110,11,12,aa2398e69a3549ad,4a256a933ac66a7b,60,60,action,action
81961990,2026-06-26,1,1,stratified,2470624,MPGaming,lingyundev,1,DECISIVE,1,99,12,13,6948b9208b17fad2,2b3108749e2032d7,60,60,action,action
82090157,2026-06-26,1,1,stratified,2760315,Kinf11,hikarimaru,1,DECISIVE,1,106,20,21,cf54338b6b99acc3,2b3108749e2032d7,60,60,action,action
82707498,2026-06-29,1,1,stratified,2982299,Takaaki Matsuda,Shun,0,DECISIVE,1,118,14,13,890af7220ecf499d,ec75fde5aaa1daf0,60,60,action,action
82481128,2026-06-28,1,1,stratified,2487437,THIRD PTCG Club,NukoNiko15,0,DECISIVE,0,101,9,8,6b960e3ec5086fd3,2b3108749e2032d7,60,60,action,action
82385879,2026-06-28,1,1,stratified,2542703,Hexylab,Octavi Grau,1,DECISIVE,1,100,12,13,aa2398e69a3549ad,4a256a933ac66a7b,60,60,action,action
82593206,2026-06-29,1,1,stratified,2682266,capbloo,iwashi,0,DECISIVE,0,104,9,8,22e465ba34de23db,2b3108749e2032d7,60,60,action,action
82504514,2026-06-28,1,1,stratified,2987308,Aditya,soraemon,0,DECISIVE,0,112,9,8,bb2d316213f97f70,ad9eb15621c47305,60,60,action,action
