episode_id,serial,first_turn,first_energy_turn,reached_drakloak,reached_dragapult_ex,last_turn_seen,last_id_seen,last_hp_seen,disappeared_early_ko,vanished_unclear,energy_stranded_pre_ex
92646459,71,6,6,False,True,10,121,200,False,False,False
92646459,70,10,,True,False,10,120,40,False,False,False
92647392,64,2,4,False,False,4,119,70,False,True,True
92647392,63,2,,False,False,4,119,70,False,True,False
92647392,65,2,4,False,False,6,119,70,False,True,True
92647392,69,4,4,True,False,6,120,90,False,True,True
92647392,67,4,6,True,False,8,120,90,False,True,True
92647392,73,6,6,False,True,12,121,290,False,False,False
92647392,70,6,6,True,False,12,120,90,False,False,False
92647392,71,8,8,False,True,12,121,320,False,False,False
92647392,66,10,,False,False,12,119,70,False,False,False
92647392,68,12,,True,False,12,120,90,False,False,False
92648320,66,2,12,False,False,12,119,70,False,False,False
92648320,65,2,2,False,False,4,119,70,False,True,True
92648320,63,2,8,False,False,12,119,70,False,False,False
92648320,69,4,4,True,False,6,120,90,False,True,True
92648320,73,6,6,False,True,12,121,70,False,False,False
92648320,64,12,,False,False,12,119,70,False,False,False
92649266,63,2,,False,False,4,119,70,False,True,False
92649266,65,2,4,False,False,6,119,70,False,True,True
92649266,70,4,,True,False,4,120,90,False,True,False
92649266,64,6,6,False,False,8,119,70,False,True,True
92649266,67,6,6,True,False,6,120,90,False,True,True
92649266,68,8,8,True,False,8,120,90,False,True,True
92650212,63,2,4,False,False,6,119,70,False,True,True
92650212,66,2,4,False,False,12,119,70,False,False,False
92650212,65,6,,False,False,12,119,70,False,False,False
92650212,67,6,6,True,False,8,120,90,False,True,True
92650212,71,8,10,False,True,12,121,70,False,False,False
92650212,68,8,,True,False,8,120,90,False,True,False
92650212,70,12,,True,False,12,120,90,False,False,False
92650212,69,12,,True,False,12,120,90,False,False,False
92652121,63,2,2,False,False,4,119,70,False,True,True
92652121,65,4,4,False,False,6,119,70,False,True,True
92652121,64,4,,False,False,8,119,70,False,True,False
92652121,69,4,4,True,False,6,120,90,False,True,True
92652121,71,6,6,False,True,16,121,320,False,False,False
92652121,67,6,6,True,False,16,120,90,False,False,False
92652121,73,8,12,False,True,16,121,320,False,False,False
92653055,63,2,6,False,False,8,119,70,False,False,False
92653055,65,2,2,False,False,4,119,70,False,True,True
92653055,64,2,4,False,False,4,119,70,False,True,True
92653055,68,4,4,True,False,8,120,90,False,False,False
92653055,67,4,4,True,False,6,120,30,False,True,True
92653055,72,6,6,False,True,6,121,260,False,True,False
92653055,73,8,8,False,True,8,121,320,False,False,False
92654005,63,2,6,False,False,10,119,70,False,True,True
92654005,64,2,2,False,False,4,119,70,False,True,True
92654005,66,2,4,False,False,10,119,70,False,True,True
92654005,69,4,4,True,False,6,120,90,False,True,True
92654005,72,6,6,False,True,18,121,80,False,True,False
92654005,68,10,10,True,False,24,120,90,False,False,False
92654005,65,10,10,False,False,12,119,70,False,True,True
92654005,70,10,12,True,False,12,120,90,False,True,True
92654005,67,12,12,True,False,24,120,90,False,False,False
92654005,73,12,12,False,True,22,121,80,False,True,False
92654952,3,1,,False,False,23,119,70,False,False,False
92654952,6,1,,False,False,5,119,70,False,True,False
92654952,5,1,,False,False,5,119,70,False,True,False
92654952,9,3,,True,False,5,120,90,False,True,False
92654952,4,5,,False,False,7,119,70,False,True,False
92654952,8,5,,True,False,7,120,90,False,True,False
92654952,13,5,5,False,True,15,121,80,False,True,False
92654952,7,5,11,True,False,19,120,90,False,True,True
92654952,11,7,7,False,True,17,121,80,False,True,False
92654952,10,7,13,True,False,23,120,90,False,False,False
92654952,12,19,19,False,True,23,121,80,False,False,False
92655907,63,2,4,False,False,16,119,70,False,False,False
92655907,64,2,2,False,False,4,119,70,False,True,True
92655907,66,2,,False,False,4,119,70,False,True,False
92655907,65,2,6,False,False,8,119,70,False,True,True
92655907,70,4,4,True,False,16,120,90,False,False,False
92655907,68,4,4,True,False,6,120,90,False,True,True
92655907,69,4,8,True,False,14,120,90,False,True,True
92655907,71,6,6,False,True,8,121,200,False,True,False
92655907,72,8,8,False,True,16,121,60,False,False,False
92656873,6,1,1,False,False,13,119,70,False,False,False
92656873,3,1,,False,False,9,119,70,False,True,False
92656873,5,5,9,False,False,11,119,70,False,True,True
92656873,4,5,9,False,False,13,119,70,False,False,False
92656873,11,11,11,False,True,11,121,320,False,True,False
92656873,7,13,13,True,False,13,120,90,False,False,False
92656873,10,13,,True,False,13,120,90,False,False,False
92657829,64,2,2,False,False,4,119,70,False,True,True
92657829,66,2,,False,False,4,119,70,False,True,False
92657829,65,2,4,False,False,4,119,70,False,True,True
92657829,63,2,,False,False,6,119,70,False,True,False
92657829,68,4,4,True,False,4,120,90,False,True,True
92657829,69,4,,True,False,6,120,90,False,True,False
92657829,72,4,4,False,True,12,121,140,False,False,False
92657829,71,6,6,False,True,12,121,320,False,False,False
92657829,70,6,12,True,False,12,120,90,False,False,False
92658764,3,1,1,False,False,3,119,60,False,True,True
92658764,4,3,3,False,False,5,119,70,False,True,True
92658764,5,3,,False,False,9,119,70,False,False,False
92658764,8,3,3,True,False,5,120,80,False,True,True
92658764,12,5,5,False,True,9,121,300,False,False,False
92658764,11,5,5,False,True,9,121,310,False,False,False
92658764,10,9,9,True,False,9,120,90,False,False,False
92659740,63,2,6,False,False,8,119,70,False,True,True
92659740,66,2,2,False,False,4,119,70,False,True,True
92659740,64,2,12,False,False,14,119,70,False,False,False
92659740,68,4,4,True,False,6,120,90,False,True,True
92659740,71,6,6,False,True,14,121,80,False,False,False
92659740,69,8,8,True,False,14,120,90,False,False,False
92659740,72,8,8,False,True,10,121,140,False,True,False
92659740,73,14,14,False,True,14,121,320,False,False,False
92659740,67,14,14,True,False,14,120,90,False,False,False
