episode_id,turn,step,decision_index,state_id,select_context,select_context_name,n_available_actions,available_action_types,chosen_action,chosen_action_types,category,next_state,game_result,our_active_id_before,our_active_hp_before,opp_active_id_before,opp_active_hp_before,our_prize_before,opp_prize_before,log_duration_s,log_stdout_nonempty,log_stderr_nonempty,agent_log_match,observation_match,visibility
92158945,3.0,21,11,92158945:20,0.0,MAIN,4,"{""PLAY"": 2, ""ABILITY"": 1, ""END"": 1}",[2],ABILITY,RESOURCE_MANAGEMENT,92158945:21,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.001289,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,3.0,22,12,92158945:21,7.0,TO_HAND,2,"{""CARD"": 2}",[0],CARD,RESOURCE_MANAGEMENT,92158945:22,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.001523,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,3.0,23,13,92158945:22,0.0,MAIN,4,"{""PLAY"": 3, ""END"": 1}",[2],PLAY,RESOURCE_MANAGEMENT,92158945:23,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.00145,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,3.0,24,14,92158945:23,8.0,DISCARD,5,"{""CARD"": 5}","[2, 1]","CARD,CARD",RESOURCE_MANAGEMENT,92158945:24,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.001383,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,3.0,25,15,92158945:24,7.0,TO_HAND,8,"{""CARD"": 8}",[2],CARD,RESOURCE_MANAGEMENT,92158945:25,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.001678,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,3.0,26,16,92158945:25,0.0,MAIN,4,"{""PLAY"": 1, ""EVOLVE"": 2, ""END"": 1}",[1],EVOLVE,BENCH_MANAGEMENT,92158945:26,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.001328,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,3.0,27,17,92158945:26,0.0,MAIN,3,"{""PLAY"": 1, ""ABILITY"": 1, ""END"": 1}",[1],ABILITY,RESOURCE_MANAGEMENT,92158945:27,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.001754,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,3.0,28,18,92158945:27,7.0,TO_HAND,2,"{""CARD"": 2}",[1],CARD,RESOURCE_MANAGEMENT,92158945:28,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.095268,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,3.0,29,19,92158945:28,0.0,MAIN,3,"{""PLAY"": 2, ""END"": 1}",[1],PLAY,RESOURCE_MANAGEMENT,92158945:29,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.001504,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,3.0,30,20,92158945:29,7.0,TO_HAND,3,"{""CARD"": 3}",[0],CARD,RESOURCE_MANAGEMENT,92158945:30,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.001585,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,3.0,31,21,92158945:30,0.0,MAIN,3,"{""PLAY"": 1, ""EVOLVE"": 1, ""END"": 1}",[1],EVOLVE,BENCH_MANAGEMENT,92158945:31,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.00173,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,3.0,32,22,92158945:31,0.0,MAIN,3,"{""PLAY"": 1, ""ABILITY"": 1, ""END"": 1}",[1],ABILITY,RESOURCE_MANAGEMENT,92158945:32,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.001665,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,3.0,33,23,92158945:32,7.0,TO_HAND,2,"{""CARD"": 2}",[0],CARD,RESOURCE_MANAGEMENT,92158945:33,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.001408,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,3.0,34,24,92158945:33,0.0,MAIN,6,"{""PLAY"": 1, ""ATTACH"": 4, ""END"": 1}",[2],ATTACH,ENERGY_MANAGEMENT,92158945:34,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.00162,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,3.0,35,25,92158945:34,0.0,MAIN,2,"{""PLAY"": 1, ""END"": 1}",[0],PLAY,RESOURCE_MANAGEMENT,92158945:35,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.001571,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,3.0,36,26,92158945:35,0.0,MAIN,5,"{""PLAY"": 4, ""END"": 1}",[1],PLAY,RESOURCE_MANAGEMENT,92158945:36,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.001448,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,3.0,37,27,92158945:36,30.0,DISCARD_ENERGY,1,"{""ENERGY"": 1}",[0],ENERGY,ENERGY_MANAGEMENT,92158945:37,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.001556,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,3.0,40,28,92158945:39,0.0,MAIN,4,"{""PLAY"": 3, ""END"": 1}",[],,TIMING,92158945:40,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.001364,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,5.0,41,29,92158945:40,0.0,MAIN,15,"{""PLAY"": 7, ""ATTACH"": 4, ""ABILITY"": 3, ""END"": 1}",[11],ABILITY,RESOURCE_MANAGEMENT,92158945:41,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.001222,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,5.0,42,30,92158945:41,7.0,TO_HAND,2,"{""CARD"": 2}",[0],CARD,RESOURCE_MANAGEMENT,92158945:42,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.001589,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,5.0,43,31,92158945:42,0.0,MAIN,14,"{""PLAY"": 7, ""ATTACH"": 4, ""ABILITY"": 2, ""END"": 1}",[11],ABILITY,RESOURCE_MANAGEMENT,92158945:43,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.00117,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,5.0,44,32,92158945:43,7.0,TO_HAND,2,"{""CARD"": 2}",[1],CARD,RESOURCE_MANAGEMENT,92158945:44,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.0018,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,5.0,45,33,92158945:44,0.0,MAIN,14,"{""PLAY"": 8, ""ATTACH"": 4, ""ABILITY"": 1, ""END"": 1}",[12],ABILITY,RESOURCE_MANAGEMENT,92158945:45,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.001064,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,5.0,46,34,92158945:45,7.0,TO_HAND,2,"{""CARD"": 2}",[0],CARD,RESOURCE_MANAGEMENT,92158945:46,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.00212,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,5.0,47,35,92158945:46,0.0,MAIN,14,"{""PLAY"": 9, ""ATTACH"": 4, ""END"": 1}",[10],PLAY,RESOURCE_MANAGEMENT,92158945:47,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.001517,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,5.0,48,36,92158945:47,8.0,DISCARD,10,"{""CARD"": 10}","[0, 6]","CARD,CARD",RESOURCE_MANAGEMENT,92158945:48,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.001687,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,5.0,49,37,92158945:48,7.0,TO_HAND,5,"{""CARD"": 5}",[2],CARD,RESOURCE_MANAGEMENT,92158945:49,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.001431,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,5.0,50,38,92158945:49,0.0,MAIN,14,"{""PLAY"": 6, ""ATTACH"": 4, ""EVOLVE"": 3, ""END"": 1}",[11],EVOLVE,BENCH_MANAGEMENT,92158945:50,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.001399,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,5.0,51,39,92158945:50,0.0,MAIN,11,"{""PLAY"": 6, ""ATTACH"": 4, ""END"": 1}",[8],PLAY,RESOURCE_MANAGEMENT,92158945:51,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.001461,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,5.0,52,40,92158945:51,7.0,TO_HAND,6,"{""CARD"": 6}",[0],CARD,RESOURCE_MANAGEMENT,92158945:52,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.001481,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,5.0,53,41,92158945:52,22.0,ATTACH_TO,4,"{""CARD"": 4}",[0],CARD,ENERGY_MANAGEMENT,92158945:53,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.001918,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,5.0,54,42,92158945:53,21.0,ATTACH_FROM,4,"{""CARD"": 4}",[1],CARD,ENERGY_MANAGEMENT,92158945:54,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.001749,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,5.0,55,43,92158945:54,0.0,MAIN,12,"{""PLAY"": 3, ""ATTACH"": 8, ""END"": 1}",[1],ATTACH,ENERGY_MANAGEMENT,92158945:55,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.001741,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,5.0,56,44,92158945:55,0.0,MAIN,5,"{""PLAY"": 3, ""RETREAT"": 1, ""END"": 1}",[3],RETREAT,RETREAT_SELECTION,92158945:56,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.001605,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,5.0,57,45,92158945:56,30.0,DISCARD_ENERGY,1,"{""ENERGY"": 1}",[0],ENERGY,ENERGY_MANAGEMENT,92158945:57,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.001425,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,5.0,58,46,92158945:57,3.0,SWITCH,3,"{""CARD"": 3}",[0],CARD,ACTIVE_POKEMON_SELECTION,92158945:58,WIN,120.0,90.0,414.0,120.0,6.0,6.0,0.001503,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,5.0,59,47,92158945:58,0.0,MAIN,6,"{""PLAY"": 3, ""ATTACK"": 2, ""END"": 1}",[4],ATTACK,ATTACK_SELECTION,92158945:59,WIN,121.0,320.0,414.0,120.0,6.0,6.0,0.001459,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,5.0,60,48,92158945:59,14.0,DAMAGE_COUNTER_ANY,3,"{""CARD"": 3}",[0],CARD,TARGET_SELECTION,92158945:60,WIN,121.0,320.0,414.0,0.0,6.0,6.0,0.001463,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,5.0,61,49,92158945:60,14.0,DAMAGE_COUNTER_ANY,3,"{""CARD"": 3}",[0],CARD,TARGET_SELECTION,92158945:61,WIN,121.0,320.0,414.0,0.0,6.0,6.0,0.001555,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,5.0,62,50,92158945:61,14.0,DAMAGE_COUNTER_ANY,3,"{""CARD"": 3}",[0],CARD,TARGET_SELECTION,92158945:62,WIN,121.0,320.0,414.0,0.0,6.0,6.0,0.001749,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,5.0,63,51,92158945:62,14.0,DAMAGE_COUNTER_ANY,3,"{""CARD"": 3}",[0],CARD,TARGET_SELECTION,92158945:63,WIN,121.0,320.0,414.0,0.0,6.0,6.0,0.001869,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,5.0,64,52,92158945:63,14.0,DAMAGE_COUNTER_ANY,3,"{""CARD"": 3}",[0],CARD,TARGET_SELECTION,92158945:64,WIN,121.0,320.0,414.0,0.0,6.0,6.0,0.001471,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,5.0,65,53,92158945:64,14.0,DAMAGE_COUNTER_ANY,3,"{""CARD"": 3}",[0],CARD,TARGET_SELECTION,92158945:65,WIN,121.0,320.0,414.0,0.0,6.0,6.0,0.001631,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,5.0,78,54,92158945:77,7.0,TO_HAND,6,"{""CARD"": 6}",[],,RESOURCE_MANAGEMENT,92158945:78,WIN,121.0,320.0,,,6.0,6.0,0.002005,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,7.0,79,55,92158945:78,0.0,MAIN,13,"{""PLAY"": 3, ""ATTACH"": 4, ""ABILITY"": 2, ""ATTACK"": 2, ""RETREAT"": 1, ""END"": 1}",[7],ABILITY,RESOURCE_MANAGEMENT,92158945:79,WIN,121.0,230.0,401.0,130.0,5.0,6.0,0.001551,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,7.0,80,56,92158945:79,7.0,TO_HAND,2,"{""CARD"": 2}",[1],CARD,RESOURCE_MANAGEMENT,92158945:80,WIN,121.0,230.0,401.0,130.0,5.0,6.0,0.001198,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,7.0,81,57,92158945:80,0.0,MAIN,14,"{""PLAY"": 3, ""ATTACH"": 4, ""EVOLVE"": 2, ""ABILITY"": 1, ""ATTACK"": 2, ""RETREAT"": 1, ""END"": 1}",[7],EVOLVE,BENCH_MANAGEMENT,92158945:81,WIN,121.0,230.0,401.0,130.0,5.0,6.0,0.001225,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,7.0,82,58,92158945:81,0.0,MAIN,12,"{""PLAY"": 3, ""ATTACH"": 4, ""ABILITY"": 1, ""ATTACK"": 2, ""RETREAT"": 1, ""END"": 1}",[7],ABILITY,RESOURCE_MANAGEMENT,92158945:82,WIN,121.0,230.0,401.0,130.0,5.0,6.0,0.001919,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,7.0,83,59,92158945:82,7.0,TO_HAND,2,"{""CARD"": 2}",[1],CARD,RESOURCE_MANAGEMENT,92158945:83,WIN,121.0,230.0,401.0,130.0,5.0,6.0,0.001515,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,7.0,84,60,92158945:83,0.0,MAIN,12,"{""PLAY"": 4, ""ATTACH"": 4, ""ATTACK"": 2, ""RETREAT"": 1, ""END"": 1}",[5],PLAY,RESOURCE_MANAGEMENT,92158945:84,WIN,121.0,230.0,401.0,130.0,5.0,6.0,0.001707,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,7.0,85,61,92158945:84,7.0,TO_HAND,4,"{""CARD"": 4}",[0],CARD,RESOURCE_MANAGEMENT,92158945:85,WIN,121.0,230.0,401.0,130.0,5.0,6.0,0.001412,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,7.0,86,62,92158945:85,22.0,ATTACH_TO,2,"{""CARD"": 2}",[0],CARD,ENERGY_MANAGEMENT,92158945:86,WIN,121.0,230.0,401.0,130.0,5.0,6.0,0.001806,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,7.0,87,63,92158945:86,21.0,ATTACH_FROM,4,"{""CARD"": 4}",[1],CARD,ENERGY_MANAGEMENT,92158945:87,WIN,121.0,230.0,401.0,130.0,5.0,6.0,0.001378,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,7.0,88,64,92158945:87,0.0,MAIN,13,"{""ATTACH"": 8, ""PLAY"": 1, ""ATTACK"": 2, ""RETREAT"": 1, ""END"": 1}",[6],ATTACH,ENERGY_MANAGEMENT,92158945:88,WIN,121.0,230.0,401.0,130.0,5.0,6.0,0.00149,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,7.0,89,65,92158945:88,0.0,MAIN,5,"{""PLAY"": 1, ""ATTACK"": 2, ""RETREAT"": 1, ""END"": 1}",[2],ATTACK,ATTACK_SELECTION,92158945:89,WIN,121.0,230.0,401.0,130.0,5.0,6.0,0.001324,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,7.0,90,66,92158945:89,14.0,DAMAGE_COUNTER_ANY,2,"{""CARD"": 2}",[0],CARD,TARGET_SELECTION,92158945:90,WIN,121.0,230.0,401.0,130.0,5.0,6.0,0.001457,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,7.0,91,67,92158945:90,14.0,DAMAGE_COUNTER_ANY,2,"{""CARD"": 2}",[0],CARD,TARGET_SELECTION,92158945:91,WIN,121.0,230.0,401.0,130.0,5.0,6.0,0.001845,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,7.0,92,68,92158945:91,14.0,DAMAGE_COUNTER_ANY,2,"{""CARD"": 2}",[0],CARD,TARGET_SELECTION,92158945:92,WIN,121.0,230.0,401.0,130.0,5.0,6.0,0.001785,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,7.0,93,69,92158945:92,14.0,DAMAGE_COUNTER_ANY,2,"{""CARD"": 2}",[0],CARD,TARGET_SELECTION,92158945:93,WIN,121.0,230.0,401.0,130.0,5.0,6.0,0.001575,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,7.0,94,70,92158945:93,14.0,DAMAGE_COUNTER_ANY,2,"{""CARD"": 2}",[0],CARD,TARGET_SELECTION,92158945:94,WIN,121.0,230.0,401.0,130.0,5.0,6.0,0.001789,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,7.0,103,71,92158945:102,14.0,DAMAGE_COUNTER_ANY,2,"{""CARD"": 2}",[],,TARGET_SELECTION,92158945:103,WIN,121.0,230.0,401.0,130.0,5.0,6.0,0.00179,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,8.0,104,72,92158945:103,4.0,TO_ACTIVE,3,"{""CARD"": 3}",[2],CARD,ACTIVE_POKEMON_SELECTION,92158945:104,WIN,,,401.0,130.0,5.0,5.0,0.001099,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,9.0,105,73,92158945:104,0.0,MAIN,10,"{""PLAY"": 4, ""ATTACH"": 3, ""ATTACK"": 1, ""RETREAT"": 1, ""END"": 1}",[6],PLAY,RESOURCE_MANAGEMENT,92158945:105,WIN,235.0,30.0,401.0,130.0,5.0,5.0,0.001647,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,9.0,106,74,92158945:105,0.0,MAIN,10,"{""PLAY"": 4, ""ATTACH"": 3, ""ATTACK"": 1, ""RETREAT"": 1, ""END"": 1}",[6],PLAY,RESOURCE_MANAGEMENT,92158945:106,WIN,235.0,30.0,401.0,130.0,5.0,5.0,0.001251,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,9.0,107,75,92158945:106,0.0,MAIN,9,"{""PLAY"": 3, ""ATTACH"": 3, ""ATTACK"": 1, ""RETREAT"": 1, ""END"": 1}",[4],PLAY,RESOURCE_MANAGEMENT,92158945:107,WIN,235.0,30.0,401.0,130.0,5.0,5.0,0.001533,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,9.0,108,76,92158945:107,0.0,MAIN,9,"{""PLAY"": 2, ""ATTACH"": 4, ""ATTACK"": 1, ""RETREAT"": 1, ""END"": 1}",[7],RETREAT,RETREAT_SELECTION,92158945:108,WIN,235.0,30.0,401.0,130.0,5.0,5.0,0.001661,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,9.0,109,77,92158945:108,3.0,SWITCH,3,"{""CARD"": 3}",[0],CARD,ACTIVE_POKEMON_SELECTION,92158945:109,WIN,235.0,30.0,401.0,130.0,5.0,5.0,0.001731,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,9.0,110,78,92158945:109,0.0,MAIN,9,"{""PLAY"": 2, ""ATTACH"": 4, ""ATTACK"": 2, ""END"": 1}",[7],ATTACK,ATTACK_SELECTION,92158945:110,WIN,121.0,320.0,401.0,130.0,5.0,5.0,0.001703,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,9.0,111,79,92158945:110,14.0,DAMAGE_COUNTER_ANY,2,"{""CARD"": 2}",[0],CARD,TARGET_SELECTION,92158945:111,WIN,121.0,320.0,401.0,0.0,5.0,5.0,0.00148,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,9.0,112,80,92158945:111,14.0,DAMAGE_COUNTER_ANY,2,"{""CARD"": 2}",[0],CARD,TARGET_SELECTION,92158945:112,WIN,121.0,320.0,401.0,0.0,5.0,5.0,0.001574,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,9.0,113,81,92158945:112,14.0,DAMAGE_COUNTER_ANY,2,"{""CARD"": 2}",[0],CARD,TARGET_SELECTION,92158945:113,WIN,121.0,320.0,401.0,0.0,5.0,5.0,0.001459,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,9.0,114,82,92158945:113,14.0,DAMAGE_COUNTER_ANY,2,"{""CARD"": 2}",[0],CARD,TARGET_SELECTION,92158945:114,WIN,121.0,320.0,401.0,0.0,5.0,5.0,0.001818,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,9.0,115,83,92158945:114,14.0,DAMAGE_COUNTER_ANY,2,"{""CARD"": 2}",[0],CARD,TARGET_SELECTION,92158945:115,WIN,121.0,320.0,401.0,0.0,5.0,5.0,0.001706,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,9.0,116,84,92158945:115,14.0,DAMAGE_COUNTER_ANY,2,"{""CARD"": 2}",[0],CARD,TARGET_SELECTION,92158945:116,WIN,121.0,320.0,401.0,0.0,5.0,5.0,0.00141,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,9.0,128,85,92158945:127,7.0,TO_HAND,5,"{""CARD"": 5}",[],,RESOURCE_MANAGEMENT,92158945:128,WIN,121.0,320.0,,,5.0,5.0,0.001703,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,11.0,129,86,92158945:128,0.0,MAIN,7,"{""PLAY"": 3, ""ATTACK"": 2, ""RETREAT"": 1, ""END"": 1}",[0],PLAY,RESOURCE_MANAGEMENT,92158945:129,WIN,121.0,200.0,401.0,130.0,4.0,5.0,0.001137,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,11.0,130,87,92158945:129,7.0,TO_HAND,4,"{""CARD"": 4}",[3],CARD,RESOURCE_MANAGEMENT,92158945:130,WIN,121.0,200.0,401.0,130.0,4.0,5.0,0.001782,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,11.0,131,88,92158945:130,0.0,MAIN,7,"{""PLAY"": 3, ""ATTACK"": 2, ""RETREAT"": 1, ""END"": 1}",[2],PLAY,RESOURCE_MANAGEMENT,92158945:131,WIN,121.0,200.0,401.0,130.0,4.0,5.0,0.001471,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,11.0,132,89,92158945:131,0.0,MAIN,6,"{""PLAY"": 2, ""ATTACK"": 2, ""RETREAT"": 1, ""END"": 1}",[1],PLAY,RESOURCE_MANAGEMENT,92158945:132,WIN,121.0,200.0,401.0,130.0,4.0,5.0,0.001763,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,11.0,133,90,92158945:132,30.0,DISCARD_ENERGY,2,"{""ENERGY"": 2}",[0],ENERGY,ENERGY_MANAGEMENT,92158945:133,WIN,121.0,200.0,401.0,130.0,4.0,5.0,0.00152,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,11.0,134,91,92158945:133,0.0,MAIN,5,"{""PLAY"": 1, ""ATTACK"": 2, ""RETREAT"": 1, ""END"": 1}",[2],ATTACK,ATTACK_SELECTION,92158945:134,WIN,121.0,200.0,401.0,130.0,4.0,5.0,0.001265,False,False,YES,EXACT,VISIBLE_TO_AGENT
92158945,11.0,135,92,92158945:134,14.0,DAMAGE_COUNTER_ANY,2,"{""CARD"": 2}",[1],CARD,TARGET_SELECTION,92158945:135,WIN,121.0,200.0,401.0,0.0,4.0,5.0,0.001533,False,False,YES,EXACT,VISIBLE_TO_AGENT
