deck_hash,label,cluster_id,games,share_pct,wins,losses,win_rate,wilson_lo,wilson_hi,first_player_win_rate,second_player_win_rate,avg_player_rating_inferred,avg_opponent_rating_inferred,avg_game_length,confidence
8907612d396f895a,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex,14,0.201,6,8,0.4286,0.2138,0.6741,0.5,0.25,1079.4,1126.3,144.9,INSUFFICIENT
d2e1bedcf0288b4f,UNLABELED,UNLABELED_CLUSTER_08,14,0.201,11,3,0.7857,0.5241,0.9243,0.8,0.75,1072.2,1104.8,121.5,INSUFFICIENT
9d1dad39ec641aa0,Mega Lucario ex,Mega Lucario ex,14,0.201,6,8,0.4286,0.2138,0.6741,0.0,0.4615,1083.2,1120.6,134.3,INSUFFICIENT
a6449dd6b7ace502,Cynthia's Garchomp ex,Cynthia's Garchomp ex,14,0.201,8,6,0.5714,0.3259,0.7862,0.4286,0.7143,1063.2,1100.2,173.3,INSUFFICIENT
e9647ebbaa869e6b,Dragapult ex,Dragapult ex,13,0.186,9,4,0.6923,0.4237,0.8732,0.5,1.0,1077.0,1083.7,185.1,INSUFFICIENT
0065b4cfff358aba,UNLABELED,UNLABELED_CLUSTER_01,13,0.186,8,5,0.6154,0.3552,0.8229,0.5,0.6667,1095.6,1101.6,155.9,INSUFFICIENT
1a6bef5759001c56,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex,13,0.186,6,7,0.4615,0.2321,0.7086,0.8,0.25,1106.9,1082.8,168.8,INSUFFICIENT
0fb452788ceca249,Mega Kangaskhan ex,Mega Kangaskhan ex,13,0.186,9,4,0.6923,0.4237,0.8732,0.8571,0.5,1080.0,1092.8,101.5,INSUFFICIENT
156485fe400622e4,UNLABELED,UNLABELED_CLUSTER_02,13,0.186,4,9,0.3077,0.1268,0.5763,0.4444,0.0,1065.0,1087.7,155.1,INSUFFICIENT
fbbd8ac1e662e82c,Fezandipiti ex,Fezandipiti ex,13,0.186,6,7,0.4615,0.2321,0.7086,0.5,0.4286,1106.6,1120.4,150.1,INSUFFICIENT
d19dd275a0b6998b,UNLABELED,UNLABELED_CLUSTER_07,13,0.186,9,4,0.6923,0.4237,0.8732,0.7143,0.6667,1174.3,1128.9,120.8,INSUFFICIENT
61c5f1394e265863,UNLABELED,UNLABELED_CLUSTER_15,12,0.172,9,3,0.75,0.4677,0.9111,0.8,0.7143,1183.4,1132.2,131.1,INSUFFICIENT
3a9221cdc7ce6934,Dragapult ex,Dragapult ex,12,0.172,7,5,0.5833,0.3195,0.8067,0.4286,0.8,1076.5,1108.0,180.0,INSUFFICIENT
102b0ac263351177,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex,12,0.172,6,6,0.5,0.2538,0.7462,0.3333,0.6667,1059.2,1110.3,161.7,INSUFFICIENT
a60edec4f2dfc3e5,Team Rocket's Mewtwo ex,Team Rocket's Mewtwo ex,12,0.172,7,5,0.5833,0.3195,0.8067,0.5714,0.6,1120.9,1106.7,152.6,INSUFFICIENT
07ab87cf5acd3608,Fezandipiti ex,Fezandipiti ex,12,0.172,8,4,0.6667,0.3906,0.8619,0.5714,0.8,1058.0,1092.3,152.8,INSUFFICIENT
fb85400b6df83aa3,Fezandipiti ex,Fezandipiti ex,12,0.172,4,8,0.3333,0.1381,0.6094,0.3333,0.3333,1078.1,1107.8,153.8,INSUFFICIENT
da2a64c2ecaab66a,Mega Abomasnow ex,Mega Abomasnow ex,12,0.172,7,5,0.5833,0.3195,0.8067,0.75,0.25,631.4,685.4,57.8,INSUFFICIENT
f8261f22b9cd0c48,Dragapult ex,Dragapult ex,12,0.172,9,3,0.75,0.4677,0.9111,0.8182,0.0,1050.9,1106.6,180.8,INSUFFICIENT
16eb558bab120cba,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex,11,0.158,2,9,0.1818,0.0514,0.477,0.2857,0.0,1075.8,1124.2,141.8,INSUFFICIENT
b166b6b93aa1670b,UNLABELED,UNLABELED_CLUSTER_02,11,0.158,3,8,0.2727,0.0975,0.5657,0.0,0.3,1045.0,1080.7,141.9,INSUFFICIENT
7c0a454617fc9ab4,Mega Kangaskhan ex,Mega Kangaskhan ex,11,0.158,7,4,0.6364,0.3538,0.8483,0.7143,0.5,1129.7,1108.8,119.5,INSUFFICIENT
d27ab9465febb3da,Mega Kangaskhan ex,Mega Kangaskhan ex,11,0.158,6,5,0.5455,0.2801,0.7873,0.625,0.3333,1117.2,1110.0,138.4,INSUFFICIENT
a7d5394d86394bcd,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex,10,0.143,4,6,0.4,0.1682,0.6873,0.5,0.25,1079.6,1081.2,180.4,INSUFFICIENT
888826866a5bccdd,Mega Kangaskhan ex,Mega Kangaskhan ex,10,0.143,8,2,0.8,0.4902,0.9433,1.0,0.6,1073.9,1094.0,157.7,INSUFFICIENT
712e7e9d851a570b,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex,10,0.143,6,4,0.6,0.3127,0.8318,0.75,0.5,1010.0,1064.4,150.5,INSUFFICIENT
8417597ea8879a72,UNLABELED,UNLABELED_CLUSTER_16,10,0.143,3,7,0.3,0.1078,0.6032,0.2857,0.3333,1086.1,1111.4,144.0,INSUFFICIENT
a88ac606b2d71a36,UNLABELED,UNLABELED_CLUSTER_04,10,0.143,4,6,0.4,0.1682,0.6873,0.0,0.5,1157.6,1092.0,118.4,INSUFFICIENT
9e430faa7c831500,UNLABELED,UNLABELED_CLUSTER_08,10,0.143,6,4,0.6,0.3127,0.8318,0.6667,0.5,1103.1,1160.8,143.5,INSUFFICIENT
111d0a87c7071fde,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex,10,0.143,5,5,0.5,0.2366,0.7634,0.3333,0.75,1127.3,1085.7,127.7,INSUFFICIENT
fc239cfea35c4828,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex,10,0.143,6,4,0.6,0.3127,0.8318,0.5714,0.6667,1090.2,1094.1,189.5,INSUFFICIENT
6f38a6915ee11a29,Mega Kangaskhan ex,Mega Kangaskhan ex,9,0.129,6,3,0.6667,0.3542,0.8794,1.0,0.4,1121.9,1080.1,178.6,INSUFFICIENT
0fe5bb1f17b6b854,Team Rocket's Mewtwo ex,Team Rocket's Mewtwo ex,9,0.129,6,3,0.6667,0.3542,0.8794,0.8571,0.0,1083.0,1137.3,173.3,INSUFFICIENT
24d2f0bf0cee8dde,Fezandipiti ex,Fezandipiti ex,9,0.129,2,7,0.2222,0.0632,0.5474,0.3333,0.0,1068.3,1082.4,171.1,INSUFFICIENT
8ff1e185fabb8099,UNLABELED,UNLABELED_CLUSTER_14,9,0.129,4,5,0.4444,0.1888,0.7334,1.0,0.375,1058.6,1076.5,127.4,INSUFFICIENT
884c0683209ead35,Dragapult ex,Dragapult ex,9,0.129,4,5,0.4444,0.1888,0.7334,0.5,0.4,1103.1,1072.1,185.4,INSUFFICIENT
7d3dd55013032486,Dragapult ex,Dragapult ex,9,0.129,6,3,0.6667,0.3542,0.8794,1.0,0.4,1086.4,1099.2,129.3,INSUFFICIENT
079a59b4e50730a5,Fezandipiti ex,Fezandipiti ex,8,0.115,5,3,0.625,0.3057,0.8632,0.75,0.5,1068.3,1073.2,179.5,INSUFFICIENT
d8c9db09b2d04f55,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex,8,0.115,4,4,0.5,0.2152,0.7848,0.6,0.3333,1076.7,1089.3,157.6,INSUFFICIENT
4164643d1cfb5694,UNLABELED,UNLABELED_CLUSTER_17,8,0.115,7,1,0.875,0.5291,0.9776,1.0,0.6667,887.4,882.6,96.0,INSUFFICIENT
057fd0ffbc716756,Mega Kangaskhan ex,Mega Kangaskhan ex,8,0.115,3,5,0.375,0.1368,0.6943,0.6667,0.2,1037.9,1069.5,150.6,INSUFFICIENT
17e0e94afdf4984b,Team Rocket's Mewtwo ex,Team Rocket's Mewtwo ex,8,0.115,5,3,0.625,0.3057,0.8632,0.5,0.75,1070.9,1084.0,160.8,INSUFFICIENT
2da70d7f4cb16df3,Fezandipiti ex,Fezandipiti ex,7,0.1,2,5,0.2857,0.0822,0.6411,0.2,0.5,1075.9,1091.4,144.1,INSUFFICIENT
63cc39b3cfe59c37,Dragapult ex,Dragapult ex,7,0.1,3,4,0.4286,0.1582,0.7495,0.5,0.4,1048.0,1104.0,167.7,INSUFFICIENT
6e15dd0f2dd6c299,Mega Lucario ex,Mega Lucario ex,7,0.1,4,3,0.5714,0.2505,0.8418,1.0,0.4,1071.3,1085.8,175.1,INSUFFICIENT
46b184ae9968549d,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex,7,0.1,3,4,0.4286,0.1582,0.7495,0.5,0.3333,1144.5,1083.6,146.4,INSUFFICIENT
7c58f3915e31351e,UNLABELED,UNLABELED_CLUSTER_20,7,0.1,3,4,0.4286,0.1582,0.7495,0.5,0.3333,1098.6,1065.1,120.6,INSUFFICIENT
4fa2d13d3f52f835,Fezandipiti ex,Fezandipiti ex,7,0.1,2,5,0.2857,0.0822,0.6411,0.0,0.4,1111.0,1070.8,162.4,INSUFFICIENT
450b46f82d284492,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex,7,0.1,5,2,0.7143,0.3589,0.9178,1.0,0.5,1059.4,1060.1,163.9,INSUFFICIENT
a3f1d2935659226e,Mega Lucario ex,Mega Lucario ex,7,0.1,2,5,0.2857,0.0822,0.6411,0.1667,1.0,1031.1,1101.3,122.0,INSUFFICIENT
b1513b47b94933fa,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex,7,0.1,3,4,0.4286,0.1582,0.7495,0.6,0.0,1019.6,1049.2,149.4,INSUFFICIENT
bc913d2ec5e06497,Dragapult ex,Dragapult ex,7,0.1,4,3,0.5714,0.2505,0.8418,0.4,1.0,1091.6,1100.0,205.4,INSUFFICIENT
ad9eb15621c47305,UNLABELED,UNLABELED_CLUSTER_07,7,0.1,4,3,0.5714,0.2505,0.8418,0.75,0.3333,1037.5,1036.7,91.9,INSUFFICIENT
c560f1caa3468d1c,UNLABELED,UNLABELED_CLUSTER_06,7,0.1,3,4,0.4286,0.1582,0.7495,0.5,0.0,825.4,866.8,76.0,INSUFFICIENT
9dfcab39e3ed21bf,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex,7,0.1,3,4,0.4286,0.1582,0.7495,,0.4286,1032.5,1051.5,143.6,INSUFFICIENT
8be72bbfa0bafaff,Mega Lucario ex,Mega Lucario ex,7,0.1,3,4,0.4286,0.1582,0.7495,0.5,0.3333,1052.8,1103.2,132.3,INSUFFICIENT
6b960e3ec5086fd3,Fezandipiti ex,Fezandipiti ex,7,0.1,5,2,0.7143,0.3589,0.9178,0.8,0.5,1162.8,1152.8,135.7,INSUFFICIENT
7f6aeb19dceb3577,UNLABELED,UNLABELED_CLUSTER_18,6,0.086,4,2,0.6667,0.3,0.9032,0.6667,0.6667,1099.5,1107.7,118.8,INSUFFICIENT
f59e852fe5450580,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex,6,0.086,2,4,0.3333,0.0968,0.7,0.0,0.4,1065.1,1052.6,178.3,INSUFFICIENT
0078ce0f297a4597,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex,6,0.086,3,3,0.5,0.1876,0.8124,0.6,0.0,1043.2,1070.4,172.7,INSUFFICIENT
e97ea339c59eb7e9,Team Rocket's Mewtwo ex,Team Rocket's Mewtwo ex,6,0.086,2,4,0.3333,0.0968,0.7,0.5,0.0,1004.5,1026.5,167.2,INSUFFICIENT
e69858a31af3698a,UNLABELED,UNLABELED_CLUSTER_24,6,0.086,4,2,0.6667,0.3,0.9032,1.0,0.3333,1046.2,1084.4,117.3,INSUFFICIENT
393e490e6960de29,Fezandipiti ex,Fezandipiti ex,6,0.086,3,3,0.5,0.1876,0.8124,0.25,1.0,1036.8,1045.1,177.2,INSUFFICIENT
495b41c6bf629ba8,UNLABELED,UNLABELED_CLUSTER_12,6,0.086,2,4,0.3333,0.0968,0.7,0.5,0.25,1090.1,1107.3,87.5,INSUFFICIENT
dec7cdaef424b950,Fezandipiti ex,Fezandipiti ex,6,0.086,3,3,0.5,0.1876,0.8124,0.5,0.5,1157.9,1120.2,136.8,INSUFFICIENT
de141cdc55266782,Dragapult ex,Dragapult ex,6,0.086,2,4,0.3333,0.0968,0.7,,0.3333,1096.4,1054.9,220.3,INSUFFICIENT
3ee0afc0c1b58a95,Dragapult ex,Dragapult ex,6,0.086,3,3,0.5,0.1876,0.8124,0.6667,0.3333,1076.0,1072.8,196.7,INSUFFICIENT
b82361d3db04432f,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex,6,0.086,3,3,0.5,0.1876,0.8124,1.0,0.25,1124.4,1094.8,211.2,INSUFFICIENT
cf827fff53a7d57b,UNLABELED,UNLABELED_CLUSTER_07,6,0.086,3,3,0.5,0.1876,0.8124,0.5,0.5,1128.9,1103.2,98.0,INSUFFICIENT
b0ac2e64118eeabf,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex,6,0.086,3,3,0.5,0.1876,0.8124,1.0,0.25,1012.6,1048.5,144.7,INSUFFICIENT
2e79a10ee3ba9449,UNLABELED,UNLABELED_CLUSTER_04,6,0.086,2,4,0.3333,0.0968,0.7,0.0,1.0,1049.5,1082.6,195.2,INSUFFICIENT
2768139fe1eb6d0b,UNLABELED,UNLABELED_CLUSTER_01,6,0.086,0,6,0.0,0.0,0.3903,,0.0,1043.5,1028.8,150.5,INSUFFICIENT
00926e891310648e,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex,5,0.072,4,1,0.8,0.3755,0.9638,0.5,1.0,1101.9,1102.6,175.4,INSUFFICIENT
f5fadf03018935e6,Fezandipiti ex,Fezandipiti ex,5,0.072,1,4,0.2,0.0362,0.6245,0.5,0.0,1045.6,1077.6,186.2,INSUFFICIENT
ec75fde5aaa1daf0,UNLABELED,UNLABELED_CLUSTER_03,5,0.072,2,3,0.4,0.1176,0.7693,0.3333,0.5,1189.0,1150.8,103.2,INSUFFICIENT
c5c2d4ee92fd71f5,Mega Kangaskhan ex,Mega Kangaskhan ex,5,0.072,3,2,0.6,0.2307,0.8824,0.5,1.0,1057.7,1096.2,165.4,INSUFFICIENT
c6970cfeed44b34d,Team Rocket's Mewtwo ex,Team Rocket's Mewtwo ex,5,0.072,4,1,0.8,0.3755,0.9638,1.0,0.6667,1117.4,1111.5,177.4,INSUFFICIENT
db6f0378eb8b85ba,Fezandipiti ex,Fezandipiti ex,5,0.072,2,3,0.4,0.1176,0.7693,1.0,0.0,1001.0,1037.1,157.6,INSUFFICIENT
cda996a02f18641b,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex,5,0.072,2,3,0.4,0.1176,0.7693,0.0,0.6667,1076.8,1058.3,178.6,INSUFFICIENT
d2b031fb79e19d00,UNLABELED,UNLABELED_CLUSTER_14,5,0.072,1,4,0.2,0.0362,0.6245,,0.2,1066.9,1076.9,128.6,INSUFFICIENT
27b307e62db35245,UNLABELED,UNLABELED_CLUSTER_03,5,0.072,1,4,0.2,0.0362,0.6245,0.0,1.0,1140.6,1142.4,106.0,INSUFFICIENT
52bf12478558b725,Fezandipiti ex,Fezandipiti ex,5,0.072,1,4,0.2,0.0362,0.6245,0.0,1.0,964.5,986.1,169.6,INSUFFICIENT
4911d251036bbddc,Mega Abomasnow ex,Mega Abomasnow ex,5,0.072,3,2,0.6,0.2307,0.8824,0.5,0.6667,697.2,695.0,57.4,INSUFFICIENT
40fa447486e93faf,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex,5,0.072,4,1,0.8,0.3755,0.9638,0.5,1.0,1073.2,1067.3,106.4,INSUFFICIENT
4511e2f8da72f777,UNLABELED,UNLABELED_CLUSTER_12,5,0.072,4,1,0.8,0.3755,0.9638,1.0,0.5,1130.8,1078.4,105.8,INSUFFICIENT
449ba799a24fb205,UNLABELED,UNLABELED_CLUSTER_25,5,0.072,2,3,0.4,0.1176,0.7693,,0.4,1084.0,1094.8,158.4,INSUFFICIENT
3c1906459f149732,Mega Lucario ex,Mega Lucario ex,4,0.057,3,1,0.75,0.3006,0.9544,0.5,1.0,1007.8,968.5,113.8,INSUFFICIENT
