episode_id,decision_index,turn,select_context_name,n_options,category,chosen_option_types,n_available_attacks,n_chosen_attacks,our_active_id,our_active_hp,our_active_maxhp,our_bench_n,our_prize_n,opp_active_id,opp_active_hp,opp_prize_n,result
92425250,16,2,TO_HAND,13,RESOURCE_MANAGEMENT,CARD,0,0,676,110,110,3,6,1071,170,6,WIN
92425250,17,2,MAIN,6,RESOURCE_MANAGEMENT,PLAY,0,0,676,110,110,3,6,1071,170,6,WIN
92425250,18,2,MAIN,5,RESOURCE_MANAGEMENT,PLAY,0,0,676,110,110,4,6,1071,170,6,WIN
92425250,19,2,MAIN,4,RESOURCE_MANAGEMENT,PLAY,0,0,676,110,110,5,6,1071,170,6,WIN
92425250,20,2,TO_HAND,12,RESOURCE_MANAGEMENT,CARD,0,0,676,110,110,5,6,1071,170,6,WIN
92425250,21,2,MAIN,3,TIMING,,0,0,676,110,110,5,6,1071,170,6,WIN
92425250,22,3,TO_ACTIVE,5,ACTIVE_POKEMON_SELECTION,CARD,0,0,,,,5,6,96,210,5,WIN
92425250,23,4,MAIN,15,RESOURCE_MANAGEMENT,PLAY,1,0,677,80,80,4,6,96,210,5,WIN
92425250,24,4,MAIN,15,RESOURCE_MANAGEMENT,ABILITY,1,0,677,80,80,5,6,96,210,5,WIN
92425250,25,4,DISCARD,1,RESOURCE_MANAGEMENT,CARD,0,0,677,80,80,5,6,96,210,5,WIN
92425250,26,4,MAIN,11,RESOURCE_MANAGEMENT,PLAY,1,0,677,80,80,5,6,96,210,5,WIN
92425250,27,4,MAIN,10,RESOURCE_MANAGEMENT,PLAY,1,0,677,80,80,5,6,96,210,5,WIN
92425250,28,4,TO_HAND,4,RESOURCE_MANAGEMENT,CARD,0,0,677,80,80,5,6,96,210,5,WIN
92425250,29,4,MAIN,10,RESOURCE_MANAGEMENT,PLAY,1,0,677,80,80,5,6,96,210,5,WIN
92425250,30,4,DISCARD,7,RESOURCE_MANAGEMENT,CARD;CARD,0,0,677,80,80,5,6,96,210,5,WIN
92425250,31,4,TO_HAND,7,RESOURCE_MANAGEMENT,CARD,0,0,677,80,80,5,6,96,210,5,WIN
92425250,32,4,MAIN,9,BENCH_MANAGEMENT,EVOLVE,1,0,677,80,80,5,6,96,210,5,WIN
92425250,33,4,MAIN,7,BENCH_MANAGEMENT,EVOLVE,1,0,678,340,340,5,6,96,210,5,WIN
92425250,34,4,ACTIVATE,2,RESOURCE_MANAGEMENT,YES,0,0,678,340,340,5,6,96,210,5,WIN
92425250,35,4,SWITCH,5,ACTIVE_POKEMON_SELECTION,CARD,0,0,678,340,340,5,6,96,210,5,WIN
92425250,36,4,MAIN,6,ATTACK_SELECTION,ATTACK,1,1,678,340,340,5,6,140,210,5,WIN
92425250,37,4,ATTACH_TO,3,ENERGY_MANAGEMENT,CARD;CARD;CARD,0,0,678,340,340,5,6,140,0,5,WIN
92425250,38,4,ATTACH_FROM,5,ENERGY_MANAGEMENT,CARD,0,0,678,340,340,5,6,140,0,5,WIN
92425250,39,4,ATTACH_FROM,5,ENERGY_MANAGEMENT,CARD,0,0,678,340,340,5,6,140,0,5,WIN
92425250,40,4,ATTACH_FROM,5,ENERGY_MANAGEMENT,CARD,0,0,678,340,340,5,6,140,0,5,WIN
92425250,41,4,TO_HAND,6,RESOURCE_MANAGEMENT,,0,0,678,340,340,5,6,,,5,WIN
92425250,42,5,TO_ACTIVE,5,ACTIVE_POKEMON_SELECTION,CARD,0,0,,,,5,4,150,330,2,WIN
92425250,43,6,MAIN,8,RESOURCE_MANAGEMENT,PLAY,0,0,674,150,150,4,4,150,330,2,WIN
92425250,44,6,TO_HAND,11,RESOURCE_MANAGEMENT,CARD,0,0,674,150,150,4,4,150,330,2,WIN
92425250,45,6,MAIN,13,RESOURCE_MANAGEMENT,PLAY,0,0,674,150,150,4,4,150,330,2,WIN
92425250,46,6,SWITCH,4,ACTIVE_POKEMON_SELECTION,CARD,0,0,674,150,150,4,4,150,330,2,WIN
92425250,47,6,MAIN,8,ENERGY_MANAGEMENT,ATTACH,0,0,674,150,150,4,4,96,210,2,WIN
92425250,48,6,MAIN,4,ATTACK_SELECTION,ATTACK,1,1,674,150,150,4,4,96,210,2,WIN
92425250,49,6,TO_HAND,4,RESOURCE_MANAGEMENT,,0,0,674,80,150,4,4,,,2,WIN
92425250,50,7,TO_ACTIVE,4,ACTIVE_POKEMON_SELECTION,CARD,0,0,,,,4,2,150,330,1,WIN
92425250,51,8,MAIN,13,RESOURCE_MANAGEMENT,ABILITY,1,0,677,80,80,3,2,150,330,1,WIN
92425250,52,8,DISCARD,1,RESOURCE_MANAGEMENT,CARD,0,0,677,80,80,3,2,150,330,1,WIN
92425250,53,8,MAIN,14,BENCH_MANAGEMENT,EVOLVE,1,0,677,80,80,3,2,150,330,1,WIN
92425250,54,8,MAIN,13,RESOURCE_MANAGEMENT,PLAY,1,0,678,340,340,3,2,150,330,1,WIN
92425250,55,8,DISCARD,8,RESOURCE_MANAGEMENT,CARD;CARD,0,0,678,340,340,3,2,150,330,1,WIN
92425250,56,8,TO_HAND,5,RESOURCE_MANAGEMENT,CARD,0,0,678,340,340,3,2,150,330,1,WIN
92425250,57,8,MAIN,12,BENCH_MANAGEMENT,EVOLVE,1,0,678,340,340,3,2,150,330,1,WIN
92425250,58,8,ACTIVATE,2,RESOURCE_MANAGEMENT,YES,0,0,678,340,340,3,2,150,330,1,WIN
92425250,59,8,SWITCH,3,ACTIVE_POKEMON_SELECTION,CARD,0,0,678,340,340,3,2,150,330,1,WIN
92425250,60,8,MAIN,11,ENERGY_MANAGEMENT,ATTACH,1,0,678,340,340,3,2,1071,170,1,WIN
92425250,61,8,MAIN,9,ATTACK_SELECTION,ATTACK,2,1,678,340,340,3,2,1071,170,1,WIN
92403770,0,,,0,UNKNOWN,,0,0,,,,,,,,,WIN
92403770,1,,,0,UNKNOWN,,0,0,,,,,,,,,WIN
92403770,2,0,SETUP_ACTIVE_POKEMON,1,EARLY_GAME_SETUP,,0,0,,,,0,0,,,0,WIN
92403770,3,2,MAIN,6,RESOURCE_MANAGEMENT,PLAY,0,0,675,110,110,0,6,235,30,6,WIN
92403770,4,2,MAIN,9,RESOURCE_MANAGEMENT,PLAY,0,0,675,110,110,1,6,235,30,6,WIN
92403770,5,2,SWITCH,1,ACTIVE_POKEMON_SELECTION,CARD,0,0,675,110,110,1,6,235,30,6,WIN
92403770,6,2,MAIN,8,RESOURCE_MANAGEMENT,ABILITY,0,0,676,110,110,1,6,235,30,6,WIN
92403770,7,2,DISCARD,1,RESOURCE_MANAGEMENT,CARD,0,0,676,110,110,1,6,235,30,6,WIN
92403770,8,2,MAIN,9,ENERGY_MANAGEMENT,ATTACH,0,0,676,110,110,1,6,235,30,6,WIN
92403770,9,2,MAIN,7,ENERGY_MANAGEMENT,ATTACH,0,0,676,210,210,1,6,235,30,6,WIN
92403770,10,2,MAIN,7,RESOURCE_MANAGEMENT,PLAY,1,0,676,210,210,1,6,235,30,6,WIN
92403770,11,2,MAIN,5,RESOURCE_MANAGEMENT,PLAY,1,0,676,210,210,1,6,235,30,6,WIN
92403770,12,2,DISCARD,7,RESOURCE_MANAGEMENT,CARD;CARD,0,0,676,210,210,1,6,235,30,6,WIN
92403770,13,2,TO_HAND,9,RESOURCE_MANAGEMENT,CARD,0,0,676,210,210,1,6,235,30,6,WIN
92403770,14,2,MAIN,5,RESOURCE_MANAGEMENT,PLAY,1,0,676,210,210,1,6,235,30,6,WIN
92403770,15,2,MAIN,4,ATTACK_SELECTION,ATTACK,1,1,676,210,210,2,6,235,30,6,WIN
92403770,16,2,TO_HAND,6,RESOURCE_MANAGEMENT,,0,0,676,210,210,2,6,,,6,WIN
92403770,17,4,MAIN,11,ENERGY_MANAGEMENT,ATTACH,1,0,676,190,210,2,5,235,30,6,WIN
92403770,18,4,MAIN,5,RESOURCE_MANAGEMENT,PLAY,1,0,676,190,210,2,5,235,30,6,WIN
92403770,19,4,MAIN,4,RESOURCE_MANAGEMENT,ABILITY,1,0,676,190,210,2,5,235,30,6,WIN
92403770,20,4,DISCARD,1,RESOURCE_MANAGEMENT,CARD,0,0,676,190,210,2,5,235,30,6,WIN
92403770,21,4,MAIN,4,BENCH_MANAGEMENT,EVOLVE,1,0,676,190,210,2,5,235,30,6,WIN
92403770,22,4,MAIN,3,RETREAT_SELECTION,RETREAT,1,0,676,190,210,2,5,235,30,6,WIN
92403770,23,4,DISCARD_ENERGY,1,ENERGY_MANAGEMENT,ENERGY,0,0,676,190,210,2,5,235,30,6,WIN
92403770,24,4,SWITCH,2,ACTIVE_POKEMON_SELECTION,CARD,0,0,676,190,210,2,5,235,30,6,WIN
92403770,25,4,MAIN,2,ATTACK_SELECTION,ATTACK,1,1,678,340,340,2,5,235,30,6,WIN
92403770,26,4,ATTACH_TO,3,ENERGY_MANAGEMENT,CARD;CARD;CARD,0,0,678,340,340,2,5,235,0,6,WIN
92403770,27,4,ATTACH_FROM,2,ENERGY_MANAGEMENT,CARD,0,0,678,340,340,2,5,235,0,6,WIN
92403770,28,4,ATTACH_FROM,2,ENERGY_MANAGEMENT,CARD,0,0,678,340,340,2,5,235,0,6,WIN
92403770,29,4,ATTACH_FROM,2,ENERGY_MANAGEMENT,CARD,0,0,678,340,340,2,5,235,0,6,WIN
92403770,30,4,TO_HAND,5,RESOURCE_MANAGEMENT,,0,0,678,340,340,2,5,,,6,WIN
92403770,31,6,MAIN,14,RESOURCE_MANAGEMENT,PLAY,1,0,678,140,340,2,4,121,320,6,WIN
92403770,32,6,MAIN,13,RESOURCE_MANAGEMENT,PLAY,1,0,678,140,340,2,4,121,320,6,WIN
92403770,33,6,MAIN,12,RESOURCE_MANAGEMENT,PLAY,1,0,678,140,340,2,4,121,320,6,WIN
92403770,34,6,TO_HAND,7,RESOURCE_MANAGEMENT,CARD,0,0,678,140,340,2,4,121,320,6,WIN
92403770,35,6,MAIN,12,RESOURCE_MANAGEMENT,PLAY,1,0,678,140,340,2,4,121,320,6,WIN
92403770,36,6,MAIN,13,ENERGY_MANAGEMENT,ATTACH,1,0,678,140,340,3,4,121,320,6,WIN
92403770,37,6,MAIN,7,RESOURCE_MANAGEMENT,ABILITY,2,0,678,140,340,3,4,121,320,6,WIN
92403770,38,6,DISCARD,1,RESOURCE_MANAGEMENT,CARD,0,0,678,140,340,3,4,121,320,6,WIN
92403770,39,6,MAIN,8,RESOURCE_MANAGEMENT,PLAY,2,0,678,140,340,3,4,121,320,6,WIN
92403770,40,6,DISCARD,4,RESOURCE_MANAGEMENT,CARD;CARD,0,0,678,140,340,3,4,121,320,6,WIN
92403770,41,6,TO_HAND,9,RESOURCE_MANAGEMENT,CARD,0,0,678,140,340,3,4,121,320,6,WIN
92403770,42,6,MAIN,7,RESOURCE_MANAGEMENT,PLAY,2,0,678,140,340,3,4,121,320,6,WIN
92403770,43,6,MAIN,6,RESOURCE_MANAGEMENT,PLAY,2,0,678,140,340,4,4,121,320,6,WIN
92403770,44,6,MAIN,7,RESOURCE_MANAGEMENT,PLAY,2,0,678,140,340,4,4,121,320,6,WIN
92403770,45,6,TO_HAND,5,RESOURCE_MANAGEMENT,CARD,0,0,678,140,340,4,4,121,320,6,WIN
92403770,46,6,MAIN,6,RESOURCE_MANAGEMENT,PLAY,2,0,678,140,340,4,4,121,320,6,WIN
92403770,47,6,TO_HAND,4,RESOURCE_MANAGEMENT,CARD,0,0,678,140,340,4,4,121,320,6,WIN
92403770,48,6,MAIN,6,RESOURCE_MANAGEMENT,PLAY,2,0,678,140,340,4,4,121,320,6,WIN
92403770,49,6,MAIN,5,ATTACK_SELECTION,ATTACK,2,1,678,140,340,5,4,121,320,6,WIN
92403770,50,6,TO_HAND,4,RESOURCE_MANAGEMENT,,0,0,678,140,340,5,4,,,6,WIN
92403770,51,7,TO_ACTIVE,4,ACTIVE_POKEMON_SELECTION,CARD,0,0,,,,4,2,121,320,2,WIN
92403770,52,8,MAIN,12,RESOURCE_MANAGEMENT,ABILITY,0,0,677,80,80,3,2,121,320,2,WIN
92403770,53,8,DISCARD,1,RESOURCE_MANAGEMENT,CARD,0,0,677,80,80,3,2,121,320,2,WIN
92403770,54,8,MAIN,16,RESOURCE_MANAGEMENT,PLAY,0,0,677,80,80,3,2,121,320,2,WIN
92403770,55,8,TO_HAND,5,RESOURCE_MANAGEMENT,CARD,0,0,677,80,80,3,2,121,320,2,WIN
92403770,56,8,MAIN,16,RESOURCE_MANAGEMENT,PLAY,0,0,677,80,80,3,2,121,320,2,WIN
92403770,57,8,TO_HAND,2,RESOURCE_MANAGEMENT,CARD,0,0,677,80,80,3,2,121,320,2,WIN
92403770,58,8,MAIN,16,RESOURCE_MANAGEMENT,PLAY,0,0,677,80,80,3,2,121,320,2,WIN
92403770,59,8,MAIN,17,RESOURCE_MANAGEMENT,PLAY,0,0,677,80,80,4,2,121,320,2,WIN
92403770,60,8,MAIN,18,ENERGY_MANAGEMENT,ATTACH,0,0,677,80,80,5,2,121,320,2,WIN
92403770,61,8,MAIN,7,BENCH_MANAGEMENT,EVOLVE,1,0,677,80,80,5,2,121,320,2,WIN
92403770,62,8,ACTIVATE,2,RESOURCE_MANAGEMENT,YES,0,0,677,80,80,5,2,121,320,2,WIN
92403770,63,8,SWITCH,4,ACTIVE_POKEMON_SELECTION,CARD,0,0,677,80,80,5,2,121,320,2,WIN
92403770,64,8,MAIN,6,RESOURCE_MANAGEMENT,PLAY,1,0,677,80,80,5,2,140,210,2,WIN
92403770,65,8,MAIN,5,RESOURCE_MANAGEMENT,PLAY,1,0,677,80,80,5,2,140,210,2,WIN
92403770,66,8,MAIN,5,BENCH_MANAGEMENT,EVOLVE,1,0,677,80,80,5,2,140,210,2,WIN
92403770,67,8,MAIN,4,ATTACK_SELECTION,ATTACK,1,1,678,340,340,5,2,140,210,2,WIN
92403770,68,8,ATTACH_TO,8,ENERGY_MANAGEMENT,CARD;CARD;CARD,0,0,678,340,340,5,2,140,0,2,WIN
92403770,69,8,ATTACH_FROM,5,ENERGY_MANAGEMENT,CARD,0,0,678,340,340,5,2,140,0,2,WIN
92403770,70,8,ATTACH_FROM,5,ENERGY_MANAGEMENT,CARD,0,0,678,340,340,5,2,140,0,2,WIN
92403770,71,8,ATTACH_FROM,5,ENERGY_MANAGEMENT,CARD,0,0,678,340,340,5,2,140,0,2,WIN
92396450,0,,,0,UNKNOWN,,0,0,,,,,,,,,WIN
92396450,1,,,0,UNKNOWN,,0,0,,,,,,,,,WIN
92396450,2,0,SETUP_ACTIVE_POKEMON,1,EARLY_GAME_SETUP,,0,0,,,,0,0,,,0,WIN
92396450,3,2,MAIN,8,RESOURCE_MANAGEMENT,PLAY,0,0,677,80,80,0,6,112,110,6,WIN
92396450,4,2,TO_HAND,17,RESOURCE_MANAGEMENT,CARD,0,0,677,80,80,0,6,112,110,6,WIN
92396450,5,2,MAIN,8,RESOURCE_MANAGEMENT,PLAY,0,0,677,80,80,0,6,112,110,6,WIN
92396450,6,2,MAIN,9,RESOURCE_MANAGEMENT,PLAY,0,0,677,80,80,1,6,112,110,6,WIN
92396450,7,2,TO_HAND,16,RESOURCE_MANAGEMENT,CARD,0,0,677,80,80,1,6,112,110,6,WIN
92396450,8,2,MAIN,9,RESOURCE_MANAGEMENT,PLAY,0,0,677,80,80,1,6,112,110,6,WIN
92396450,9,2,MAIN,11,RESOURCE_MANAGEMENT,ABILITY,0,0,677,80,80,2,6,112,110,6,WIN
92396450,10,2,DISCARD,1,RESOURCE_MANAGEMENT,CARD,0,0,677,80,80,2,6,112,110,6,WIN
92396450,11,2,MAIN,12,ENERGY_MANAGEMENT,ATTACH,0,0,677,80,80,2,6,112,110,6,WIN
92396450,12,2,MAIN,10,ENERGY_MANAGEMENT,ATTACH,1,0,677,80,80,2,6,112,110,6,WIN
92396450,13,2,MAIN,7,RESOURCE_MANAGEMENT,PLAY,1,0,677,180,180,2,6,112,110,6,WIN
92396450,14,2,TO_HAND,7,RESOURCE_MANAGEMENT,CARD,0,0,677,180,180,2,6,112,110,6,WIN
92396450,15,2,MAIN,7,RESOURCE_MANAGEMENT,PLAY,1,0,677,180,180,2,6,112,110,6,WIN
92396450,16,2,MAIN,6,RESOURCE_MANAGEMENT,PLAY,1,0,677,180,180,3,6,112,110,6,WIN
92396450,17,2,TO_HAND,13,RESOURCE_MANAGEMENT,CARD,0,0,677,180,180,3,6,112,110,6,WIN
92396450,18,2,MAIN,6,RESOURCE_MANAGEMENT,PLAY,1,0,677,180,180,3,6,112,110,6,WIN
92396450,19,2,MAIN,5,RESOURCE_MANAGEMENT,PLAY,1,0,677,180,180,4,6,112,110,6,WIN
92396450,20,2,MAIN,3,RESOURCE_MANAGEMENT,PLAY,1,0,677,180,180,4,6,112,110,6,WIN
92396450,21,2,TO_HAND,12,RESOURCE_MANAGEMENT,CARD,0,0,677,180,180,4,6,112,110,6,WIN
92396450,22,2,MAIN,2,TIMING,,1,0,677,180,180,4,6,112,110,6,WIN
92396450,23,4,MAIN,12,BENCH_MANAGEMENT,EVOLVE,0,0,677,180,180,4,6,112,110,6,WIN
92396450,24,4,MAIN,10,ENERGY_MANAGEMENT,ATTACH,0,0,678,440,440,4,6,112,110,6,WIN
92396450,25,4,MAIN,5,RESOURCE_MANAGEMENT,PLAY,1,0,678,440,440,4,6,112,110,6,WIN
92396450,26,4,MAIN,6,RESOURCE_MANAGEMENT,ABILITY,1,0,678,440,440,4,6,112,110,6,WIN
92396450,27,4,DISCARD,2,RESOURCE_MANAGEMENT,CARD,0,0,678,440,440,4,6,112,110,6,WIN
92396450,28,4,MAIN,7,RESOURCE_MANAGEMENT,PLAY,1,0,678,440,440,4,6,112,110,6,WIN
92396450,29,4,MAIN,5,BENCH_MANAGEMENT,EVOLVE,1,0,678,440,440,5,6,112,110,6,WIN
92396450,30,4,ACTIVATE,2,RESOURCE_MANAGEMENT,YES,0,0,678,440,440,5,6,112,110,6,WIN
92396450,31,4,SWITCH,5,ACTIVE_POKEMON_SELECTION,CARD,0,0,678,440,440,5,6,112,110,6,WIN
92396450,32,4,MAIN,4,BENCH_MANAGEMENT,EVOLVE,1,0,678,440,440,5,6,140,210,6,WIN
92396450,33,4,MAIN,3,ATTACK_SELECTION,ATTACK,1,1,678,440,440,5,6,140,210,6,WIN
92396450,34,4,ATTACH_TO,3,ENERGY_MANAGEMENT,CARD;CARD;CARD,0,0,678,440,440,5,6,140,0,6,WIN
92396450,35,4,ATTACH_FROM,5,ENERGY_MANAGEMENT,CARD,0,0,678,440,440,5,6,140,0,6,WIN
92396450,36,4,ATTACH_FROM,5,ENERGY_MANAGEMENT,CARD,0,0,678,440,440,5,6,140,0,6,WIN
92396450,37,4,ATTACH_FROM,5,ENERGY_MANAGEMENT,CARD,0,0,678,440,440,5,6,140,0,6,WIN
92396450,38,4,TO_HAND,6,RESOURCE_MANAGEMENT,,0,0,678,440,440,5,6,,,6,WIN
92396450,39,6,MAIN,25,ENERGY_MANAGEMENT,ATTACH,1,0,678,440,440,5,4,112,110,6,WIN
92396450,40,6,MAIN,9,RESOURCE_MANAGEMENT,PLAY,2,0,678,440,440,5,4,112,110,6,WIN
92396450,41,6,DISCARD,8,RESOURCE_MANAGEMENT,CARD;CARD,0,0,678,440,440,5,4,112,110,6,WIN
92396450,42,6,TO_HAND,4,RESOURCE_MANAGEMENT,CARD,0,0,678,440,440,5,4,112,110,6,WIN
92396450,43,6,MAIN,7,RESOURCE_MANAGEMENT,ABILITY,2,0,678,440,440,5,4,112,110,6,WIN
92396450,44,6,DISCARD,2,RESOURCE_MANAGEMENT,CARD,0,0,678,440,440,5,4,112,110,6,WIN
92396450,45,6,MAIN,9,RESOURCE_MANAGEMENT,PLAY,2,0,678,440,440,5,4,112,110,6,WIN
92396450,46,6,TO_HAND,1,RESOURCE_MANAGEMENT,CARD,0,0,678,440,440,5,4,112,110,6,WIN
92396450,47,6,MAIN,8,RESOURCE_MANAGEMENT,PLAY,2,0,678,440,440,5,4,112,110,6,WIN
92396450,48,6,MAIN,7,RESOURCE_MANAGEMENT,PLAY,2,0,678,440,440,5,4,112,110,6,WIN
92396450,49,6,MAIN,6,ATTACK_SELECTION,ATTACK,2,1,678,440,440,5,4,112,110,6,WIN
92396450,50,6,TO_HAND,4,RESOURCE_MANAGEMENT,,0,0,678,440,440,5,4,,,6,WIN
92396450,51,8,MAIN,14,RESOURCE_MANAGEMENT,ABILITY,1,0,678,440,440,5,3,305,70,6,WIN
92396450,52,8,DISCARD,1,RESOURCE_MANAGEMENT,CARD,0,0,678,440,440,5,3,305,70,6,WIN
92396450,53,8,MAIN,15,BENCH_MANAGEMENT,EVOLVE,1,0,678,440,440,5,3,305,70,6,WIN
92396450,54,8,MAIN,14,ATTACK_SELECTION,ATTACK,1,1,678,440,440,5,3,305,70,6,WIN
92396450,55,8,ATTACH_TO,2,ENERGY_MANAGEMENT,CARD;CARD,0,0,678,440,440,5,3,305,0,6,WIN
92396450,56,8,ATTACH_FROM,5,ENERGY_MANAGEMENT,CARD,0,0,678,440,440,5,3,305,0,6,WIN
92396450,57,8,ATTACH_FROM,5,ENERGY_MANAGEMENT,CARD,0,0,678,440,440,5,3,305,0,6,WIN
92396450,58,8,TO_HAND,3,RESOURCE_MANAGEMENT,,0,0,678,440,440,5,3,,,6,WIN
92396450,59,10,MAIN,19,RESOURCE_MANAGEMENT,ABILITY,2,0,678,370,440,5,2,121,320,6,WIN
92396450,60,10,DISCARD,1,RESOURCE_MANAGEMENT,CARD,0,0,678,370,440,5,2,121,320,6,WIN
92396450,61,10,MAIN,19,RESOURCE_MANAGEMENT,PLAY,2,0,678,370,440,5,2,121,320,6,WIN
92396450,62,10,MAIN,18,RESOURCE_MANAGEMENT,PLAY,2,0,678,370,440,5,2,121,320,6,WIN
92396450,63,10,MAIN,17,ENERGY_MANAGEMENT,ATTACH,2,0,678,370,440,5,2,121,320,6,WIN
92396450,64,10,MAIN,11,RESOURCE_MANAGEMENT,PLAY,2,0,678,370,440,5,2,121,320,6,WIN
92396450,65,10,MAIN,5,ATTACK_SELECTION,ATTACK,2,1,678,370,440,5,2,121,320,6,WIN
92366701,0,,,0,UNKNOWN,,0,0,,,,,,,,,WIN
92366701,1,,,0,UNKNOWN,,0,0,,,,,,,,,WIN
92366701,2,0,SETUP_ACTIVE_POKEMON,1,EARLY_GAME_SETUP,,0,0,,,,0,0,,,0,WIN
92366701,3,2,MAIN,7,RESOURCE_MANAGEMENT,PLAY,0,0,676,110,110,0,6,676,110,6,WIN
92366701,4,2,TO_HAND,10,RESOURCE_MANAGEMENT,CARD,0,0,676,110,110,0,6,676,110,6,WIN
92366701,5,2,MAIN,7,RESOURCE_MANAGEMENT,PLAY,0,0,676,110,110,0,6,676,110,6,WIN
92366701,6,2,TO_HAND,18,RESOURCE_MANAGEMENT,CARD,0,0,676,110,110,0,6,676,110,6,WIN
92366701,7,2,MAIN,7,RESOURCE_MANAGEMENT,PLAY,0,0,676,110,110,0,6,676,110,6,WIN
92366701,8,2,MAIN,9,RESOURCE_MANAGEMENT,PLAY,0,0,676,110,110,1,6,676,110,6,WIN
92366701,9,2,TO_HAND,9,RESOURCE_MANAGEMENT,CARD,0,0,676,110,110,1,6,676,110,6,WIN
92366701,10,2,MAIN,9,RESOURCE_MANAGEMENT,PLAY,0,0,676,110,110,1,6,676,110,6,WIN
92366701,11,2,MAIN,9,RESOURCE_MANAGEMENT,PLAY,0,0,676,110,110,2,6,676,110,6,WIN
92366701,12,2,DISCARD,4,RESOURCE_MANAGEMENT,CARD;CARD,0,0,676,110,110,2,6,676,110,6,WIN
92366701,13,2,TO_HAND,12,RESOURCE_MANAGEMENT,CARD,0,0,676,110,110,2,6,676,110,6,WIN
92366701,14,2,MAIN,7,RESOURCE_MANAGEMENT,PLAY,0,0,676,110,110,2,6,676,110,6,WIN
92366701,15,2,MAIN,7,ENERGY_MANAGEMENT,ATTACH,0,0,676,110,110,3,6,676,110,6,WIN
92366701,16,2,MAIN,4,RESOURCE_MANAGEMENT,PLAY,1,0,676,110,110,3,6,676,110,6,WIN
92366701,17,2,MAIN,6,RESOURCE_MANAGEMENT,ABILITY,1,0,676,110,110,3,6,676,110,6,WIN
92366701,18,2,DISCARD,3,RESOURCE_MANAGEMENT,CARD,0,0,676,110,110,3,6,676,110,6,WIN
92366701,19,2,MAIN,6,RESOURCE_MANAGEMENT,PLAY,1,0,676,110,110,3,6,676,110,6,WIN
92366701,20,2,MAIN,5,RESOURCE_MANAGEMENT,PLAY,1,0,676,110,110,4,6,676,110,6,WIN
92366701,21,2,TO_HAND,5,RESOURCE_MANAGEMENT,CARD,0,0,676,110,110,4,6,676,110,6,WIN
92366701,22,2,MAIN,5,RESOURCE_MANAGEMENT,PLAY,1,0,676,110,110,4,6,676,110,6,WIN
92366701,23,2,MAIN,4,TIMING,,1,0,676,110,110,5,6,676,110,6,WIN
92366701,24,4,MAIN,22,RESOURCE_MANAGEMENT,PLAY,0,0,673,80,80,5,6,676,40,6,WIN
92366701,25,4,SWITCH,5,ACTIVE_POKEMON_SELECTION,CARD,0,0,673,80,80,5,6,676,40,6,WIN
92366701,26,4,MAIN,21,ENERGY_MANAGEMENT,ATTACH,0,0,677,80,80,5,6,676,40,6,WIN
92366701,27,4,MAIN,10,BENCH_MANAGEMENT,EVOLVE,1,0,677,80,80,5,6,676,40,6,WIN
92366701,28,4,MAIN,7,RESOURCE_MANAGEMENT,ABILITY,1,0,678,340,340,5,6,676,40,6,WIN
92366701,29,4,DISCARD,1,RESOURCE_MANAGEMENT,CARD,0,0,678,340,340,5,6,676,40,6,WIN
