game_id,turn,context,option_count,chosen_types,my_active_hp,opp_active_hp,my_prize_count,opp_prize_count,result
1786510596_f5677d5e_0,12,ATTACH_TO,2,CARD,120,320,3,5,WIN
1786510596_f5677d5e_0,12,ATTACH_FROM,4,CARD,120,320,3,5,WIN
1786510596_f5677d5e_0,12,MAIN,15,ATTACH,120,320,3,5,WIN
1786510596_f5677d5e_0,12,MAIN,7,ATTACK,120,320,3,5,WIN
1786510596_f5677d5e_0,12,DAMAGE_COUNTER_ANY,3,CARD,120,120,3,5,WIN
1786510596_f5677d5e_0,12,DAMAGE_COUNTER_ANY,3,CARD,120,120,3,5,WIN
1786510596_f5677d5e_0,12,DAMAGE_COUNTER_ANY,3,CARD,120,120,3,5,WIN
1786510596_f5677d5e_0,12,DAMAGE_COUNTER_ANY,3,CARD,120,120,3,5,WIN
1786510596_f5677d5e_0,12,DAMAGE_COUNTER_ANY,3,CARD,120,120,3,5,WIN
1786510596_f5677d5e_0,12,DAMAGE_COUNTER_ANY,3,CARD,120,120,3,5,WIN
1786510596_f5677d5e_0,13,TO_ACTIVE,3,CARD,,120,3,3,WIN
1786510596_f5677d5e_0,14,MAIN,16,PLAY,70,120,3,3,WIN
1786510596_f5677d5e_0,14,EVOLVE,4,EVOLVE,70,120,3,3,WIN
1786510596_f5677d5e_0,14,MAIN,14,PLAY,320,120,3,3,WIN
1786510596_f5677d5e_0,14,ACTIVATE,2,YES,320,120,3,3,WIN
1786510596_f5677d5e_0,14,TO_HAND,8,CARD,320,120,3,3,WIN
1786510596_f5677d5e_0,14,MAIN,16,PLAY,320,120,3,3,WIN
1786510596_f5677d5e_0,14,TO_HAND,7,CARD,320,120,3,3,WIN
1786510596_f5677d5e_0,14,MAIN,16,PLAY,320,120,3,3,WIN
1786510596_f5677d5e_0,14,MAIN,17,ABILITY,320,120,3,3,WIN
1786510596_f5677d5e_0,14,MAIN,19,PLAY,320,120,3,3,WIN
1786510596_f5677d5e_0,14,TO_HAND,1,CARD,320,120,3,3,WIN
1786510596_f5677d5e_0,14,MAIN,23,EVOLVE,320,120,3,3,WIN
1786510596_f5677d5e_0,14,MAIN,23,ABILITY,320,120,3,3,WIN
1786510596_f5677d5e_0,14,TO_HAND,2,CARD,320,120,3,3,WIN
1786510596_f5677d5e_0,14,MAIN,23,PLAY,320,120,3,3,WIN
1786510596_f5677d5e_0,14,DISCARD,8,CARD;CARD,320,120,3,3,WIN
1786510596_f5677d5e_0,14,TO_HAND,2,CARD,320,120,3,3,WIN
1786510596_f5677d5e_0,14,MAIN,16,ATTACH,320,120,3,3,WIN
1786510596_f5677d5e_0,14,MAIN,7,ATTACK,320,120,3,3,WIN
1786510596_f5677d5e_0,14,DAMAGE_COUNTER_ANY,3,CARD,320,0,3,3,WIN
1786510596_f5677d5e_0,14,DAMAGE_COUNTER_ANY,3,CARD,320,0,3,3,WIN
1786510596_f5677d5e_0,14,DAMAGE_COUNTER_ANY,3,CARD,320,0,3,3,WIN
1786510596_f5677d5e_0,14,DAMAGE_COUNTER_ANY,3,CARD,320,0,3,3,WIN
1786510596_f5677d5e_0,14,DAMAGE_COUNTER_ANY,3,CARD,320,0,3,3,WIN
1786510596_f5677d5e_0,14,DAMAGE_COUNTER_ANY,3,CARD,320,0,3,3,WIN
1786510596_f5677d5e_0,14,TO_HAND,3,CARD;CARD,320,,3,3,WIN
1786510596_f5677d5e_0,14,TO_HAND,1,CARD,320,,1,3,WIN
1786510596_f5677d5e_1,0,IS_FIRST,2,YES,,,0,0,WIN
1786510596_f5677d5e_1,0,SETUP_ACTIVE_POKEMON,1,CARD,,,0,0,WIN
1786510596_f5677d5e_1,0,DRAW_COUNT,2,NUMBER,,,6,6,WIN
1786510596_f5677d5e_1,1,MAIN,5,PLAY,30,30,6,6,WIN
1786510596_f5677d5e_1,1,DISCARD,7,CARD;CARD,30,30,6,6,WIN
1786510596_f5677d5e_1,1,TO_HAND,11,CARD,30,30,6,6,WIN
1786510596_f5677d5e_1,1,MAIN,3,PLAY,30,30,6,6,WIN
1786510596_f5677d5e_1,1,MAIN,4,ATTACH,30,30,6,6,WIN
1786510596_f5677d5e_1,1,MAIN,2,END,30,30,6,6,WIN
1786510596_f5677d5e_1,3,MAIN,5,PLAY,20,30,6,6,WIN
1786510596_f5677d5e_1,3,TO_HAND,10,CARD,20,30,6,6,WIN
1786510596_f5677d5e_1,3,TO_HAND,5,CARD,20,30,6,6,WIN
1786510596_f5677d5e_1,3,MAIN,6,PLAY,20,30,6,6,WIN
1786510596_f5677d5e_1,3,MAIN,5,PLAY,20,30,6,6,WIN
1786510596_f5677d5e_1,3,MAIN,4,EVOLVE,20,30,6,6,WIN
1786510596_f5677d5e_1,3,MAIN,4,ABILITY,20,30,6,6,WIN
1786510596_f5677d5e_1,3,TO_HAND,2,CARD,20,30,6,6,WIN
1786510596_f5677d5e_1,3,MAIN,3,ATTACK,20,30,6,6,WIN
1786510596_f5677d5e_1,5,MAIN,6,EVOLVE,10,20,6,6,WIN
1786510596_f5677d5e_1,5,MAIN,4,PLAY,10,20,6,6,WIN
1786510596_f5677d5e_1,5,TO_HAND,3,CARD,10,20,6,6,WIN
1786510596_f5677d5e_1,5,ATTACH_TO,2,CARD,10,20,6,6,WIN
1786510596_f5677d5e_1,5,ATTACH_FROM,4,CARD,10,20,6,6,WIN
1786510596_f5677d5e_1,5,MAIN,7,ATTACH,10,20,6,6,WIN
1786510596_f5677d5e_1,5,MAIN,3,RETREAT,10,20,6,6,WIN
1786510596_f5677d5e_1,5,SWITCH,3,CARD,10,20,6,6,WIN
1786510596_f5677d5e_1,5,MAIN,3,ATTACK,320,20,6,6,WIN
1786510596_f5677d5e_1,5,DAMAGE_COUNTER_ANY,3,CARD,320,0,6,6,WIN
1786510596_f5677d5e_1,5,DAMAGE_COUNTER_ANY,3,CARD,320,0,6,6,WIN
1786510596_f5677d5e_1,5,DAMAGE_COUNTER_ANY,3,CARD,320,0,6,6,WIN
1786510596_f5677d5e_1,5,DAMAGE_COUNTER_ANY,3,CARD,320,0,6,6,WIN
1786510596_f5677d5e_1,5,DAMAGE_COUNTER_ANY,3,CARD,320,0,6,6,WIN
1786510596_f5677d5e_1,5,DAMAGE_COUNTER_ANY,3,CARD,320,0,6,6,WIN
1786510596_f5677d5e_1,5,TO_HAND,6,CARD,320,,6,6,WIN
1786510596_f5677d5e_1,7,MAIN,8,PLAY,250,260,5,6,WIN
1786510596_f5677d5e_1,7,DISCARD_ENERGY,1,ENERGY,250,260,5,6,WIN
1786510596_f5677d5e_1,7,MAIN,7,PLAY,250,260,5,6,WIN
1786510596_f5677d5e_1,7,MAIN,8,PLAY,250,260,5,6,WIN
1786510596_f5677d5e_1,7,TO_HAND,4,CARD,250,260,5,6,WIN
1786510596_f5677d5e_1,7,MAIN,9,EVOLVE,250,260,5,6,WIN
1786510596_f5677d5e_1,7,MAIN,7,ABILITY,250,260,5,6,WIN
1786510596_f5677d5e_1,7,TO_HAND,2,CARD,250,260,5,6,WIN
1786510596_f5677d5e_1,7,MAIN,6,EVOLVE,250,260,5,6,WIN
1786510596_f5677d5e_1,7,MAIN,6,ABILITY,250,260,5,6,WIN
1786510596_f5677d5e_1,7,TO_HAND,2,CARD,250,260,5,6,WIN
1786510596_f5677d5e_1,7,MAIN,6,ATTACK,250,260,5,6,WIN
1786510596_f5677d5e_1,7,DAMAGE_COUNTER_ANY,2,CARD,250,60,5,6,WIN
1786510596_f5677d5e_1,7,DAMAGE_COUNTER_ANY,2,CARD,250,60,5,6,WIN
1786510596_f5677d5e_1,7,DAMAGE_COUNTER_ANY,2,CARD,250,60,5,6,WIN
1786510596_f5677d5e_1,7,DAMAGE_COUNTER_ANY,2,CARD,250,60,5,6,WIN
1786510596_f5677d5e_1,7,DAMAGE_COUNTER_ANY,2,CARD,250,60,5,6,WIN
1786510596_f5677d5e_1,7,DAMAGE_COUNTER_ANY,2,CARD,250,60,5,6,WIN
1786510596_f5677d5e_1,9,MAIN,12,PLAY,250,60,5,6,WIN
1786510596_f5677d5e_1,9,ACTIVATE,2,YES,250,60,5,6,WIN
1786510596_f5677d5e_1,9,TO_HAND,9,CARD,250,60,5,6,WIN
1786510596_f5677d5e_1,9,MAIN,12,PLAY,250,60,5,6,WIN
1786510596_f5677d5e_1,9,DISCARD,6,CARD;CARD,250,60,5,6,WIN
1786510596_f5677d5e_1,9,TO_HAND,5,CARD,250,60,5,6,WIN
1786510596_f5677d5e_1,9,MAIN,11,EVOLVE,250,60,5,6,WIN
1786510596_f5677d5e_1,9,MAIN,8,PLAY,250,60,5,6,WIN
1786510596_f5677d5e_1,9,MAIN,7,ABILITY,250,60,5,6,WIN
1786510596_f5677d5e_1,9,TO_HAND,2,CARD,250,60,5,6,WIN
1786510596_f5677d5e_1,9,MAIN,7,PLAY,250,60,5,6,WIN
1786510596_f5677d5e_1,9,SWITCH,2,CARD,250,60,5,6,WIN
1786510596_f5677d5e_1,9,MAIN,4,ATTACK,250,320,5,6,WIN
1786510596_f5677d5e_1,9,DAMAGE_COUNTER_ANY,2,CARD,250,120,5,6,WIN
1786510596_f5677d5e_1,9,DAMAGE_COUNTER_ANY,2,CARD,250,120,5,6,WIN
1786510596_f5677d5e_1,9,DAMAGE_COUNTER_ANY,2,CARD,250,120,5,6,WIN
1786510596_f5677d5e_1,9,DAMAGE_COUNTER_ANY,2,CARD,250,120,5,6,WIN
1786510596_f5677d5e_1,9,DAMAGE_COUNTER_ANY,2,CARD,250,120,5,6,WIN
1786510596_f5677d5e_1,9,DAMAGE_COUNTER_ANY,2,CARD,250,120,5,6,WIN
1786510596_f5677d5e_1,9,TO_HAND,5,CARD;CARD,250,120,5,6,WIN
1786510596_f5677d5e_1,11,MAIN,8,PLAY,50,120,3,6,WIN
1786510596_f5677d5e_1,11,MAIN,7,ABILITY,50,120,3,6,WIN
1786510596_f5677d5e_1,11,TO_HAND,2,CARD,50,120,3,6,WIN
1786510596_f5677d5e_1,11,MAIN,7,PLAY,50,120,3,6,WIN
1786510596_f5677d5e_1,11,TO_HAND,3,CARD,50,120,3,6,WIN
1786510596_f5677d5e_1,11,MAIN,6,PLAY,50,120,3,6,WIN
1786510596_f5677d5e_1,11,MAIN,13,ATTACH,50,120,3,6,WIN
1786510596_f5677d5e_1,11,MAIN,7,ATTACK,50,120,3,6,WIN
1786510596_f5677d5e_1,11,DAMAGE_COUNTER_ANY,2,CARD,50,0,3,6,WIN
1786510596_f5677d5e_1,11,DAMAGE_COUNTER_ANY,2,CARD,50,0,3,6,WIN
1786510596_f5677d5e_1,11,DAMAGE_COUNTER_ANY,2,CARD,50,0,3,6,WIN
1786510596_f5677d5e_1,11,DAMAGE_COUNTER_ANY,2,CARD,50,0,3,6,WIN
1786510596_f5677d5e_1,11,DAMAGE_COUNTER_ANY,2,CARD,50,0,3,6,WIN
1786510596_f5677d5e_1,11,DAMAGE_COUNTER_ANY,2,CARD,50,0,3,6,WIN
1786510596_f5677d5e_1,11,TO_HAND,3,CARD;CARD,50,,3,6,WIN
1786510596_f5677d5e_1,12,TO_ACTIVE,3,CARD,,200,1,2,WIN
1786510596_f5677d5e_1,13,MAIN,15,PLAY,320,200,1,2,WIN
1786510596_f5677d5e_1,13,TO_BENCH,1,CARD,320,200,1,2,WIN
1786510596_f5677d5e_1,13,MAIN,15,PLAY,320,200,1,2,WIN
1786510596_f5677d5e_1,13,DISCARD,8,CARD;CARD,320,200,1,2,WIN
1786510596_f5677d5e_1,13,TO_HAND,1,CARD,320,200,1,2,WIN
1786510596_f5677d5e_1,13,MAIN,13,PLAY,320,200,1,2,WIN
1786510596_f5677d5e_1,13,TO_HAND,12,CARD,320,200,1,2,WIN
1786510596_f5677d5e_1,13,MAIN,13,PLAY,320,200,1,2,WIN
1786510596_f5677d5e_1,13,MAIN,13,ABILITY,320,200,1,2,WIN
1786510596_f5677d5e_1,13,MAIN,14,PLAY,320,200,1,2,WIN
1786510596_f5677d5e_1,13,TO_HAND,1,CARD,320,200,1,2,WIN
1786510596_f5677d5e_1,13,MAIN,16,ATTACH,320,200,1,2,WIN
1786510596_f5677d5e_1,13,MAIN,7,PLAY,320,200,1,2,WIN
1786510596_f5677d5e_1,13,MAIN,7,ATTACK,320,200,1,2,WIN
1786510596_f5677d5e_1,13,DAMAGE_COUNTER_ANY,1,CARD,320,0,1,2,WIN
1786510596_f5677d5e_1,13,DAMAGE_COUNTER_ANY,1,CARD,320,0,1,2,WIN
1786510596_f5677d5e_1,13,DAMAGE_COUNTER_ANY,1,CARD,320,0,1,2,WIN
1786510596_f5677d5e_1,13,DAMAGE_COUNTER_ANY,1,CARD,320,0,1,2,WIN
1786510596_f5677d5e_1,13,DAMAGE_COUNTER_ANY,1,CARD,320,0,1,2,WIN
1786510596_f5677d5e_1,13,DAMAGE_COUNTER_ANY,1,CARD,320,0,1,2,WIN
1786510596_f5677d5e_1,13,TO_HAND,1,CARD,320,,1,2,WIN
1786510596_f5677d5e_2,0,SETUP_ACTIVE_POKEMON,1,CARD,,,0,0,WIN
1786510596_f5677d5e_2,2,MAIN,6,PLAY,210,70,6,6,WIN
1786510596_f5677d5e_2,2,TO_BENCH,6,CARD;CARD,210,70,6,6,WIN
1786510596_f5677d5e_2,2,MAIN,8,PLAY,210,70,6,6,WIN
1786510596_f5677d5e_2,2,TO_HAND,5,CARD,210,70,6,6,WIN
1786510596_f5677d5e_2,2,MAIN,8,PLAY,210,70,6,6,WIN
1786510596_f5677d5e_2,2,MAIN,8,PLAY,210,70,6,6,WIN
1786510596_f5677d5e_2,2,TO_HAND,4,CARD,210,70,6,6,WIN
1786510596_f5677d5e_2,2,MAIN,8,PLAY,210,70,6,6,WIN
1786510596_f5677d5e_2,2,MAIN,8,ATTACH,210,70,6,6,WIN
1786510596_f5677d5e_2,2,MAIN,3,PLAY,210,70,6,6,WIN
1786510596_f5677d5e_2,2,MAIN,9,ATTACH,210,70,6,6,WIN
1786510596_f5677d5e_2,2,MAIN,4,PLAY,210,70,6,6,WIN
1786510596_f5677d5e_2,2,TO_BENCH,2,CARD,210,70,6,6,WIN
1786510596_f5677d5e_2,2,MAIN,3,RETREAT,210,70,6,6,WIN
1786510596_f5677d5e_2,2,SWITCH,5,CARD,210,70,6,6,WIN
1786510596_f5677d5e_2,2,MAIN,3,ATTACK,30,70,6,6,WIN
1786510596_f5677d5e_2,4,MAIN,17,PLAY,30,60,6,6,WIN
1786510596_f5677d5e_2,4,EVOLVE,4,EVOLVE,30,60,6,6,WIN
1786510596_f5677d5e_2,4,MAIN,15,PLAY,30,60,6,6,WIN
1786510596_f5677d5e_2,4,DISCARD_ENERGY,1,ENERGY,30,60,6,6,WIN
1786510596_f5677d5e_2,4,MAIN,14,PLAY,30,60,6,6,WIN
1786510596_f5677d5e_2,4,TO_HAND,4,CARD,30,60,6,6,WIN
1786510596_f5677d5e_2,4,ATTACH_TO,2,CARD,30,60,6,6,WIN
1786510596_f5677d5e_2,4,ATTACH_FROM,6,CARD,30,60,6,6,WIN
1786510596_f5677d5e_2,4,MAIN,19,EVOLVE,30,60,6,6,WIN
1786510596_f5677d5e_2,4,MAIN,17,ABILITY,30,60,6,6,WIN
1786510596_f5677d5e_2,4,TO_HAND,2,CARD,30,60,6,6,WIN
1786510596_f5677d5e_2,4,MAIN,17,ATTACH,30,60,6,6,WIN
1786510596_f5677d5e_2,4,MAIN,5,RETREAT,30,60,6,6,WIN
1786510596_f5677d5e_2,4,SWITCH,5,CARD,30,60,6,6,WIN
1786510596_f5677d5e_2,4,MAIN,5,ATTACK,320,60,6,6,WIN
1786510596_f5677d5e_2,4,DAMAGE_COUNTER_ANY,2,CARD,320,0,6,6,WIN
1786510596_f5677d5e_2,4,DAMAGE_COUNTER_ANY,2,CARD,320,0,6,6,WIN
1786510596_f5677d5e_2,4,DAMAGE_COUNTER_ANY,2,CARD,320,0,6,6,WIN
1786510596_f5677d5e_2,4,DAMAGE_COUNTER_ANY,2,CARD,320,0,6,6,WIN
1786510596_f5677d5e_2,4,DAMAGE_COUNTER_ANY,2,CARD,320,0,6,6,WIN
1786510596_f5677d5e_2,4,DAMAGE_COUNTER_ANY,2,CARD,320,0,6,6,WIN
1786510596_f5677d5e_2,4,TO_HAND,6,CARD,320,,6,6,WIN
1786510596_f5677d5e_2,4,TO_HAND,5,CARD,320,,5,6,WIN
1786510596_f5677d5e_2,6,MAIN,21,ABILITY,320,60,4,6,WIN
1786510596_f5677d5e_2,6,TO_HAND,2,CARD,320,60,4,6,WIN
1786510596_f5677d5e_2,6,MAIN,21,EVOLVE,320,60,4,6,WIN
1786510596_f5677d5e_2,6,MAIN,20,ABILITY,320,60,4,6,WIN
1786510596_f5677d5e_2,6,TO_HAND,2,CARD,320,60,4,6,WIN
1786510596_f5677d5e_2,6,MAIN,20,PLAY,320,60,4,6,WIN
1786510596_f5677d5e_2,6,DISCARD_ENERGY,1,ENERGY,320,60,4,6,WIN
1786510596_f5677d5e_2,6,MAIN,19,ATTACH,320,60,4,6,WIN
1786510596_f5677d5e_2,6,MAIN,7,PLAY,320,60,4,6,WIN
1786510596_f5677d5e_2,6,MAIN,6,ATTACK,320,60,4,6,WIN
1786510596_f5677d5e_2,6,DAMAGE_COUNTER_ANY,4,CARD,320,0,4,6,WIN
1786510596_f5677d5e_2,6,DAMAGE_COUNTER_ANY,4,CARD,320,0,4,6,WIN
1786510596_f5677d5e_2,6,DAMAGE_COUNTER_ANY,4,CARD,320,0,4,6,WIN
1786510596_f5677d5e_2,6,DAMAGE_COUNTER_ANY,4,CARD,320,0,4,6,WIN
1786510596_f5677d5e_2,6,DAMAGE_COUNTER_ANY,4,CARD,320,0,4,6,WIN
1786510596_f5677d5e_2,6,DAMAGE_COUNTER_ANY,4,CARD,320,0,4,6,WIN
1786510596_f5677d5e_2,6,TO_HAND,4,CARD,320,,4,6,WIN
1786510596_f5677d5e_2,8,MAIN,17,EVOLVE,310,10,3,6,WIN
1786510596_f5677d5e_2,8,MAIN,14,ABILITY,310,10,3,6,WIN
1786510596_f5677d5e_2,8,TO_HAND,2,CARD,310,10,3,6,WIN
1786510596_f5677d5e_2,8,MAIN,14,ATTACH,310,10,3,6,WIN
1786510596_f5677d5e_2,8,MAIN,8,PLAY,310,10,3,6,WIN
1786510596_f5677d5e_2,8,MAIN,4,ATTACK,310,10,3,6,WIN
1786510596_f5677d5e_2,8,DAMAGE_COUNTER_ANY,3,CARD,310,0,3,6,WIN
1786510596_f5677d5e_2,8,DAMAGE_COUNTER_ANY,3,CARD,310,0,3,6,WIN
1786510596_f5677d5e_2,8,DAMAGE_COUNTER_ANY,3,CARD,310,0,3,6,WIN
1786510596_f5677d5e_2,8,DAMAGE_COUNTER_ANY,3,CARD,310,0,3,6,WIN
1786510596_f5677d5e_2,8,DAMAGE_COUNTER_ANY,3,CARD,310,0,3,6,WIN
1786510596_f5677d5e_2,8,DAMAGE_COUNTER_ANY,3,CARD,310,0,3,6,WIN
1786510596_f5677d5e_2,8,TO_HAND,3,CARD,310,,3,6,WIN
1786510596_f5677d5e_2,10,MAIN,17,PLAY,240,240,2,6,WIN
1786510596_f5677d5e_2,10,TO_HAND,3,CARD,240,240,2,6,WIN
1786510596_f5677d5e_2,10,MAIN,17,PLAY,240,240,2,6,WIN
1786510596_f5677d5e_2,10,MAIN,16,ABILITY,240,240,2,6,WIN
1786510596_f5677d5e_2,10,TO_HAND,2,CARD,240,240,2,6,WIN
1786510596_f5677d5e_2,10,MAIN,15,EVOLVE,240,240,2,6,WIN
1786510596_f5677d5e_2,10,MAIN,15,ABILITY,240,240,2,6,WIN
1786510596_f5677d5e_2,10,TO_HAND,2,CARD,240,240,2,6,WIN
1786510596_f5677d5e_2,10,MAIN,20,ATTACH,240,240,2,6,WIN
1786510596_f5677d5e_2,10,MAIN,8,PLAY,240,240,2,6,WIN
1786510596_f5677d5e_2,10,MAIN,6,PLAY,240,240,2,6,WIN
1786510596_f5677d5e_2,10,DISCARD_ENERGY,1,ENERGY,240,240,2,6,WIN
1786510596_f5677d5e_2,10,MAIN,5,ATTACK,240,240,2,6,WIN
1786510596_f5677d5e_2,10,DAMAGE_COUNTER_ANY,2,CARD,240,40,2,6,WIN
1786510596_f5677d5e_2,10,DAMAGE_COUNTER_ANY,2,CARD,240,40,2,6,WIN
1786510596_f5677d5e_2,10,DAMAGE_COUNTER_ANY,2,CARD,240,40,2,6,WIN
1786510596_f5677d5e_2,10,DAMAGE_COUNTER_ANY,2,CARD,240,40,2,6,WIN
1786510596_f5677d5e_2,10,DAMAGE_COUNTER_ANY,2,CARD,240,40,2,6,WIN
1786510596_f5677d5e_2,10,DAMAGE_COUNTER_ANY,2,CARD,240,40,2,6,WIN
1786510596_f5677d5e_2,12,MAIN,11,ABILITY,240,40,2,6,WIN
1786510596_f5677d5e_2,12,TO_HAND,2,CARD,240,40,2,6,WIN
1786510596_f5677d5e_2,12,MAIN,10,ABILITY,240,40,2,6,WIN
1786510596_f5677d5e_2,12,TO_HAND,2,CARD,240,40,2,6,WIN
1786510596_f5677d5e_2,12,MAIN,10,PLAY,240,40,2,6,WIN
1786510596_f5677d5e_2,12,DISCARD,7,CARD;CARD,240,40,2,6,WIN
1786510596_f5677d5e_2,12,TO_HAND,4,CARD,240,40,2,6,WIN
1786510596_f5677d5e_2,12,MAIN,10,PLAY,240,40,2,6,WIN
1786510596_f5677d5e_2,12,TO_HAND,3,CARD,240,40,2,6,WIN
1786510596_f5677d5e_2,12,TO_HAND,2,CARD,240,40,2,6,WIN
1786510596_f5677d5e_2,12,MAIN,7,ATTACK,240,40,2,6,WIN
1786510596_f5677d5e_2,12,DAMAGE_COUNTER_ANY,2,CARD,240,0,2,6,WIN
1786510596_f5677d5e_2,12,DAMAGE_COUNTER_ANY,2,CARD,240,0,2,6,WIN
1786510596_f5677d5e_2,12,DAMAGE_COUNTER_ANY,2,CARD,240,0,2,6,WIN
1786510596_f5677d5e_2,12,DAMAGE_COUNTER_ANY,2,CARD,240,0,2,6,WIN
1786510596_f5677d5e_2,12,DAMAGE_COUNTER_ANY,2,CARD,240,0,2,6,WIN
1786510596_f5677d5e_2,12,DAMAGE_COUNTER_ANY,2,CARD,240,0,2,6,WIN
1786510596_f5677d5e_2,12,TO_HAND,2,CARD;CARD,240,,2,6,WIN
1786510596_f5677d5e_3,0,IS_FIRST,2,YES,,,0,0,LOSS
1786510596_f5677d5e_3,0,SETUP_ACTIVE_POKEMON,1,CARD,,,0,0,LOSS
1786510596_f5677d5e_3,0,DRAW_COUNT,3,NUMBER,,,6,6,LOSS
1786510596_f5677d5e_3,1,MAIN,5,PLAY,70,70,6,6,LOSS
1786510596_f5677d5e_3,1,MAIN,3,PLAY,70,70,6,6,LOSS
1786510596_f5677d5e_3,1,TO_HAND,7,CARD,70,70,6,6,LOSS
1786510596_f5677d5e_3,1,MAIN,3,PLAY,70,70,6,6,LOSS
1786510596_f5677d5e_3,1,MAIN,3,ATTACH,70,70,6,6,LOSS
1786510596_f5677d5e_3,1,MAIN,1,END,70,70,6,6,LOSS
1786510596_f5677d5e_3,3,MAIN,4,PLAY,60,30,6,6,LOSS
1786510596_f5677d5e_3,3,MAIN,7,EVOLVE,60,30,6,6,LOSS
1786510596_f5677d5e_3,3,MAIN,6,ABILITY,60,30,6,6,LOSS
1786510596_f5677d5e_3,3,TO_HAND,2,CARD,60,30,6,6,LOSS
1786510596_f5677d5e_3,3,MAIN,6,PLAY,60,30,6,6,LOSS
1786510596_f5677d5e_3,3,MAIN,8,ATTACH,60,30,6,6,LOSS
1786510596_f5677d5e_3,3,MAIN,2,END,60,30,6,6,LOSS
1786510596_f5677d5e_3,5,MAIN,7,EVOLVE,50,30,6,6,LOSS
1786510596_f5677d5e_3,5,MAIN,5,ATTACH,50,30,6,6,LOSS
1786510596_f5677d5e_3,5,MAIN,2,END,50,30,6,6,LOSS
