episode_id,decision_index,turn,result,outcome,our_active_id,our_active_hp,our_active_retreat_cost,our_active_energy_loss_if_retreated,bench_ready_attackers,opp_best_attack_damage
92509485,47,5,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,0,180
92511381,44,8,LOSS,SURVIVED_TO_NEXT_DECISION,121,120,1,1,1,200
92511381,45,8,LOSS,SURVIVED_TO_NEXT_DECISION,121,120,1,1,1,200
92511381,46,8,LOSS,SURVIVED_TO_NEXT_DECISION,121,120,1,1,1,200
92511381,47,8,LOSS,SURVIVED_TO_NEXT_DECISION,121,120,1,1,1,200
92511381,49,8,LOSS,SURVIVED_TO_NEXT_DECISION,121,120,1,1,1,200
92511381,50,8,LOSS,SURVIVED_TO_NEXT_DECISION,121,120,1,1,1,200
92511381,52,8,LOSS,SURVIVED_TO_NEXT_DECISION,121,120,1,1,1,200
92511381,54,8,LOSS,CONFIRMED_KO_NEXT_DECISION,121,120,1,1,1,200
92512330,55,9,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,0,180
92512330,57,9,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,0,180
92512330,58,9,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,0,180
92512330,62,9,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,1,180
92512330,63,9,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,1,180
92512330,83,13,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,0,180
92512330,84,13,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,0,180
92512330,85,13,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,0,180
92512330,86,13,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,1,180
92512330,87,13,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,1,180
92512330,88,13,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,1,180
92515189,30,6,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,0,180
92515189,32,6,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,0,180
92515189,33,6,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,0,180
92515189,34,6,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,0,180
92515189,35,6,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,1,180
92515189,36,6,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,1,180
92515189,37,6,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,1,180
92515189,38,6,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,1,180
92516121,36,10,LOSS,SURVIVED_TO_NEXT_DECISION,121,90,1,1,0,160
92516121,37,10,LOSS,SURVIVED_TO_NEXT_DECISION,121,90,1,1,1,160
92517062,89,11,LOSS,SURVIVED_TO_NEXT_DECISION,121,100,1,1,0,220
92517062,91,11,LOSS,SURVIVED_TO_NEXT_DECISION,121,100,1,1,0,220
92517062,93,11,LOSS,SURVIVED_TO_NEXT_DECISION,121,100,1,1,0,220
92517062,95,11,LOSS,SURVIVED_TO_NEXT_DECISION,121,100,1,1,0,220
92517062,96,11,LOSS,SURVIVED_TO_NEXT_DECISION,121,100,1,1,0,220
92517062,98,11,LOSS,SURVIVED_TO_NEXT_DECISION,121,100,1,1,0,220
92517062,99,11,LOSS,SURVIVED_TO_NEXT_DECISION,121,100,1,1,0,220
92517062,101,11,LOSS,SURVIVED_TO_NEXT_DECISION,121,100,1,1,0,220
92518009,53,9,LOSS,SURVIVED_TO_NEXT_DECISION,121,50,1,1,0,270
92518009,55,9,LOSS,SURVIVED_TO_NEXT_DECISION,121,50,1,1,0,270
