episode_id,decision_index,turn,result,outcome,our_active_id,our_active_hp,our_active_retreat_cost,our_active_energy_loss_if_retreated,bench_ready_attackers,opp_best_attack_damage
92208431,54,7,WIN,"GAME_ENDED_HERE (result=WIN, not directly confirmable as this Pokemon's KO)",678,20,2,2,2,30
92201815,18,5,LOSS,SURVIVED_TO_NEXT_DECISION,678,140,2,2,0,200
92201815,20,5,LOSS,SURVIVED_TO_NEXT_DECISION,678,140,2,2,0,200
92201815,21,5,LOSS,SURVIVED_TO_NEXT_DECISION,678,140,2,2,0,200
92201815,23,5,LOSS,SURVIVED_TO_NEXT_DECISION,678,140,2,2,0,200
92199848,69,13,LOSS,SURVIVED_TO_NEXT_DECISION,678,70,2,2,1,200
92199848,70,13,LOSS,SURVIVED_TO_NEXT_DECISION,678,70,2,2,1,200
92199848,75,13,LOSS,SURVIVED_TO_NEXT_DECISION,678,70,2,2,1,200
92199848,76,13,LOSS,SURVIVED_TO_NEXT_DECISION,678,70,2,2,1,200
92199848,77,13,LOSS,"GAME_ENDED_HERE (result=LOSS, not directly confirmable as this Pokemon's KO)",678,70,2,2,1,200
92192398,60,8,LOSS,SURVIVED_TO_NEXT_DECISION,678,160,2,2,1,180
92192398,61,8,LOSS,SURVIVED_TO_NEXT_DECISION,678,160,2,2,1,180
92192398,62,8,LOSS,SURVIVED_TO_NEXT_DECISION,678,160,2,2,1,180
92192398,64,8,LOSS,SURVIVED_TO_NEXT_DECISION,678,160,2,2,1,180
92192398,67,8,LOSS,SURVIVED_TO_NEXT_DECISION,678,160,2,2,1,180
92192398,68,8,LOSS,SURVIVED_TO_NEXT_DECISION,678,160,2,2,1,180
92192398,71,10,LOSS,SURVIVED_TO_NEXT_DECISION,678,160,2,2,0,180
92193323,35,6,LOSS,SURVIVED_TO_NEXT_DECISION,678,10,2,2,0,130
92193323,36,6,LOSS,SURVIVED_TO_NEXT_DECISION,678,10,2,2,0,130
92193323,38,6,LOSS,SURVIVED_TO_NEXT_DECISION,678,10,2,2,0,130
92193323,41,6,LOSS,SURVIVED_TO_NEXT_DECISION,678,10,2,2,0,130
92190545,38,7,WIN,SURVIVED_TO_NEXT_DECISION,678,130,2,2,2,200
92190545,39,7,WIN,SURVIVED_TO_NEXT_DECISION,678,130,2,2,2,200
92190545,40,7,WIN,SURVIVED_TO_NEXT_DECISION,678,130,2,2,2,200
92190545,42,7,WIN,SURVIVED_TO_NEXT_DECISION,678,130,2,2,2,200
92190545,44,7,WIN,SURVIVED_TO_NEXT_DECISION,678,130,2,2,2,200
92190545,47,7,WIN,SURVIVED_TO_NEXT_DECISION,678,130,2,2,2,200
92190545,48,7,WIN,SURVIVED_TO_NEXT_DECISION,678,130,2,2,2,200
92190545,49,7,WIN,SURVIVED_TO_NEXT_DECISION,678,130,2,2,2,200
92190545,51,7,WIN,SURVIVED_TO_NEXT_DECISION,678,130,2,2,2,200
92190545,53,7,WIN,SURVIVED_TO_NEXT_DECISION,678,130,2,2,2,200
92190545,54,7,WIN,SURVIVED_TO_NEXT_DECISION,678,130,2,2,2,200
92187730,56,10,LOSS,SURVIVED_TO_NEXT_DECISION,678,100,2,2,0,180
92187730,58,10,LOSS,SURVIVED_TO_NEXT_DECISION,678,100,2,2,0,180
92187730,60,10,LOSS,SURVIVED_TO_NEXT_DECISION,678,100,2,2,0,180
92187730,62,10,LOSS,SURVIVED_TO_NEXT_DECISION,678,100,2,2,0,180
92187730,63,10,LOSS,SURVIVED_TO_NEXT_DECISION,678,100,2,2,0,180
92187730,77,12,LOSS,"GAME_ENDED_HERE (result=LOSS, not directly confirmable as this Pokemon's KO)",678,160,2,2,2,180
92186798,40,7,LOSS,SURVIVED_TO_NEXT_DECISION,678,80,2,2,1,180
92186798,42,7,LOSS,SURVIVED_TO_NEXT_DECISION,678,80,2,2,1,180
92186798,43,7,LOSS,SURVIVED_TO_NEXT_DECISION,678,80,2,2,1,180
92186798,46,7,LOSS,SURVIVED_TO_NEXT_DECISION,678,80,2,2,1,180
92186798,47,7,LOSS,SURVIVED_TO_NEXT_DECISION,678,80,2,2,1,180
92186798,54,9,LOSS,SURVIVED_TO_NEXT_DECISION,678,160,2,2,0,180
92186798,56,9,LOSS,SURVIVED_TO_NEXT_DECISION,678,160,2,2,0,180
92186798,57,9,LOSS,SURVIVED_TO_NEXT_DECISION,678,160,2,2,0,180
92186798,60,9,LOSS,SURVIVED_TO_NEXT_DECISION,678,160,2,2,0,180
92186798,61,9,LOSS,SURVIVED_TO_NEXT_DECISION,678,160,2,2,1,180
92186798,62,9,LOSS,SURVIVED_TO_NEXT_DECISION,678,160,2,2,1,180
92186798,64,9,LOSS,SURVIVED_TO_NEXT_DECISION,678,160,2,2,1,180
92186798,69,11,LOSS,SURVIVED_TO_NEXT_DECISION,678,160,2,2,0,180
92186798,71,11,LOSS,SURVIVED_TO_NEXT_DECISION,678,160,2,2,0,180
92186798,74,11,LOSS,SURVIVED_TO_NEXT_DECISION,678,160,2,2,0,180
92186798,75,11,LOSS,SURVIVED_TO_NEXT_DECISION,678,160,2,2,0,180
92186798,76,11,LOSS,SURVIVED_TO_NEXT_DECISION,678,160,2,2,0,180
92186798,77,11,LOSS,SURVIVED_TO_NEXT_DECISION,678,160,2,2,0,180
92186798,78,11,LOSS,SURVIVED_TO_NEXT_DECISION,678,160,2,2,0,180
92186798,80,11,LOSS,SURVIVED_TO_NEXT_DECISION,678,160,2,2,0,180
92186798,81,11,LOSS,SURVIVED_TO_NEXT_DECISION,678,160,2,2,0,180
92186798,82,11,LOSS,SURVIVED_TO_NEXT_DECISION,678,160,2,2,0,180
92182056,64,9,WIN,SURVIVED_TO_NEXT_DECISION,678,160,2,2,0,180
92182056,66,9,WIN,SURVIVED_TO_NEXT_DECISION,678,160,2,2,0,180
92181140,39,6,WIN,SURVIVED_TO_NEXT_DECISION,678,70,2,2,2,270
