episode_id,decision_index,turn,evidence_level,target_removed_via_switch,description
92230327,30,5,POSSIBLE,True,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92230327,32,5,POSSIBLE,True,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92224652,40,9,POSSIBLE,True,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92223703,13,4,POSSIBLE,True,"[(981, 'Accelerating Stab', 30)] not chosen"
92223703,14,4,POSSIBLE,True,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92222763,13,2,POSSIBLE,False,"[(980, 'Cosmic Beam', 70)] not chosen (uncertain)"
92222763,15,2,POSSIBLE,False,"[(980, 'Cosmic Beam', 70)] not chosen (uncertain)"
92222763,18,2,POSSIBLE,False,"[(980, 'Cosmic Beam', 70)] not chosen (uncertain)"
92222763,19,2,POSSIBLE,False,"[(980, 'Cosmic Beam', 70)] not chosen (uncertain)"
92222763,20,2,POSSIBLE,False,"[(980, 'Cosmic Beam', 70)] not chosen (uncertain)"
92222763,21,4,POSSIBLE,True,"[(980, 'Cosmic Beam', 70)] not chosen (uncertain)"
92222763,22,4,POSSIBLE,True,"[(980, 'Cosmic Beam', 70)] not chosen (uncertain)"
92222763,36,6,POSSIBLE,True,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92222763,38,6,POSSIBLE,True,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92222763,39,6,POSSIBLE,True,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92222763,40,6,POSSIBLE,True,"[(983, 'Mega Brave', 270)] not chosen"
92222763,41,6,POSSIBLE,True,"[(983, 'Mega Brave', 270)] not chosen"
92222763,43,6,POSSIBLE,True,"[(983, 'Mega Brave', 270)] not chosen"
92222763,51,8,POSSIBLE,True,"[(983, 'Mega Brave', 270)] not chosen"
92218970,23,4,POSSIBLE,True,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92218970,35,6,POSSIBLE,True,"[(977, 'Confront', 30)] not chosen"
92218970,39,6,POSSIBLE,True,"[(983, 'Mega Brave', 270)] not chosen"
92218995,37,5,POSSIBLE,True,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92218995,74,11,POSSIBLE,True,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92218051,44,6,POSSIBLE,True,"[(983, 'Mega Brave', 270)] not chosen (uncertain)"
92218051,46,6,POSSIBLE,True,"[(983, 'Mega Brave', 270)] not chosen (uncertain)"
92214223,90,24,POSSIBLE,True,"[(983, 'Mega Brave', 270)] not chosen"
92213249,26,4,POSSIBLE,True,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92213249,28,4,POSSIBLE,True,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92213249,53,10,POSSIBLE,False,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92213249,54,10,POSSIBLE,False,"[(982, 'Aura Jab', 130), (983, 'Mega Brave', 270)] not chosen (uncertain)"
92213249,55,10,POSSIBLE,False,"[(982, 'Aura Jab', 130), (983, 'Mega Brave', 270)] not chosen (uncertain)"
92212278,72,11,POSSIBLE,True,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92212278,74,11,POSSIBLE,True,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92212278,75,11,POSSIBLE,True,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92212278,77,11,POSSIBLE,True,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92212278,79,11,POSSIBLE,True,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92212278,80,11,POSSIBLE,True,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92212278,85,13,POSSIBLE,True,"[(983, 'Mega Brave', 270)] not chosen"
92212278,87,13,POSSIBLE,True,"[(983, 'Mega Brave', 270)] not chosen"
92211319,55,9,POSSIBLE,True,"[(983, 'Mega Brave', 270)] not chosen"
92207476,11,4,POSSIBLE,True,"[(980, 'Cosmic Beam', 70)] not chosen (uncertain)"
92207476,12,4,POSSIBLE,True,"[(980, 'Cosmic Beam', 70)] not chosen (uncertain)"
92207476,13,4,POSSIBLE,True,"[(980, 'Cosmic Beam', 70)] not chosen (uncertain)"
92205568,42,7,POSSIBLE,True,"[(983, 'Mega Brave', 270)] not chosen (uncertain)"
92205568,44,7,POSSIBLE,True,"[(983, 'Mega Brave', 270)] not chosen (uncertain)"
92204637,45,6,POSSIBLE,False,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92204637,47,6,POSSIBLE,False,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92204637,50,6,POSSIBLE,False,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92204637,52,6,POSSIBLE,False,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92204637,53,8,POSSIBLE,True,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92204637,86,14,POSSIBLE,True,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92204637,88,14,POSSIBLE,True,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92203697,25,5,POSSIBLE,True,"[(982, 'Aura Jab', 130), (983, 'Mega Brave', 270)] not chosen (uncertain)"
92203697,28,5,POSSIBLE,True,"[(982, 'Aura Jab', 130), (983, 'Mega Brave', 270)] not chosen (uncertain)"
92197087,33,6,POSSIBLE,True,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92197087,35,6,POSSIBLE,True,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92197087,38,6,POSSIBLE,False,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92197087,39,6,POSSIBLE,False,"[(982, 'Aura Jab', 130), (983, 'Mega Brave', 270)] not chosen (uncertain)"
92197087,40,6,POSSIBLE,False,"[(982, 'Aura Jab', 130), (983, 'Mega Brave', 270)] not chosen (uncertain)"
92197087,41,6,POSSIBLE,False,"[(982, 'Aura Jab', 130), (983, 'Mega Brave', 270)] not chosen (uncertain)"
92197087,43,6,POSSIBLE,False,"[(982, 'Aura Jab', 130), (983, 'Mega Brave', 270)] not chosen (uncertain)"
92197087,44,6,POSSIBLE,False,"[(982, 'Aura Jab', 130), (983, 'Mega Brave', 270)] not chosen (uncertain)"
92197087,46,6,POSSIBLE,False,"[(982, 'Aura Jab', 130), (983, 'Mega Brave', 270)] not chosen (uncertain)"
92196147,27,5,POSSIBLE,False,"[(983, 'Mega Brave', 270)] not chosen (uncertain)"
92196147,30,5,POSSIBLE,False,"[(983, 'Mega Brave', 270)] not chosen (uncertain)"
92196147,33,7,POSSIBLE,False,"[(983, 'Mega Brave', 270)] not chosen (uncertain)"
92196147,35,7,POSSIBLE,False,"[(983, 'Mega Brave', 270)] not chosen (uncertain)"
92196147,36,7,POSSIBLE,False,"[(983, 'Mega Brave', 270)] not chosen (uncertain)"
92196147,39,7,POSSIBLE,False,"[(983, 'Mega Brave', 270)] not chosen (uncertain)"
92196147,40,7,POSSIBLE,False,"[(983, 'Mega Brave', 270)] not chosen (uncertain)"
92196147,42,7,POSSIBLE,False,"[(983, 'Mega Brave', 270)] not chosen (uncertain)"
92196147,45,9,POSSIBLE,True,"[(983, 'Mega Brave', 270)] not chosen (uncertain)"
92195195,49,7,POSSIBLE,True,"[(983, 'Mega Brave', 270)] not chosen (uncertain)"
92195195,53,7,POSSIBLE,True,"[(978, 'Wild Press', 210)] not chosen (uncertain)"
92195195,55,7,POSSIBLE,True,"[(978, 'Wild Press', 210)] not chosen (uncertain)"
92194266,8,3,POSSIBLE,True,"[(980, 'Cosmic Beam', 70)] not chosen (uncertain)"
92194266,10,3,POSSIBLE,True,"[(980, 'Cosmic Beam', 70)] not chosen (uncertain)"
92190545,18,5,POSSIBLE,True,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92189626,22,3,POSSIBLE,False,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92189626,24,3,POSSIBLE,False,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92189626,25,3,POSSIBLE,False,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92189626,28,3,POSSIBLE,False,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92189626,29,3,POSSIBLE,False,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92189626,30,3,POSSIBLE,False,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92189626,35,5,POSSIBLE,True,"[(982, 'Aura Jab', 130)] not chosen (uncertain)"
92182056,83,11,POSSIBLE,True,"[(983, 'Mega Brave', 270)] not chosen (uncertain)"
